#    n1        m1        n2        m2     count        mJ       sum-1               T
      0       -23         1        -7     11026       -30      0.2265E-12      0.4001E-02
      1       -23         0        -7     11090       -30     -0.3386E-13       0.000    
      0       -23         2        -5     11183       -28     -0.1554E-12      0.4000E-02
      1       -23         1        -5     11276       -28      0.1776E-14      0.4000E-02
      2       -23         0        -5     11369       -28      0.2442E-13      0.4000E-02
      0       -23         3        -3     11489       -26     -0.4052E-13      0.4001E-02
      1       -23         2        -3     11609       -26      0.2132E-13      0.8000E-02
      2       -23         1        -3     11729       -26      0.4441E-14      0.4000E-02
      3       -23         0        -3     11849       -26      0.1044E-13      0.4001E-02
      0       -23         4        -1     11994       -24      0.2243E-13      0.4000E-02
      1       -23         3        -1     12139       -24      0.4441E-15      0.1200E-01
      2       -23         2        -1     12284       -24      0.2665E-14      0.8000E-02
      3       -23         1        -1     12429       -24      0.1354E-13      0.4000E-02
      4       -23         0        -1     12574       -24      0.1354E-13       0.000    
      0       -23         4         1     12742       -22      0.8882E-14      0.8001E-02
      1       -23         3         1     12910       -22     -0.1776E-14      0.8000E-02
      2       -23         2         1     13078       -22      0.8882E-14      0.8001E-02
      3       -23         1         1     13246       -22      0.1110E-13      0.4000E-02
      4       -23         0         1     13414       -22      0.1310E-13       0.000    
      0       -23         3         3     13603       -20     -0.1110E-15      0.4000E-02
      1       -23         2         3     13792       -20      0.1155E-13      0.8001E-02
      2       -23         1         3     13981       -20      0.1310E-13      0.4000E-02
      3       -23         0         3     14170       -20      0.1510E-13       0.000    
      0       -23         2         5     14378       -18      0.5329E-14      0.4000E-02
      1       -23         1         5     14586       -18      0.6439E-14      0.4001E-02
      2       -23         0         5     14794       -18      0.8660E-14       0.000    
      0       -23         1         7     15019       -16      0.3109E-14      0.4000E-02
      1       -23         0         7     15244       -16      0.8882E-14       0.000    
      0       -23         0         9     15484       -14     -0.1110E-14       0.000    
      0       -22         0       -10     15517       -32     -0.1795E-12       0.000    
      0       -22         1        -8     15581       -30      0.6839E-13      0.4000E-02
      1       -22         0        -8     15645       -30      0.2274E-12       0.000    
      0       -22         2        -6     15738       -28     -0.1021E-12      0.4000E-02
      1       -22         1        -6     15831       -28     -0.6328E-14      0.4001E-02
      2       -22         0        -6     15924       -28      0.1479E-12      0.4000E-02
      0       -22         3        -4     16044       -26     -0.2087E-13      0.4000E-02
      1       -22         2        -4     16164       -26      0.1230E-12      0.8001E-02
      2       -22         1        -4     16284       -26      0.3042E-13      0.8000E-02
      3       -22         0        -4     16404       -26      0.4219E-14      0.4000E-02
      0       -22         4        -2     16549       -24      0.4885E-14      0.8001E-02
      1       -22         3        -2     16694       -24      0.3864E-13      0.1200E-01
      2       -22         2        -2     16839       -24      0.7994E-14      0.1200E-01
      3       -22         1        -2     16984       -24      0.8882E-15      0.4001E-02
      4       -22         0        -2     17129       -24      0.6439E-14      0.4000E-02
      0       -22         5         0     17297       -22      0.5773E-14      0.8000E-02
      1       -22         4         0     17465       -22     -0.1132E-13      0.1200E-01
      2       -22         3         0     17633       -22      0.6217E-14      0.1200E-01
      3       -22         2         0     17801       -22      0.1776E-14      0.4000E-02
      4       -22         1         0     17969       -22      0.6217E-14      0.4000E-02
      5       -22         0         0     18137       -22      0.1643E-13       0.000    
      0       -22         4         2     18326       -20      0.1310E-13      0.8001E-02
      1       -22         3         2     18515       -20     -0.7772E-15      0.1200E-01
      2       -22         2         2     18704       -20      0.1177E-13      0.8000E-02
      3       -22         1         2     18893       -20      0.5773E-14      0.4000E-02
      4       -22         0         2     19082       -20      0.7550E-14       0.000    
      0       -22         3         4     19290       -18      0.5329E-14      0.8001E-02
      1       -22         2         4     19498       -18      0.4441E-14      0.4000E-02
      2       -22         1         4     19706       -18      0.9770E-14      0.4000E-02
      3       -22         0         4     19914       -18      0.9548E-14      0.4001E-02
      0       -22         2         6     20139       -16      0.4663E-14      0.4000E-02
      1       -22         1         6     20364       -16      0.5773E-14      0.4000E-02
      2       -22         0         6     20589       -16      0.7994E-14       0.000    
      0       -22         1         8     20829       -14      0.5329E-14      0.4000E-02
      1       -22         0         8     21069       -14      0.2887E-14       0.000    
      0       -22         0        10     21322       -12      0.9992E-14       0.000    
      0       -21         0       -11     21355       -32     -0.1430E-11      0.4001E-02
      0       -21         1        -9     21419       -30     -0.9462E-12       0.000    
      1       -21         0        -9     21483       -30      0.6839E-13       0.000    
      0       -21         2        -7     21576       -28     -0.1165E-12      0.4000E-02
      1       -21         1        -7     21669       -28      0.5307E-13      0.4000E-02
      2       -21         0        -7     21762       -28     -0.1522E-12      0.4000E-02
      0       -21         3        -5     21882       -26     -0.1220E-12      0.8001E-02
      1       -21         2        -5     22002       -26     -0.4707E-13      0.8000E-02
      2       -21         1        -5     22122       -26      0.8415E-13      0.8001E-02
      3       -21         0        -5     22242       -26      0.5707E-13      0.4000E-02
      0       -21         4        -3     22387       -24     -0.9426E-13      0.8001E-02
      1       -21         3        -3     22532       -24     -0.6772E-14      0.1200E-01
      2       -21         2        -3     22677       -24      0.2598E-13      0.1600E-01
      3       -21         1        -3     22822       -24      0.1332E-14      0.8001E-02
      4       -21         0        -3     22967       -24      0.3553E-14      0.4000E-02
      0       -21         5        -1     23135       -22     -0.4596E-13      0.8001E-02
      1       -21         4        -1     23303       -22      0.2442E-13      0.1600E-01
      2       -21         3        -1     23471       -22     -0.2776E-14      0.1600E-01
      3       -21         2        -1     23639       -22      0.8216E-14      0.1200E-01
      4       -21         1        -1     23807       -22      0.1399E-13      0.4001E-02
      5       -21         0        -1     23975       -22      0.9770E-14       0.000    
      0       -21         5         1     24164       -20      0.3553E-14      0.1200E-01
      1       -21         4         1     24353       -20      0.2220E-14      0.1200E-01
      2       -21         3         1     24542       -20      0.2220E-15      0.1600E-01
      3       -21         2         1     24731       -20      0.8438E-14      0.8001E-02
      4       -21         1         1     24920       -20      0.1399E-13      0.4000E-02
      5       -21         0         1     25109       -20      0.9326E-14       0.000    
      0       -21         4         3     25317       -18      0.1776E-14      0.8000E-02
      1       -21         3         3     25525       -18      0.2665E-14      0.1200E-01
      2       -21         2         3     25733       -18      0.7550E-14      0.8001E-02
      3       -21         1         3     25941       -18      0.4219E-14      0.8000E-02
      4       -21         0         3     26149       -18      0.9770E-14       0.000    
      0       -21         3         5     26374       -16      0.1332E-14      0.8001E-02
      1       -21         2         5     26599       -16      0.6661E-14      0.4000E-02
      2       -21         1         5     26824       -16      0.4885E-14      0.8000E-02
      3       -21         0         5     27049       -16      0.7994E-14       0.000    
      0       -21         2         7     27289       -14      0.3331E-14      0.4001E-02
      1       -21         1         7     27529       -14      0.2442E-14      0.4000E-02
      2       -21         0         7     27769       -14      0.7105E-14      0.4000E-02
      0       -21         1         9     28022       -12     -0.7772E-15       0.000    
      1       -21         0         9     28275       -12      0.4441E-14      0.4000E-02
      0       -21         0        11     28539       -10      0.1110E-14       0.000    
      0       -20         0       -12     28572       -32      0.4028E-11       0.000    
      0       -20         1       -10     28636       -30     -0.8445E-12      0.4001E-02
      1       -20         0       -10     28700       -30     -0.9457E-12       0.000    
      0       -20         2        -8     28793       -28      0.4663E-13      0.4000E-02
      1       -20         1        -8     28886       -28     -0.6883E-14      0.4000E-02
      2       -20         0        -8     28979       -28     -0.9825E-13      0.4000E-02
      0       -20         3        -6     29099       -26      0.1568E-12      0.4001E-02
      1       -20         2        -6     29219       -26      0.6661E-15      0.1200E-01
      2       -20         1        -6     29339       -26      0.5795E-13      0.8001E-02
      3       -20         0        -6     29459       -26     -0.4008E-13      0.4000E-02
      0       -20         4        -4     29604       -24     -0.5285E-13      0.8001E-02
      1       -20         3        -4     29749       -24      0.3775E-14      0.1600E-01
      2       -20         2        -4     29894       -24      0.3930E-13      0.1600E-01
      3       -20         1        -4     30039       -24      0.5218E-13      0.8000E-02
      4       -20         0        -4     30184       -24      0.2154E-13      0.8001E-02
      0       -20         5        -2     30352       -22     -0.3819E-13      0.8000E-02
      1       -20         4        -2     30520       -22      0.3175E-13      0.2000E-01
      2       -20         3        -2     30688       -22      0.4041E-13      0.2000E-01
      3       -20         2        -2     30856       -22     -0.4663E-14      0.1600E-01
      4       -20         1        -2     31024       -22      0.8882E-15      0.8000E-02
      5       -20         0        -2     31192       -22      0.8660E-14       0.000    
      0       -20         6         0     31381       -20     -0.6328E-14      0.1200E-01
      1       -20         5         0     31570       -20      0.2620E-13      0.2000E-01
      2       -20         4         0     31759       -20      0.1399E-13      0.2000E-01
      3       -20         3         0     31948       -20      0.1998E-14      0.1600E-01
      4       -20         2         0     32137       -20      0.5551E-14      0.8001E-02
      5       -20         1         0     32326       -20      0.8438E-14      0.4000E-02
      6       -20         0         0     32515       -20      0.9104E-14       0.000    
      0       -20         5         2     32723       -18      0.2220E-14      0.8001E-02
      1       -20         4         2     32931       -18      0.1088E-13      0.1600E-01
      2       -20         3         2     33139       -18      0.1776E-14      0.1600E-01
      3       -20         2         2     33347       -18      0.4219E-14      0.1200E-01
      4       -20         1         2     33555       -18      0.4885E-14      0.4001E-02
      5       -20         0         2     33763       -18      0.9770E-14      0.4000E-02
      0       -20         4         4     33988       -16      0.7772E-14      0.8000E-02
      1       -20         3         4     34213       -16      0.2220E-14      0.1200E-01
      2       -20         2         4     34438       -16      0.8882E-14      0.1200E-01
      3       -20         1         4     34663       -16      0.5773E-14      0.4000E-02
      4       -20         0         4     34888       -16      0.8660E-14      0.4000E-02
      0       -20         3         6     35128       -14      0.2442E-14      0.4001E-02
      1       -20         2         6     35368       -14      0.6661E-15      0.8000E-02
      2       -20         1         6     35608       -14      0.5329E-14      0.8001E-02
      3       -20         0         6     35848       -14      0.3331E-14       0.000    
      0       -20         2         8     36101       -12      0.8882E-15      0.4000E-02
      1       -20         1         8     36354       -12      0.1110E-14      0.4000E-02
      2       -20         0         8     36607       -12      0.4441E-14      0.4000E-02
      0       -20         1        10     36871       -10      0.1110E-14       0.000    
      1       -20         0        10     37135       -10     -0.1554E-14      0.4001E-02
      0       -20         0        12     37408        -8      0.1998E-14       0.000    
      0       -19         0       -13     37441       -32      0.8059E-11       0.000    
      0       -19         1       -11     37505       -30      0.1774E-11      0.4000E-02
      1       -19         0       -11     37569       -30     -0.8440E-12       0.000    
      0       -19         2        -9     37662       -28     -0.1722E-12      0.4000E-02
      1       -19         1        -9     37755       -28     -0.5217E-12      0.4000E-02
      2       -19         0        -9     37848       -28     -0.1367E-12      0.4001E-02
      0       -19         3        -7     37968       -26      0.2998E-13      0.8000E-02
      1       -19         2        -7     38088       -26     -0.5537E-12      0.8001E-02
      2       -19         1        -7     38208       -26     -0.4785E-13      0.8000E-02
      3       -19         0        -7     38328       -26     -0.1654E-13      0.8001E-02
      0       -19         4        -5     38473       -24     -0.1357E-12      0.8000E-02
      1       -19         3        -5     38618       -24     -0.1046E-12      0.1200E-01
      2       -19         2        -5     38763       -24     -0.2753E-13      0.2000E-01
      3       -19         1        -5     38908       -24      0.1377E-13      0.1200E-01
      4       -19         0        -5     39053       -24      0.1799E-13      0.4000E-02
      0       -19         5        -3     39221       -22     -0.7760E-13      0.1200E-01
      1       -19         4        -3     39389       -22      0.5662E-13      0.2000E-01
      2       -19         3        -3     39557       -22      0.2220E-15      0.2400E-01
      3       -19         2        -3     39725       -22      0.3220E-13      0.2000E-01
      4       -19         1        -3     39893       -22     -0.2554E-14      0.1200E-01
      5       -19         0        -3     40061       -22      0.2442E-14      0.4000E-02
      0       -19         6        -1     40250       -20     -0.2964E-13      0.1200E-01
      1       -19         5        -1     40439       -20      0.1354E-13      0.2400E-01
      2       -19         4        -1     40628       -20      0.2442E-14      0.2400E-01
      3       -19         3        -1     40817       -20      0.7550E-14      0.2400E-01
      4       -19         2        -1     41006       -20      0.2220E-14      0.1200E-01
      5       -19         1        -1     41195       -20      0.1243E-13      0.4000E-02
      6       -19         0        -1     41384       -20      0.1488E-13      0.4000E-02
      0       -19         6         1     41592       -18     -0.5884E-14      0.1200E-01
      1       -19         5         1     41800       -18     -0.5662E-14      0.2000E-01
      2       -19         4         1     42008       -18      0.1665E-13      0.2800E-01
      3       -19         3         1     42216       -18      0.6439E-14      0.1600E-01
      4       -19         2         1     42424       -18      0.3331E-14      0.1200E-01
      5       -19         1         1     42632       -18      0.1132E-13      0.4000E-02
      6       -19         0         1     42840       -18      0.1443E-13       0.000    
      0       -19         5         3     43065       -16     -0.4441E-15      0.1200E-01
      1       -19         4         3     43290       -16      0.1066E-13      0.1600E-01
      2       -19         3         3     43515       -16     -0.8882E-15      0.2000E-01
      3       -19         2         3     43740       -16      0.8660E-14      0.1200E-01
      4       -19         1         3     43965       -16      0.5107E-14      0.8000E-02
      5       -19         0         3     44190       -16      0.8660E-14       0.000    
      0       -19         4         5     44430       -14     -0.1332E-14      0.8001E-02
      1       -19         3         5     44670       -14      0.2220E-14      0.1200E-01
      2       -19         2         5     44910       -14      0.2887E-14      0.1200E-01
      3       -19         1         5     45150       -14      0.2665E-14      0.8001E-02
      4       -19         0         5     45390       -14      0.1998E-14      0.4000E-02
      0       -19         3         7     45643       -12     -0.2220E-15      0.4000E-02
      1       -19         2         7     45896       -12      0.3775E-14      0.8001E-02
      2       -19         1         7     46149       -12      0.2220E-15      0.8000E-02
      3       -19         0         7     46402       -12      0.4441E-14       0.000    
      0       -19         2         9     46666       -10     -0.4219E-14      0.4001E-02
      1       -19         1         9     46930       -10      0.6439E-14      0.8000E-02
      2       -19         0         9     47194       -10      0.1776E-14       0.000    
      0       -19         1        11     47467        -8      0.1332E-14      0.4000E-02
      1       -19         0        11     47740        -8      0.6661E-15       0.000    
      0       -19         0        13     48020        -6      0.4441E-15       0.000    
      0       -18         0       -14     48053       -32      0.8882E-12      0.4001E-02
      0       -18         1       -12     48117       -30      0.1165E-11       0.000    
      1       -18         0       -12     48181       -30      0.1775E-11       0.000    
      0       -18         2       -10     48274       -28      0.7012E-12      0.4000E-02
      1       -18         1       -10     48367       -28     -0.1961E-12      0.8000E-02
      2       -18         0       -10     48460       -28      0.6550E-13       0.000    
      0       -18         3        -8     48580       -26     -0.1519E-12      0.8001E-02
      1       -18         2        -8     48700       -26      0.3197E-13      0.8000E-02
      2       -18         1        -8     48820       -26     -0.1376E-12      0.1200E-01
      3       -18         0        -8     48940       -26     -0.1308E-12      0.4000E-02
      0       -18         4        -6     49085       -24      0.4485E-13      0.8001E-02
      1       -18         3        -6     49230       -24     -0.1393E-12      0.1600E-01
      2       -18         2        -6     49375       -24     -0.4741E-13      0.1600E-01
      3       -18         1        -6     49520       -24     -0.2220E-13      0.1600E-01
      4       -18         0        -6     49665       -24      0.7994E-14      0.4000E-02
      0       -18         5        -4     49833       -22      0.2842E-13      0.1200E-01
      1       -18         4        -4     50001       -22     -0.5740E-13      0.2400E-01
      2       -18         3        -4     50169       -22      0.1599E-13      0.2400E-01
      3       -18         2        -4     50337       -22     -0.2787E-13      0.2400E-01
      4       -18         1        -4     50505       -22      0.8216E-14      0.1600E-01
      5       -18         0        -4     50673       -22      0.1132E-13      0.4001E-02
      0       -18         6        -2     50862       -20     -0.2820E-13      0.1200E-01
      1       -18         5        -2     51051       -20     -0.1399E-13      0.2800E-01
      2       -18         4        -2     51240       -20     -0.3142E-13      0.3200E-01
      3       -18         3        -2     51429       -20      0.1577E-13      0.2800E-01
      4       -18         2        -2     51618       -20      0.1488E-13      0.2000E-01
      5       -18         1        -2     51807       -20      0.3109E-14      0.8001E-02
      6       -18         0        -2     51996       -20      0.7994E-14      0.4000E-02
      0       -18         7         0     52204       -18     -0.3653E-13      0.1200E-01
      1       -18         6         0     52412       -18      0.7994E-14      0.2800E-01
      2       -18         5         0     52620       -18      0.9104E-14      0.3200E-01
      3       -18         4         0     52828       -18     -0.5884E-14      0.2800E-01
      4       -18         3         0     53036       -18      0.7550E-14      0.2000E-01
      5       -18         2         0     53244       -18      0.3109E-14      0.8001E-02
      6       -18         1         0     53452       -18      0.8438E-14      0.4000E-02
      7       -18         0         0     53660       -18      0.1044E-13       0.000    
      0       -18         6         2     53885       -16     -0.1399E-13      0.1200E-01
      1       -18         5         2     54110       -16     -0.5440E-14      0.2400E-01
      2       -18         4         2     54335       -16      0.1465E-13      0.2800E-01
      3       -18         3         2     54560       -16     -0.2776E-14      0.2000E-01
      4       -18         2         2     54785       -16      0.3331E-14      0.1200E-01
      5       -18         1         2     55010       -16      0.6661E-14      0.8001E-02
      6       -18         0         2     55235       -16      0.9992E-14       0.000    
      0       -18         5         4     55475       -14      0.5329E-14      0.1200E-01
      1       -18         4         4     55715       -14      0.3331E-14      0.2000E-01
      2       -18         3         4     55955       -14      0.5107E-14      0.2000E-01
      3       -18         2         4     56195       -14     -0.1110E-15      0.1200E-01
      4       -18         1         4     56435       -14      0.1066E-13      0.8000E-02
      5       -18         0         4     56675       -14      0.8882E-14      0.4000E-02
      0       -18         4         6     56928       -12      0.4441E-14      0.8001E-02
      1       -18         3         6     57181       -12      0.5773E-14      0.1200E-01
      2       -18         2         6     57434       -12      0.3775E-14      0.1200E-01
      3       -18         1         6     57687       -12      0.1332E-14      0.8001E-02
      4       -18         0         6     57940       -12      0.7772E-14      0.4000E-02
      0       -18         3         8     58204       -10      0.8882E-15      0.4000E-02
      1       -18         2         8     58468       -10      0.1776E-14      0.1200E-01
      2       -18         1         8     58732       -10      0.3553E-14      0.4000E-02
      3       -18         0         8     58996       -10     -0.1554E-14      0.4001E-02
      0       -18         2        10     59269        -8      0.1776E-14      0.4000E-02
      1       -18         1        10     59542        -8      0.1554E-14      0.4000E-02
      2       -18         0        10     59815        -8      0.5773E-14      0.4000E-02
      0       -18         1        12     60095        -6       0.000           0.000    
      1       -18         0        12     60375        -6      0.2442E-14      0.4001E-02
      0       -18         0        14     60660        -4      0.2220E-14       0.000    
      0       -17         0       -15     60693       -32     -0.3210E-11       0.000    
      0       -17         1       -13     60757       -30     -0.4485E-12       0.000    
      1       -17         0       -13     60821       -30      0.1165E-11      0.4000E-02
      0       -17         2       -11     60914       -28     -0.4785E-13      0.4000E-02
      1       -17         1       -11     61007       -28      0.1958E-11      0.4000E-02
      2       -17         0       -11     61100       -28     -0.1438E-12      0.4001E-02
      0       -17         3        -9     61220       -26     -0.1898E-13      0.4000E-02
      1       -17         2        -9     61340       -26      0.7272E-12      0.1200E-01
      2       -17         1        -9     61460       -26     -0.3555E-12      0.8000E-02
      3       -17         0        -9     61580       -26      0.1572E-12      0.4000E-02
      0       -17         4        -7     61725       -24      0.6217E-14      0.8001E-02
      1       -17         3        -7     61870       -24     -0.1632E-13      0.1600E-01
      2       -17         2        -7     62015       -24     -0.9903E-13      0.2000E-01
      3       -17         1        -7     62160       -24     -0.9992E-13      0.1200E-01
      4       -17         0        -7     62305       -24     -0.9270E-13      0.8000E-02
      0       -17         5        -5     62473       -22     -0.5673E-13      0.1200E-01
      1       -17         4        -5     62641       -22     -0.3397E-13      0.2000E-01
      2       -17         3        -5     62809       -22     -0.6051E-13      0.2800E-01
      3       -17         2        -5     62977       -22     -0.1621E-13      0.2800E-01
      4       -17         1        -5     63145       -22     -0.4441E-14      0.1600E-01
      5       -17         0        -5     63313       -22      0.7105E-14      0.8000E-02
      0       -17         6        -3     63502       -20      0.1932E-13      0.1200E-01
      1       -17         5        -3     63691       -20     -0.1050E-12      0.2800E-01
      2       -17         4        -3     63880       -20     -0.3075E-13      0.3600E-01
      3       -17         3        -3     64069       -20     -0.3220E-13      0.3200E-01
      4       -17         2        -3     64258       -20      0.3775E-14      0.2800E-01
      5       -17         1        -3     64447       -20     -0.5218E-14      0.1200E-01
      6       -17         0        -3     64636       -20      0.2887E-14      0.4000E-02
      0       -17         7        -1     64844       -18      0.6306E-13      0.1600E-01
      1       -17         6        -1     65052       -18     -0.5229E-13      0.3200E-01
      2       -17         5        -1     65260       -18      0.8882E-14      0.4000E-01
      3       -17         4        -1     65468       -18      0.1021E-13      0.3600E-01
      4       -17         3        -1     65676       -18     -0.3442E-14      0.2800E-01
      5       -17         2        -1     65884       -18      0.2887E-14      0.1200E-01
      6       -17         1        -1     66092       -18      0.6661E-14      0.8001E-02
      7       -17         0        -1     66300       -18      0.1199E-13       0.000    
      0       -17         7         1     66525       -16     -0.4663E-14      0.1600E-01
      1       -17         6         1     66750       -16     -0.5107E-14      0.3200E-01
      2       -17         5         1     66975       -16      0.8882E-14      0.3600E-01
      3       -17         4         1     67200       -16     -0.2554E-14      0.3200E-01
      4       -17         3         1     67425       -16     -0.2887E-14      0.2400E-01
      5       -17         2         1     67650       -16      0.8216E-14      0.8001E-02
      6       -17         1         1     67875       -16      0.6439E-14      0.8000E-02
      7       -17         0         1     68100       -16      0.1132E-13       0.000    
      0       -17         6         3     68340       -14     -0.3664E-14      0.1200E-01
      1       -17         5         3     68580       -14      0.1044E-13      0.2800E-01
      2       -17         4         3     68820       -14      0.4885E-14      0.2800E-01
      3       -17         3         3     69060       -14      0.5551E-14      0.2400E-01
      4       -17         2         3     69300       -14     -0.2220E-15      0.1600E-01
      5       -17         1         3     69540       -14      0.3109E-14      0.8001E-02
      6       -17         0         3     69780       -14      0.4441E-14       0.000    
      0       -17         5         5     70033       -12      0.6661E-15      0.1200E-01
      1       -17         4         5     70286       -12     -0.2220E-15      0.2000E-01
      2       -17         3         5     70539       -12      0.1332E-14      0.2000E-01
      3       -17         2         5     70792       -12     -0.1221E-14      0.1600E-01
      4       -17         1         5     71045       -12     -0.2554E-14      0.8000E-02
      5       -17         0         5     71298       -12      0.5995E-14      0.4001E-02
      0       -17         4         7     71562       -10      0.6439E-14      0.8000E-02
      1       -17         3         7     71826       -10      0.3997E-14      0.1200E-01
      2       -17         2         7     72090       -10      0.4219E-14      0.1600E-01
      3       -17         1         7     72354       -10     -0.2776E-14      0.8000E-02
      4       -17         0         7     72618       -10     -0.1998E-14      0.4001E-02
      0       -17         3         9     72891        -8      0.4219E-14      0.4000E-02
      1       -17         2         9     73164        -8      0.6661E-15      0.8000E-02
