#    n1        m1        n2        m2     count        mJ       sum-1               T
      0       -20         1        -6      6489       -26     -0.5662E-13       0.000    
      1       -20         0        -6      6545       -26     -0.5829E-13      0.4000E-02
      0       -20         2        -4      6626       -24     -0.5651E-13       0.000    
      1       -20         1        -4      6707       -24      0.1510E-13      0.4000E-02
      2       -20         0        -4      6788       -24      0.2909E-13       0.000    
      0       -20         3        -2      6892       -22     -0.1110E-14      0.4000E-02
      1       -20         2        -2      6996       -22      0.1998E-14      0.4001E-02
      2       -20         1        -2      7100       -22      0.3331E-14      0.4000E-02
      3       -20         0        -2      7204       -22      0.7550E-14      0.4000E-02
      0       -20         4         0      7329       -20      0.7327E-14      0.4000E-02
      1       -20         3         0      7454       -20     -0.2109E-14      0.4001E-02
      2       -20         2         0      7579       -20      0.1554E-14      0.4000E-02
      3       -20         1         0      7704       -20      0.5995E-14       0.000    
      4       -20         0         0      7829       -20      0.6217E-14       0.000    
      0       -20         3         2      7973       -18      0.1332E-14      0.4000E-02
      1       -20         2         2      8117       -18     -0.1887E-14      0.4000E-02
      2       -20         1         2      8261       -18      0.5995E-14      0.4001E-02
      3       -20         0         2      8405       -18      0.7550E-14       0.000    
      0       -20         2         4      8566       -16     -0.6661E-15      0.4000E-02
      1       -20         1         4      8727       -16       0.000           0.000    
      2       -20         0         4      8888       -16      0.1021E-13       0.000    
      0       -20         1         6      9064       -14      0.2442E-14      0.4000E-02
      1       -20         0         6      9240       -14      0.4441E-15       0.000    
      0       -20         0         8      9429       -12      0.1110E-14       0.000    
      0       -19         0        -9      9458       -28     -0.5594E-12       0.000    
      0       -19         1        -7      9514       -26     -0.2752E-12      0.4000E-02
      1       -19         0        -7      9570       -26     -0.5607E-13       0.000    
      0       -19         2        -5      9651       -24     -0.6350E-13      0.4001E-02
      1       -19         1        -5      9732       -24     -0.7994E-14       0.000    
      2       -19         0        -5      9813       -24      0.1021E-13      0.4000E-02
      0       -19         3        -3      9917       -22     -0.3186E-13      0.4000E-02
      1       -19         2        -3     10021       -22      0.2731E-13      0.4000E-02
      2       -19         1        -3     10125       -22     -0.1110E-14      0.4001E-02
      3       -19         0        -3     10229       -22     -0.9992E-15      0.4000E-02
      0       -19         4        -1     10354       -20      0.1554E-14      0.4000E-02
      1       -19         3        -1     10479       -20      0.1088E-13      0.4000E-02
      2       -19         2        -1     10604       -20      0.2220E-15      0.8001E-02
      3       -19         1        -1     10729       -20      0.5773E-14      0.4000E-02
      4       -19         0        -1     10854       -20      0.2887E-14       0.000    
      0       -19         4         1     10998       -18      0.9104E-14      0.4000E-02
      1       -19         3         1     11142       -18      0.2665E-14      0.8001E-02
      2       -19         2         1     11286       -18      0.2220E-14      0.4000E-02
      3       -19         1         1     11430       -18      0.6439E-14       0.000    
      4       -19         0         1     11574       -18      0.2442E-14      0.4000E-02
      0       -19         3         3     11735       -16      0.1110E-14      0.4001E-02
      1       -19         2         3     11896       -16      0.4441E-15      0.4000E-02
      2       -19         1         3     12057       -16     -0.3331E-15       0.000    
      3       -19         0         3     12218       -16      0.4663E-14      0.4000E-02
      0       -19         2         5     12394       -14      0.1998E-14       0.000    
      1       -19         1         5     12570       -14      0.4441E-15      0.4000E-02
      2       -19         0         5     12746       -14      0.2220E-14       0.000    
      0       -19         1         7     12935       -12      0.8882E-15      0.4001E-02
      1       -19         0         7     13124       -12      0.2220E-14       0.000    
      0       -19         0         9     13324       -10      0.2887E-14       0.000    
      0       -18         0       -10     13353       -28      0.2214E-12       0.000    
      0       -18         1        -8     13409       -26     -0.5773E-13       0.000    
      1       -18         0        -8     13465       -26     -0.2741E-12      0.4000E-02
      0       -18         2        -6     13546       -24     -0.5751E-13       0.000    
      1       -18         1        -6     13627       -24      0.4885E-14      0.4000E-02
      2       -18         0        -6     13708       -24     -0.5584E-13      0.4000E-02
      0       -18         3        -4     13812       -22      0.1377E-13      0.4001E-02
      1       -18         2        -4     13916       -22     -0.5551E-15      0.4000E-02
      2       -18         1        -4     14020       -22      0.2509E-13      0.4000E-02
      3       -18         0        -4     14124       -22       0.000          0.4000E-02
      0       -18         4        -2     14249       -20     -0.1110E-15      0.4001E-02
      1       -18         3        -2     14374       -20      0.2864E-13      0.8000E-02
      2       -18         2        -2     14499       -20      0.4885E-14      0.8001E-02
      3       -18         1        -2     14624       -20       0.000          0.4000E-02
      4       -18         0        -2     14749       -20      0.9326E-14      0.4000E-02
      0       -18         5         0     14893       -18     -0.8993E-14      0.4000E-02
      1       -18         4         0     15037       -18      0.6661E-14      0.8001E-02
      2       -18         3         0     15181       -18      0.2220E-15      0.8000E-02
      3       -18         2         0     15325       -18     -0.3442E-14      0.8001E-02
      4       -18         1         0     15469       -18      0.9770E-14       0.000    
      5       -18         0         0     15613       -18      0.5995E-14       0.000    
      0       -18         4         2     15774       -16      0.3331E-14      0.4000E-02
      1       -18         3         2     15935       -16     -0.9992E-15      0.8001E-02
      2       -18         2         2     16096       -16      0.2220E-15      0.8000E-02
      3       -18         1         2     16257       -16      0.6661E-15       0.000    
      4       -18         0         2     16418       -16      0.1132E-13      0.4000E-02
      0       -18         3         4     16594       -14      0.4441E-15      0.4001E-02
      1       -18         2         4     16770       -14      0.1332E-14      0.4000E-02
      2       -18         1         4     16946       -14      0.1998E-14      0.4000E-02
      3       -18         0         4     17122       -14     -0.2220E-14       0.000    
      0       -18         2         6     17311       -12     -0.2220E-15      0.4000E-02
      1       -18         1         6     17500       -12      0.2442E-14       0.000    
      2       -18         0         6     17689       -12      0.2442E-14      0.4001E-02
      0       -18         1         8     17889       -10      0.1776E-14       0.000    
      1       -18         0         8     18089       -10      0.8882E-15       0.000    
      0       -18         0        10     18298        -8      0.5995E-14      0.4000E-02
      0       -17         0       -11     18327       -28      0.1103E-11       0.000    
      0       -17         1        -9     18383       -26      0.4414E-12       0.000    
      1       -17         0        -9     18439       -26     -0.5773E-13       0.000    
      0       -17         2        -7     18520       -24     -0.8260E-13      0.4000E-02
      1       -17         1        -7     18601       -24     -0.5929E-13      0.4000E-02
      2       -17         0        -7     18682       -24     -0.5684E-13       0.000    
      0       -17         3        -5     18786       -22     -0.6550E-14      0.4001E-02
      1       -17         2        -5     18890       -22     -0.8882E-13      0.8000E-02
      2       -17         1        -5     18994       -22     -0.1255E-13      0.4000E-02
      3       -17         0        -5     19098       -22     -0.7772E-15      0.4001E-02
      0       -17         4        -3     19223       -20     -0.1499E-13      0.4000E-02
      1       -17         3        -3     19348       -20     -0.2387E-13      0.1200E-01
      2       -17         2        -3     19473       -20      0.1865E-13      0.8000E-02
      3       -17         1        -3     19598       -20      0.8438E-14      0.4000E-02
      4       -17         0        -3     19723       -20     -0.1443E-14      0.4001E-02
      0       -17         5        -1     19867       -18     -0.1443E-14      0.8000E-02
      1       -17         4        -1     20011       -18     -0.2998E-14      0.8001E-02
      2       -17         3        -1     20155       -18      0.5329E-14      0.1200E-01
      3       -17         2        -1     20299       -18       0.000          0.8001E-02
      4       -17         1        -1     20443       -18     -0.6661E-15      0.4000E-02
      5       -17         0        -1     20587       -18      0.6661E-14       0.000    
      0       -17         5         1     20748       -16     -0.3442E-14      0.8001E-02
      1       -17         4         1     20909       -16      0.6883E-14      0.8000E-02
      2       -17         3         1     21070       -16     -0.1665E-14      0.1200E-01
      3       -17         2         1     21231       -16     -0.3331E-15      0.4000E-02
      4       -17         1         1     21392       -16      0.8882E-15      0.4000E-02
      5       -17         0         1     21553       -16      0.6439E-14       0.000    
      0       -17         4         3     21729       -14      0.7994E-14      0.4001E-02
      1       -17         3         3     21905       -14      0.6661E-15      0.8000E-02
      2       -17         2         3     22081       -14      0.4219E-14      0.8001E-02
      3       -17         1         3     22257       -14      0.3553E-14      0.4000E-02
      4       -17         0         3     22433       -14     -0.1776E-14       0.000    
      0       -17         3         5     22622       -12      0.1998E-14      0.4000E-02
      1       -17         2         5     22811       -12      0.6661E-15      0.8001E-02
      2       -17         1         5     23000       -12      0.3331E-14      0.4000E-02
      3       -17         0         5     23189       -12      0.2442E-14       0.000    
      0       -17         2         7     23389       -10      0.5107E-14      0.4000E-02
      1       -17         1         7     23589       -10     -0.3331E-15       0.000    
      2       -17         0         7     23789       -10      0.3775E-14      0.4000E-02
      0       -17         1         9     23998        -8      0.8882E-14       0.000    
      1       -17         0         9     24207        -8      0.8882E-15       0.000    
      0       -17         0        11     24423        -6      0.3553E-14      0.4001E-02
      0       -16         0       -12     24452       -28      0.1172E-11       0.000    
      0       -16         1       -10     24508       -26      0.4490E-12       0.000    
      1       -16         0       -10     24564       -26      0.4421E-12       0.000    
      0       -16         2        -8     24645       -24      0.2329E-12      0.4000E-02
      1       -16         1        -8     24726       -24     -0.4929E-13      0.4000E-02
      2       -16         0        -8     24807       -24     -0.5940E-13       0.000    
      0       -16         3        -6     24911       -22      0.7305E-13      0.4000E-02
      1       -16         2        -6     25015       -22     -0.6739E-13      0.8001E-02
      2       -16         1        -6     25119       -22      0.4441E-15      0.4000E-02
      3       -16         0        -6     25223       -22     -0.3031E-13      0.4000E-02
      0       -16         4        -4     25348       -20      0.3797E-13      0.4001E-02
      1       -16         3        -4     25473       -20     -0.8771E-14      0.1200E-01
      2       -16         2        -4     25598       -20      0.3331E-14      0.8001E-02
      3       -16         1        -4     25723       -20      0.1776E-13      0.8000E-02
      4       -16         0        -4     25848       -20      0.1643E-13      0.4001E-02
      0       -16         5        -2     25992       -18      0.1932E-13      0.8000E-02
      1       -16         4        -2     26136       -18     -0.5884E-14      0.1200E-01
      2       -16         3        -2     26280       -18      0.2087E-13      0.1200E-01
      3       -16         2        -2     26424       -18      0.1110E-14      0.1200E-01
      4       -16         1        -2     26568       -18      0.4219E-14      0.8001E-02
      5       -16         0        -2     26712       -18      0.6661E-15       0.000    
      0       -16         6         0     26873       -16     -0.4552E-14      0.8000E-02
      1       -16         5         0     27034       -16      0.3553E-14      0.1200E-01
      2       -16         4         0     27195       -16      0.9770E-14      0.1600E-01
      3       -16         3         0     27356       -16      0.2887E-14      0.8001E-02
      4       -16         2         0     27517       -16      0.1554E-14      0.8000E-02
      5       -16         1         0     27678       -16      0.1776E-14       0.000    
      6       -16         0         0     27839       -16      0.7105E-14       0.000    
      0       -16         5         2     28015       -14      0.9104E-14      0.8001E-02
      1       -16         4         2     28191       -14      0.6439E-14      0.1200E-01
      2       -16         3         2     28367       -14      0.5551E-14      0.8001E-02
      3       -16         2         2     28543       -14     -0.3442E-14      0.8000E-02
      4       -16         1         2     28719       -14      0.4441E-14      0.4001E-02
      5       -16         0         2     28895       -14      0.3775E-14      0.4000E-02
      0       -16         4         4     29084       -12      0.4441E-15      0.4000E-02
      1       -16         3         4     29273       -12      0.3997E-14      0.8001E-02
      2       -16         2         4     29462       -12      0.1332E-14      0.8000E-02
      3       -16         1         4     29651       -12      0.2665E-14      0.4000E-02
      4       -16         0         4     29840       -12      0.9104E-14       0.000    
      0       -16         3         6     30040       -10     -0.4441E-15      0.4001E-02
      1       -16         2         6     30240       -10      0.2442E-14      0.8000E-02
      2       -16         1         6     30440       -10      0.1554E-14      0.4000E-02
      3       -16         0         6     30640       -10      0.1110E-14       0.000    
      0       -16         2         8     30849        -8      0.6439E-14      0.4001E-02
      1       -16         1         8     31058        -8      0.4441E-14       0.000    
      2       -16         0         8     31267        -8      0.4441E-15      0.4000E-02
      0       -16         1        10     31483        -6      0.8882E-15       0.000    
      1       -16         0        10     31699        -6      0.8216E-14      0.4000E-02
      0       -16         0        12     31920        -4      0.1776E-14       0.000    
      0       -15         0       -13     31949       -28     -0.1982E-11       0.000    
      0       -15         1       -11     32005       -26     -0.2149E-12       0.000    
      1       -15         0       -11     32061       -26      0.4494E-12       0.000    
      0       -15         2        -9     32142       -24      0.3619E-13      0.4000E-02
      1       -15         1        -9     32223       -24      0.2174E-12      0.4001E-02
      2       -15         0        -9     32304       -24     -0.7794E-13       0.000    
      0       -15         3        -7     32408       -22      0.1281E-12      0.4000E-02
      1       -15         2        -7     32512       -22      0.5329E-14      0.8000E-02
      2       -15         1        -7     32616       -22     -0.1285E-12      0.4001E-02
      3       -15         0        -7     32720       -22      0.1754E-13      0.4000E-02
      0       -15         4        -5     32845       -20      0.2398E-13      0.8000E-02
      1       -15         3        -5     32970       -20     -0.6994E-13      0.8001E-02
      2       -15         2        -5     33095       -20     -0.1432E-13      0.1200E-01
      3       -15         1        -5     33220       -20     -0.1477E-13      0.8000E-02
      4       -15         0        -5     33345       -20     -0.3775E-14      0.4000E-02
      0       -15         5        -3     33489       -18     -0.1099E-13      0.8001E-02
      1       -15         4        -3     33633       -18     -0.1144E-13      0.1200E-01
      2       -15         3        -3     33777       -18     -0.3308E-13      0.1600E-01
      3       -15         2        -3     33921       -18      0.1621E-13      0.1200E-01
      4       -15         1        -3     34065       -18      0.1044E-13      0.8001E-02
      5       -15         0        -3     34209       -18      0.3109E-14      0.4000E-02
      0       -15         6        -1     34370       -16      0.2531E-13      0.8001E-02
      1       -15         5        -1     34531       -16     -0.1521E-13      0.1200E-01
      2       -15         4        -1     34692       -16      0.1288E-13      0.2000E-01
      3       -15         3        -1     34853       -16      0.7550E-14      0.1200E-01
      4       -15         2        -1     35014       -16     -0.1998E-14      0.1200E-01
      5       -15         1        -1     35175       -16      0.1776E-14      0.4000E-02
      6       -15         0        -1     35336       -16      0.2442E-14       0.000    
      0       -15         6         1     35512       -14      0.7327E-14      0.8001E-02
      1       -15         5         1     35688       -14     -0.1110E-15      0.1600E-01
      2       -15         4         1     35864       -14      0.1665E-13      0.1600E-01
      3       -15         3         1     36040       -14     -0.1332E-14      0.1200E-01
      4       -15         2         1     36216       -14     -0.2331E-14      0.8000E-02
      5       -15         1         1     36392       -14      0.3775E-14       0.000    
      6       -15         0         1     36568       -14      0.2442E-14      0.4000E-02
      0       -15         5         3     36757       -12      0.3997E-14      0.4001E-02
      1       -15         4         3     36946       -12      0.3331E-14      0.1200E-01
      2       -15         3         3     37135       -12       0.000          0.1200E-01
      3       -15         2         3     37324       -12     -0.8882E-15      0.8001E-02
      4       -15         1         3     37513       -12      0.4441E-15      0.8000E-02
      5       -15         0         3     37702       -12      0.3331E-14       0.000    
      0       -15         4         5     37902       -10      0.3997E-14      0.4000E-02
      1       -15         3         5     38102       -10      0.5107E-14      0.8001E-02
      2       -15         2         5     38302       -10      0.5773E-14      0.8000E-02
      3       -15         1         5     38502       -10     -0.6661E-15      0.8001E-02
      4       -15         0         5     38702       -10     -0.5551E-15       0.000    
      0       -15         3         7     38911        -8      0.3997E-14      0.4000E-02
      1       -15         2         7     39120        -8      0.1776E-14      0.4000E-02
      2       -15         1         7     39329        -8      0.3109E-14      0.8001E-02
      3       -15         0         7     39538        -8      0.8882E-15       0.000    
      0       -15         2         9     39754        -6      0.8882E-15      0.4000E-02
      1       -15         1         9     39970        -6      0.5551E-14       0.000    
      2       -15         0         9     40186        -6      0.3775E-14      0.4000E-02
      0       -15         1        11     40407        -4      0.7994E-14       0.000    
      1       -15         0        11     40628        -4       0.000          0.4001E-02
      0       -15         0        13     40852        -2      0.6661E-15       0.000    
      0       -14         0       -14     40881       -28     -0.1913E-11       0.000    
      0       -14         1       -12     40937       -26      0.5329E-14       0.000    
      1       -14         0       -12     40993       -26     -0.2142E-12       0.000    
      0       -14         2       -10     41074       -24     -0.1984E-12      0.4000E-02
      1       -14         1       -10     41155       -24      0.2474E-12      0.4000E-02
      2       -14         0       -10     41236       -24      0.2394E-12       0.000    
      0       -14         3        -8     41340       -22     -0.4230E-13      0.4000E-02
      1       -14         2        -8     41444       -22      0.2116E-12      0.8001E-02
      2       -14         1        -8     41548       -22      0.1223E-12      0.4000E-02
      3       -14         0        -8     41652       -22     -0.5440E-14      0.4000E-02
      0       -14         4        -6     41777       -20      0.7327E-14      0.4001E-02
      1       -14         3        -6     41902       -20      0.5485E-13      0.1200E-01
      2       -14         2        -6     42027       -20     -0.4541E-13      0.1200E-01
      3       -14         1        -6     42152       -20      0.1443E-13      0.8001E-02
      4       -14         0        -6     42277       -20      0.8882E-15      0.4000E-02
      0       -14         5        -4     42421       -18      0.5329E-14      0.8000E-02
      1       -14         4        -4     42565       -18     -0.3242E-13      0.1200E-01
      2       -14         3        -4     42709       -18     -0.2054E-13      0.1600E-01
      3       -14         2        -4     42853       -18     -0.3020E-13      0.1600E-01
      4       -14         1        -4     42997       -18     -0.7772E-15      0.8001E-02
      5       -14         0        -4     43141       -18      0.1155E-13      0.4000E-02
      0       -14         6        -2     43302       -16      0.1599E-13      0.8000E-02
      1       -14         5        -2     43463       -16     -0.8105E-14      0.1600E-01
      2       -14         4        -2     43624       -16     -0.1421E-13      0.2400E-01
      3       -14         3        -2     43785       -16      0.1599E-13      0.1600E-01
      4       -14         2        -2     43946       -16      0.4663E-14      0.1600E-01
      5       -14         1        -2     44107       -16      0.1110E-14      0.4000E-02
      6       -14         0        -2     44268       -16      0.1776E-14      0.4000E-02
      0       -14         7         0     44444       -14      0.6661E-15      0.8001E-02
      1       -14         6         0     44620       -14     -0.5662E-14      0.1600E-01
      2       -14         5         0     44796       -14     -0.2554E-13      0.2000E-01
      3       -14         4         0     44972       -14      0.2442E-14      0.2000E-01
      4       -14         3         0     45148       -14     -0.2220E-15      0.1200E-01
      5       -14         2         0     45324       -14     -0.1776E-14      0.4000E-02
      6       -14         1         0     45500       -14      0.1998E-14      0.4001E-02
      7       -14         0         0     45676       -14      0.5773E-14       0.000    
      0       -14         6         2     45865       -12      0.6883E-14      0.8000E-02
      1       -14         5         2     46054       -12     -0.9215E-14      0.1600E-01
      2       -14         4         2     46243       -12     -0.1776E-14      0.1600E-01
      3       -14         3         2     46432       -12     -0.1554E-14      0.1600E-01
      4       -14         2         2     46621       -12      0.3553E-14      0.8001E-02
      5       -14         1         2     46810       -12      0.3553E-14      0.4000E-02
      6       -14         0         2     46999       -12      0.3997E-14      0.4000E-02
      0       -14         5         4     47199       -10     -0.3553E-14      0.4000E-02
      1       -14         4         4     47399       -10      0.3553E-14      0.1200E-01
      2       -14         3         4     47599       -10      0.1332E-14      0.1200E-01
      3       -14         2         4     47799       -10      0.5107E-14      0.1200E-01
      4       -14         1         4     47999       -10      0.7105E-14      0.4000E-02
      5       -14         0         4     48199       -10      0.6883E-14      0.4000E-02
      0       -14         4         6     48408        -8     -0.2220E-14      0.4000E-02
      1       -14         3         6     48617        -8      0.4885E-14      0.8001E-02
      2       -14         2         6     48826        -8      0.8882E-15      0.8000E-02
      3       -14         1         6     49035        -8      0.4219E-14      0.8001E-02
      4       -14         0         6     49244        -8      0.3553E-14       0.000    
      0       -14         3         8     49460        -6      0.3775E-14      0.4000E-02
      1       -14         2         8     49676        -6      0.5995E-14      0.4000E-02
      2       -14         1         8     49892        -6      0.1554E-14      0.8001E-02
      3       -14         0         8     50108        -6      0.6661E-15       0.000    
      0       -14         2        10     50329        -4      0.1776E-14      0.4000E-02
      1       -14         1        10     50550        -4      0.6217E-14      0.4000E-02
      2       -14         0        10     50771        -4      0.5995E-14       0.000    
      0       -14         1        12     50995        -2       0.000           0.000    
      1       -14         0        12     51219        -2      0.7994E-14      0.4001E-02
      0       -14         0        14     51444         0      0.2220E-14       0.000    
      0       -13         0       -15     51473       -28      0.4168E-12       0.000    
      0       -13         1       -13     51529       -26      0.2289E-12       0.000    
      1       -13         0       -13     51585       -26      0.5773E-14      0.4000E-02
      0       -13         2       -11     51666       -24     -0.9881E-13       0.000    
      1       -13         1       -11     51747       -24     -0.2512E-12      0.4000E-02
      2       -13         0       -11     51828       -24      0.3686E-13       0.000    
      0       -13         3        -9     51932       -22     -0.1193E-12      0.4000E-02
      1       -13         2        -9     52036       -22      0.5973E-13      0.8001E-02
      2       -13         1        -9     52140       -22      0.5485E-13      0.4000E-02
      3       -13         0        -9     52244       -22      0.8038E-13      0.4000E-02
      0       -13         4        -7     52369       -20     -0.8205E-13      0.4001E-02
      1       -13         3        -7     52494       -20      0.1494E-12      0.1200E-01
      2       -13         2        -7     52619       -20      0.5262E-13      0.1200E-01
      3       -13         1        -7     52744       -20     -0.4097E-13      0.8001E-02
      4       -13         0        -7     52869       -20     -0.1044E-13      0.4000E-02
      0       -13         5        -5     53013       -18      0.2620E-13      0.8000E-02
      1       -13         4        -5     53157       -18      0.6417E-13      0.1200E-01
      2       -13         3        -5     53301       -18      0.1132E-13      0.1600E-01
      3       -13         2        -5     53445       -18      0.1243E-13      0.1600E-01
      4       -13         1        -5     53589       -18      0.1088E-13      0.1200E-01
      5       -13         0        -5     53733       -18     -0.8216E-14      0.4000E-02
      0       -13         6        -3     53894       -16     -0.2642E-13      0.8001E-02
      1       -13         5        -3     54055       -16      0.3686E-13      0.2000E-01
      2       -13         4        -3     54216       -16     -0.4186E-13      0.2000E-01
      3       -13         3        -3     54377       -16     -0.9659E-14      0.2400E-01
      4       -13         2        -3     54538       -16     -0.2220E-15      0.1600E-01
      5       -13         1        -3     54699       -16      0.4441E-14      0.8000E-02
      6       -13         0        -3     54860       -16      0.3775E-14      0.4000E-02
      0       -13         7        -1     55036       -14      0.1688E-13      0.8001E-02
      1       -13         6        -1     55212       -14     -0.1121E-13      0.2000E-01
      2       -13         5        -1     55388       -14      0.1088E-13      0.2400E-01
      3       -13         4        -1     55564       -14     -0.5551E-14      0.2400E-01
      4       -13         3        -1     55740       -14      0.2465E-13      0.1600E-01
      5       -13         2        -1     55916       -14      0.3331E-14      0.1200E-01
      6       -13         1        -1     56092       -14      0.3775E-14      0.4000E-02
      7       -13         0        -1     56268       -14      0.5107E-14       0.000    
      0       -13         7         1     56457       -12     -0.3109E-14      0.1200E-01
      1       -13         6         1     56646       -12      0.1732E-13      0.1600E-01
      2       -13         5         1     56835       -12     -0.6994E-14      0.2400E-01
      3       -13         4         1     57024       -12      0.7772E-14      0.2000E-01
      4       -13         3         1     57213       -12      0.1088E-13      0.1600E-01
      5       -13         2         1     57402       -12      0.6661E-15      0.8000E-02
      6       -13         1         1     57591       -12      0.5107E-14      0.4000E-02
      7       -13         0         1     57780       -12      0.4219E-14       0.000    
      0       -13         6         3     57980       -10      0.1554E-14      0.8001E-02
      1       -13         5         3     58180       -10     -0.9992E-15      0.1600E-01
      2       -13         4         3     58380       -10     -0.4330E-14      0.1600E-01
      3       -13         3         3     58580       -10      0.2442E-14      0.2000E-01
      4       -13         2         3     58780       -10      0.3775E-14      0.8001E-02
      5       -13         1         3     58980       -10      0.2220E-15      0.8000E-02
      6       -13         0         3     59180       -10      0.2442E-14       0.000    
      0       -13         5         5     59389        -8      0.5551E-14      0.8001E-02
      1       -13         4         5     59598        -8      0.4219E-14      0.1200E-01
      2       -13         3         5     59807        -8     -0.2220E-14      0.1200E-01
      3       -13         2         5     60016        -8      0.1266E-13      0.1200E-01
      4       -13         1         5     60225        -8      0.6439E-14      0.4000E-02
      5       -13         0         5     60434        -8      0.8882E-15      0.4000E-02
      0       -13         4         7     60650        -6     -0.3331E-14      0.4001E-02
      1       -13         3         7     60866        -6      0.3109E-14      0.8000E-02
      2       -13         2         7     61082        -6      0.1554E-14      0.8001E-02
      3       -13         1         7     61298        -6      0.5107E-14      0.8000E-02
      4       -13         0         7     61514        -6      0.7550E-14       0.000    
      0       -13         3         9     61735        -4      0.8882E-15      0.4000E-02
      1       -13         2         9     61956        -4      0.1110E-14      0.8001E-02
      2       -13         1         9     62177        -4     -0.1221E-14      0.4000E-02
      3       -13         0         9     62398        -4      0.6661E-14       0.000    
      0       -13         2        11     62622        -2      0.3553E-14      0.4000E-02
