#    n1        m1        n2        m2     count        mJ       sum-1               T
      2       -10         1         0      1782       -10      0.1776E-14       0.000    
      3       -10         0         0      1838       -10      0.4441E-14       0.000    
      0       -10         2         2      1903        -8      0.3553E-14       0.000    
      1       -10         1         2      1968        -8      0.1332E-14       0.000    
      2       -10         0         2      2033        -8      0.1110E-14       0.000    
      0       -10         1         4      2105        -6      0.1998E-14       0.000    
      1       -10         0         4      2177        -6      0.2665E-14       0.000    
      0       -10         0         6      2254        -4      0.6439E-14       0.000    
      0        -9         0        -7      2271       -16      0.2198E-13       0.000    
      0        -9         1        -5      2303       -14      0.3331E-14       0.000    
      1        -9         0        -5      2335       -14     -0.4441E-15       0.000    
      0        -9         2        -3      2380       -12      0.1776E-14       0.000    
      1        -9         1        -3      2425       -12      0.1110E-14      0.4000E-02
      2        -9         0        -3      2470       -12      0.1332E-14       0.000    
      0        -9         3        -1      2526       -10      0.6661E-15       0.000    
      1        -9         2        -1      2582       -10      0.3775E-14       0.000    
      2        -9         1        -1      2638       -10     -0.1110E-14       0.000    
      3        -9         0        -1      2694       -10      0.3553E-14       0.000    
      0        -9         3         1      2759        -8     -0.1110E-15       0.000    
      1        -9         2         1      2824        -8      0.4441E-14       0.000    
      2        -9         1         1      2889        -8     -0.8882E-15      0.4000E-02
      3        -9         0         1      2954        -8      0.5107E-14       0.000    
      0        -9         2         3      3026        -6      0.1110E-14       0.000    
      1        -9         1         3      3098        -6      0.3109E-14       0.000    
      2        -9         0         3      3170        -6      0.1110E-14       0.000    
      0        -9         1         5      3247        -4      0.4441E-15       0.000    
      1        -9         0         5      3324        -4      0.3109E-14       0.000    
      0        -9         0         7      3404        -2      0.3109E-14       0.000    
      0        -8         0        -8      3421       -16     -0.2887E-14       0.000    
      0        -8         1        -6      3453       -14     -0.1887E-14       0.000    
      1        -8         0        -6      3485       -14      0.3553E-14       0.000    
      0        -8         2        -4      3530       -12     -0.1554E-14       0.000    
      1        -8         1        -4      3575       -12      0.1554E-14       0.000    
      2        -8         0        -4      3620       -12      0.3997E-14      0.4000E-02
      0        -8         3        -2      3676       -10     -0.6661E-15       0.000    
      1        -8         2        -2      3732       -10     -0.2109E-14       0.000    
      2        -8         1        -2      3788       -10      0.4663E-14       0.000    
      3        -8         0        -2      3844       -10     -0.2220E-15       0.000    
      0        -8         4         0      3909        -8     -0.9992E-15       0.000    
      1        -8         3         0      3974        -8     -0.1110E-15      0.4001E-02
      2        -8         2         0      4039        -8      0.1998E-14       0.000    
      3        -8         1         0      4104        -8      0.2442E-14       0.000    
      4        -8         0         0      4169        -8      0.5329E-14       0.000    
      0        -8         3         2      4241        -6     -0.3331E-15       0.000    
      1        -8         2         2      4313        -6     -0.6661E-15       0.000    
      2        -8         1         2      4385        -6      0.4441E-14       0.000    
      3        -8         0         2      4457        -6      0.1110E-14       0.000    
      0        -8         2         4      4534        -4     -0.9992E-15      0.4000E-02
      1        -8         1         4      4611        -4      0.8882E-15       0.000    
      2        -8         0         4      4688        -4      0.5995E-14       0.000    
      0        -8         1         6      4768        -2       0.000           0.000    
      1        -8         0         6      4848        -2      0.8882E-15       0.000    
      0        -8         0         8      4929         0      0.2665E-14       0.000    
      0        -7         0        -9      4946       -16      0.3997E-14       0.000    
      0        -7         1        -7      4978       -14     -0.6661E-15       0.000    
      1        -7         0        -7      5010       -14     -0.9992E-15       0.000    
      0        -7         2        -5      5055       -12     -0.3331E-14       0.000    
      1        -7         1        -5      5100       -12      0.1332E-14       0.000    
      2        -7         0        -5      5145       -12      0.2887E-14       0.000    
      0        -7         3        -3      5201       -10     -0.3664E-14       0.000    
      1        -7         2        -3      5257       -10      0.1776E-14      0.4000E-02
      2        -7         1        -3      5313       -10      0.2220E-15       0.000    
      3        -7         0        -3      5369       -10      0.3553E-14       0.000    
      0        -7         4        -1      5434        -8     -0.1887E-14       0.000    
      1        -7         3        -1      5499        -8      0.4441E-15       0.000    
      2        -7         2        -1      5564        -8      0.1998E-14      0.4000E-02
      3        -7         1        -1      5629        -8      0.2220E-14       0.000    
      4        -7         0        -1      5694        -8      0.2220E-14       0.000    
      0        -7         4         1      5766        -6     -0.2442E-14       0.000    
      1        -7         3         1      5838        -6     -0.7772E-15       0.000    
      2        -7         2         1      5910        -6      0.1998E-14       0.000    
      3        -7         1         1      5982        -6      0.2220E-14      0.4001E-02
      4        -7         0         1      6054        -6      0.3775E-14       0.000    
      0        -7         3         3      6131        -4     -0.2998E-14       0.000    
      1        -7         2         3      6208        -4     -0.3331E-15       0.000    
      2        -7         1         3      6285        -4       0.000           0.000    
      3        -7         0         3      6362        -4      0.3775E-14       0.000    
      0        -7         2         5      6442        -2      0.1776E-14       0.000    
      1        -7         1         5      6522        -2      0.1110E-14       0.000    
      2        -7         0         5      6602        -2      0.3997E-14      0.4000E-02
      0        -7         1         7      6683         0     -0.5551E-15       0.000    
      1        -7         0         7      6764         0      0.2220E-15       0.000    
      0        -7         0         9      6844         2      0.1998E-14       0.000    
      0        -6         0       -10      6861       -16     -0.5551E-14       0.000    
      0        -6         1        -8      6893       -14      0.8882E-15       0.000    
      1        -6         0        -8      6925       -14       0.000           0.000    
      0        -6         2        -6      6970       -12     -0.4663E-14       0.000    
      1        -6         1        -6      7015       -12     -0.5995E-14       0.000    
      2        -6         0        -6      7060       -12     -0.6661E-15       0.000    
      0        -6         3        -4      7116       -10     -0.3997E-14       0.000    
      1        -6         2        -4      7172       -10     -0.3220E-14       0.000    
      2        -6         1        -4      7228       -10      0.1998E-14      0.4000E-02
      3        -6         0        -4      7284       -10      0.1776E-14       0.000    
      0        -6         4        -2      7349        -8     -0.2554E-14       0.000    
      1        -6         3        -2      7414        -8     -0.1221E-14       0.000    
      2        -6         2        -2      7479        -8      0.1776E-14       0.000    
      3        -6         1        -2      7544        -8      0.1554E-14      0.4000E-02
      4        -6         0        -2      7609        -8      0.1554E-14       0.000    
      0        -6         5         0      7681        -6     -0.1776E-14       0.000    
      1        -6         4         0      7753        -6     -0.1998E-14       0.000    
      2        -6         3         0      7825        -6     -0.7772E-15       0.000    
      3        -6         2         0      7897        -6      0.2887E-14      0.4001E-02
      4        -6         1         0      7969        -6      0.3997E-14       0.000    
      5        -6         0         0      8041        -6      0.3775E-14       0.000    
      0        -6         4         2      8118        -4     -0.1998E-14       0.000    
      1        -6         3         2      8195        -4     -0.6661E-15       0.000    
      2        -6         2         2      8272        -4      0.2220E-15      0.4000E-02
      3        -6         1         2      8349        -4      0.1332E-14       0.000    
      4        -6         0         2      8426        -4      0.3331E-14       0.000    
      0        -6         3         4      8506        -2     -0.2554E-14       0.000    
      1        -6         2         4      8586        -2      0.2220E-15       0.000    
      2        -6         1         4      8666        -2      0.2220E-15       0.000    
      3        -6         0         4      8746        -2      0.1776E-14       0.000    
      0        -6         2         6      8827         0     -0.7772E-15       0.000    
      1        -6         1         6      8908         0      0.4441E-15      0.4000E-02
      2        -6         0         6      8989         0      0.6661E-15       0.000    
      0        -6         1         8      9069         2     -0.4441E-15       0.000    
      1        -6         0         8      9149         2     -0.3331E-15       0.000    
      0        -6         0        10      9226         4      0.4441E-14       0.000    
      0        -5         0       -11      9243       -16     -0.5107E-14       0.000    
      0        -5         1        -9      9275       -14     -0.4552E-14       0.000    
      1        -5         0        -9      9307       -14      0.1332E-14       0.000    
      0        -5         2        -7      9352       -12     -0.2998E-14       0.000    
      1        -5         1        -7      9397       -12     -0.3775E-14       0.000    
      2        -5         0        -7      9442       -12     -0.2331E-14       0.000    
      0        -5         3        -5      9498       -10     -0.2998E-14       0.000    
      1        -5         2        -5      9554       -10     -0.2220E-14       0.000    
      2        -5         1        -5      9610       -10     -0.1332E-14      0.4000E-02
      3        -5         0        -5      9666       -10      0.6661E-15       0.000    
      0        -5         4        -3      9731        -8     -0.3331E-14       0.000    
      1        -5         3        -3      9796        -8     -0.5218E-14       0.000    
      2        -5         2        -3      9861        -8      0.2220E-15       0.000    
      3        -5         1        -3      9926        -8      0.2220E-14      0.4001E-02
      4        -5         0        -3      9991        -8      0.2220E-14       0.000    
      0        -5         5        -1     10063        -6     -0.1887E-14       0.000    
      1        -5         4        -1     10135        -6     -0.1665E-14       0.000    
      2        -5         3        -1     10207        -6     -0.1110E-15       0.000    
      3        -5         2        -1     10279        -6     -0.1110E-15      0.4000E-02
      4        -5         1        -1     10351        -6      0.1110E-14       0.000    
      5        -5         0        -1     10423        -6      0.3997E-14       0.000    
      0        -5         5         1     10500        -4     -0.3331E-14       0.000    
      1        -5         4         1     10577        -4     -0.1998E-14       0.000    
      2        -5         3         1     10654        -4     -0.1110E-14      0.4000E-02
      3        -5         2         1     10731        -4      0.1554E-14       0.000    
      4        -5         1         1     10808        -4      0.1332E-14       0.000    
      5        -5         0         1     10885        -4      0.4885E-14       0.000    
      0        -5         4         3     10965        -2     -0.3109E-14       0.000    
      1        -5         3         3     11045        -2     -0.1665E-14       0.000    
      2        -5         2         3     11125        -2     -0.8882E-15      0.4000E-02
      3        -5         1         3     11205        -2       0.000           0.000    
      4        -5         0         3     11285        -2      0.3109E-14       0.000    
      0        -5         3         5     11366         0     -0.3331E-15       0.000    
      1        -5         2         5     11447         0     -0.1110E-15       0.000    
      2        -5         1         5     11528         0      0.6661E-15       0.000    
      3        -5         0         5     11609         0      0.1998E-14       0.000    
      0        -5         2         7     11689         2      0.1554E-14       0.000    
      1        -5         1         7     11769         2      0.2220E-15      0.4001E-02
      2        -5         0         7     11849         2      0.3109E-14       0.000    
      0        -5         1         9     11926         4      0.6661E-15       0.000    
      1        -5         0         9     12003         4     -0.6661E-15       0.000    
      0        -5         0        11     12075         6     -0.7772E-15       0.000    
      0        -4         0       -12     12092       -16      0.3775E-14       0.000    
      0        -4         1       -10     12124       -14     -0.1221E-14       0.000    
      1        -4         0       -10     12156       -14     -0.3997E-14       0.000    
      0        -4         2        -8     12201       -12      0.1776E-14       0.000    
      1        -4         1        -8     12246       -12     -0.2887E-14       0.000    
      2        -4         0        -8     12291       -12     -0.3997E-14       0.000    
      0        -4         3        -6     12347       -10     -0.1776E-14       0.000    
      1        -4         2        -6     12403       -10     -0.9992E-15       0.000    
      2        -4         1        -6     12459       -10     -0.2776E-14       0.000    
      3        -4         0        -6     12515       -10     -0.1665E-14      0.4000E-02
      0        -4         4        -4     12580        -8     -0.3331E-14       0.000    
      1        -4         3        -4     12645        -8     -0.2998E-14       0.000    
      2        -4         2        -4     12710        -8     -0.5440E-14       0.000    
      3        -4         1        -4     12775        -8     -0.6661E-15       0.000    
      4        -4         0        -4     12840        -8      0.4441E-15       0.000    
      0        -4         5        -2     12912        -6     -0.3553E-14      0.4000E-02
      1        -4         4        -2     12984        -6     -0.7772E-15       0.000    
      2        -4         3        -2     13056        -6      0.8882E-15       0.000    
      3        -4         2        -2     13128        -6     -0.1776E-14       0.000    
      4        -4         1        -2     13200        -6      0.6661E-15      0.4000E-02
      5        -4         0        -2     13272        -6      0.2220E-15       0.000    
      0        -4         6         0     13349        -4     -0.2887E-14       0.000    
      1        -4         5         0     13426        -4     -0.2442E-14       0.000    
      2        -4         4         0     13503        -4     -0.7772E-15       0.000    
      3        -4         3         0     13580        -4       0.000          0.4001E-02
      4        -4         2         0     13657        -4      0.2442E-14       0.000    
      5        -4         1         0     13734        -4      0.2887E-14       0.000    
      6        -4         0         0     13811        -4      0.9104E-14       0.000    
      0        -4         5         2     13891        -2     -0.3553E-14       0.000    
      1        -4         4         2     13971        -2     -0.6661E-15      0.4000E-02
      2        -4         3         2     14051        -2     -0.5551E-15       0.000    
      3        -4         2         2     14131        -2      0.2220E-15       0.000    
      4        -4         1         2     14211        -2      0.1776E-14       0.000    
      5        -4         0         2     14291        -2      0.1776E-14       0.000    
      0        -4         4         4     14372         0     -0.3997E-14      0.4000E-02
      1        -4         3         4     14453         0     -0.2887E-14       0.000    
      2        -4         2         4     14534         0      0.8882E-15       0.000    
      3        -4         1         4     14615         0     -0.9992E-15       0.000    
      4        -4         0         4     14696         0     -0.7772E-15       0.000    
      0        -4         3         6     14776         2     -0.1110E-14       0.000    
      1        -4         2         6     14856         2     -0.1221E-14       0.000    
      2        -4         1         6     14936         2      0.2220E-15      0.4000E-02
      3        -4         0         6     15016         2     -0.9992E-15       0.000    
      0        -4         2         8     15093         4      0.2220E-14       0.000    
      1        -4         1         8     15170         4     -0.4441E-15       0.000    
      2        -4         0         8     15247         4     -0.8882E-15       0.000    
      0        -4         1        10     15319         6     -0.3331E-15       0.000    
      1        -4         0        10     15391         6       0.000           0.000    
      0        -4         0        12     15456         8     -0.2220E-15       0.000    
      0        -3         0       -13     15473       -16     -0.5551E-15       0.000    
      0        -3         1       -11     15505       -14      0.6661E-15       0.000    
      1        -3         0       -11     15537       -14     -0.8882E-15       0.000    
      0        -3         2        -9     15582       -12     -0.3553E-14       0.000    
      1        -3         1        -9     15627       -12       0.000           0.000    
      2        -3         0        -9     15672       -12     -0.2331E-14       0.000    
      0        -3         3        -7     15728       -10     -0.9992E-15       0.000    
      1        -3         2        -7     15784       -10     -0.2776E-14       0.000    
      2        -3         1        -7     15840       -10       0.000          0.4001E-02
      3        -3         0        -7     15896       -10     -0.2665E-14       0.000    
      0        -3         4        -5     15961        -8     -0.2998E-14       0.000    
      1        -3         3        -5     16026        -8     -0.9992E-15       0.000    
      2        -3         2        -5     16091        -8     -0.2554E-14       0.000    
      3        -3         1        -5     16156        -8     -0.2998E-14       0.000    
      4        -3         0        -5     16221        -8       0.000           0.000    
      0        -3         5        -3     16293        -6     -0.2998E-14      0.4000E-02
      1        -3         4        -3     16365        -6     -0.1998E-14       0.000    
      2        -3         3        -3     16437        -6     -0.2554E-14       0.000    
      3        -3         2        -3     16509        -6     -0.1776E-14       0.000    
      4        -3         1        -3     16581        -6      0.1554E-14      0.4000E-02
      5        -3         0        -3     16653        -6      0.1776E-14       0.000    
      0        -3         6        -1     16730        -4     -0.1332E-14       0.000    
      1        -3         5        -1     16807        -4     -0.3331E-15       0.000    
      2        -3         4        -1     16884        -4     -0.3997E-14       0.000    
      3        -3         3        -1     16961        -4     -0.2220E-14      0.4000E-02
      4        -3         2        -1     17038        -4     -0.6661E-15       0.000    
      5        -3         1        -1     17115        -4      0.1110E-14       0.000    
      6        -3         0        -1     17192        -4      0.3109E-14       0.000    
      0        -3         6         1     17272        -2     -0.8882E-15       0.000    
      1        -3         5         1     17352        -2      0.2220E-15       0.000    
      2        -3         4         1     17432        -2     -0.5551E-15      0.4001E-02
      3        -3         3         1     17512        -2     -0.3331E-15       0.000    
      4        -3         2         1     17592        -2      0.1998E-14       0.000    
      5        -3         1         1     17672        -2      0.2220E-14      0.4000E-02
      6        -3         0         1     17752        -2      0.3109E-14       0.000    
      0        -3         5         3     17833         0     -0.1443E-14       0.000    
      1        -3         4         3     17914         0     -0.1332E-14       0.000    
      2        -3         3         3     17995         0     -0.2442E-14       0.000    
      3        -3         2         3     18076         0     -0.1110E-14      0.4000E-02
      4        -3         1         3     18157         0      0.1110E-14       0.000    
      5        -3         0         3     18238         0      0.3553E-14       0.000    
      0        -3         4         5     18318         2     -0.1887E-14       0.000    
      1        -3         3         5     18398         2     -0.1776E-14       0.000    
      2        -3         2         5     18478         2     -0.1554E-14       0.000    
      3        -3         1         5     18558         2     -0.4441E-15       0.000    
      4        -3         0         5     18638         2     -0.6661E-15      0.4000E-02
      0        -3         3         7     18715         4     -0.1221E-14       0.000    
      1        -3         2         7     18792         4     -0.2665E-14       0.000    
      2        -3         1         7     18869         4     -0.1665E-14       0.000    
      3        -3         0         7     18946         4     -0.1998E-14       0.000    
      0        -3         2         9     19018         6     -0.3664E-14       0.000    
      1        -3         1         9     19090         6      0.6661E-15       0.000    
      2        -3         0         9     19162         6      0.6661E-15       0.000    
      0        -3         1        11     19227         8     -0.4441E-15       0.000    
      1        -3         0        11     19292         8     -0.1554E-14       0.000    
      0        -3         0        13     19348        10     -0.1221E-14       0.000    
      0        -2         0       -14     19365       -16     -0.4219E-14       0.000    
      0        -2         1       -12     19397       -14     -0.4441E-14       0.000    
      1        -2         0       -12     19429       -14      0.1110E-14       0.000    
      0        -2         2       -10     19474       -12     -0.4441E-14       0.000    
      1        -2         1       -10     19519       -12     -0.1998E-14       0.000    
      2        -2         0       -10     19564       -12      0.2442E-14      0.4001E-02
      0        -2         3        -8     19620       -10     -0.4996E-14       0.000    
      1        -2         2        -8     19676       -10      0.1776E-14       0.000    
      2        -2         1        -8     19732       -10     -0.2331E-14       0.000    
      3        -2         0        -8     19788       -10     -0.1665E-14       0.000    
      0        -2         4        -6     19853        -8     -0.2887E-14       0.000    
      1        -2         3        -6     19918        -8     -0.1443E-14       0.000    
      2        -2         2        -6     19983        -8       0.000           0.000    
      3        -2         1        -6     20048        -8     -0.1443E-14       0.000    
      4        -2         0        -6     20113        -8     -0.5551E-15       0.000    
      0        -2         5        -4     20185        -6     -0.4552E-14      0.4000E-02
      1        -2         4        -4     20257        -6     -0.2554E-14       0.000    
      2        -2         3        -4     20329        -6     -0.3664E-14       0.000    
      3        -2         2        -4     20401        -6      0.2220E-15       0.000    
      4        -2         1        -4     20473        -6      0.1110E-14       0.000    
      5        -2         0        -4     20545        -6       0.000          0.4000E-02
      0        -2         6        -2     20622        -4     -0.3442E-14       0.000    
      1        -2         5        -2     20699        -4     -0.2887E-14       0.000    
      2        -2         4        -2     20776        -4     -0.3109E-14       0.000    
      3        -2         3        -2     20853        -4     -0.4552E-14       0.000    
      4        -2         2        -2     20930        -4     -0.1776E-14      0.4000E-02
      5        -2         1        -2     21007        -4      0.6661E-15       0.000    
      6        -2         0        -2     21084        -4      0.1332E-14       0.000    
      0        -2         7         0     21164        -2     -0.3109E-14       0.000    
      1        -2         6         0     21244        -2     -0.2220E-14       0.000    
      2        -2         5         0     21324        -2     -0.8882E-15      0.4001E-02
      3        -2         4         0     21404        -2     -0.1665E-14       0.000    
      4        -2         3         0     21484        -2      0.6661E-15       0.000    
      5        -2         2         0     21564        -2      0.4441E-15      0.4000E-02
      6        -2         1         0     21644        -2      0.3109E-14       0.000    
      7        -2         0         0     21724        -2      0.6439E-14       0.000    
      0        -2         6         2     21805         0     -0.2442E-14       0.000    
      1        -2         5         2     21886         0     -0.2109E-14       0.000    
      2        -2         4         2     21967         0     -0.1443E-14       0.000    
      3        -2         3         2     22048         0      0.1554E-14      0.4000E-02
      4        -2         2         2     22129         0     -0.2220E-15       0.000    
      5        -2         1         2     22210         0      0.1110E-14       0.000    
      6        -2         0         2     22291         0      0.2220E-14       0.000    
      0        -2         5         4     22371         2     -0.3109E-14       0.000    
      1        -2         4         4     22451         2     -0.1554E-14       0.000    
      2        -2         3         4     22531         2     -0.1332E-14      0.4000E-02
      3        -2         2         4     22611         2     -0.1110E-15       0.000    
      4        -2         1         4     22691         2      0.1110E-14       0.000    
      5        -2         0         4     22771         2     -0.2220E-15       0.000    
      0        -2         4         6     22848         4     -0.1554E-14       0.000    
      1        -2         3         6     22925         4     -0.1998E-14       0.000    
      2        -2         2         6     23002         4     -0.1221E-14      0.4001E-02
      3        -2         1         6     23079         4     -0.5551E-15       0.000    
      4        -2         0         6     23156         4     -0.5551E-15       0.000    
      0        -2         3         8     23228         6     -0.3997E-14       0.000    
      1        -2         2         8     23300         6      0.1110E-14       0.000    
      2        -2         1         8     23372         6     -0.2442E-14       0.000    
      3        -2         0         8     23444         6     -0.6661E-15       0.000    
      0        -2         2        10     23509         8     -0.3997E-14       0.000    
      1        -2         1        10     23574         8     -0.2220E-14       0.000    
      2        -2         0        10     23639         8      0.1776E-14       0.000    
      0        -2         1        12     23695        10     -0.3220E-14       0.000    
      1        -2         0        12     23751        10     -0.9992E-15       0.000    
      0        -2         0        14     23796        12     -0.2998E-14       0.000    
      0        -1         0       -15     23813       -16     -0.1776E-14       0.000    
      0        -1         1       -13     23845       -14     -0.2220E-14      0.4000E-02
      1        -1         0       -13     23877       -14     -0.3997E-14       0.000    
      0        -1         2       -11     23922       -12     -0.4330E-14       0.000    
      1        -1         1       -11     23967       -12     -0.3553E-14       0.000    
      2        -1         0       -11     24012       -12      0.8882E-15       0.000    
      0        -1         3        -9     24068       -10     -0.2220E-14       0.000    
      1        -1         2        -9     24124       -10     -0.6217E-14       0.000    
      2        -1         1        -9     24180       -10      0.1998E-14       0.000    
      3        -1         0        -9     24236       -10     -0.7772E-15       0.000    
      0        -1         4        -7     24301        -8     -0.3331E-14       0.000    
      1        -1         3        -7     24366        -8     -0.2998E-14       0.000    
      2        -1         2        -7     24431        -8      0.4441E-15       0.000    
      3        -1         1        -7     24496        -8     -0.1443E-14       0.000    
      4        -1         0        -7     24561        -8     -0.1665E-14       0.000    
      0        -1         5        -5     24633        -6     -0.1665E-14       0.000    
      1        -1         4        -5     24705        -6     -0.3997E-14      0.4000E-02
      2        -1         3        -5     24777        -6     -0.2109E-14       0.000    
      3        -1         2        -5     24849        -6     -0.1776E-14       0.000    
      4        -1         1        -5     24921        -6     -0.8882E-15       0.000    
      5        -1         0        -5     24993        -6       0.000           0.000    
      0        -1         6        -3     25070        -4     -0.2998E-14       0.000    
      1        -1         5        -3     25147        -4     -0.3331E-14       0.000    
      2        -1         4        -3     25224        -4     -0.2665E-14      0.4000E-02
      3        -1         3        -3     25301        -4     -0.3442E-14       0.000    
      4        -1         2        -3     25378        -4     -0.2887E-14       0.000    
      5        -1         1        -3     25455        -4      0.1998E-14       0.000    
      6        -1         0        -3     25532        -4      0.3553E-14       0.000    
      0        -1         7        -1     25612        -2     -0.3109E-14       0.000    
      1        -1         6        -1     25692        -2     -0.2442E-14      0.4001E-02
      2        -1         5        -1     25772        -2     -0.1776E-14       0.000    
      3        -1         4        -1     25852        -2     -0.5773E-14       0.000    
      4        -1         3        -1     25932        -2     -0.4663E-14      0.4000E-02
      5        -1         2        -1     26012        -2      0.8882E-15       0.000    
      6        -1         1        -1     26092        -2      0.2665E-14       0.000    
      7        -1         0        -1     26172        -2      0.2665E-14       0.000    
      0        -1         7         1     26253         0     -0.3109E-14       0.000    
      1        -1         6         1     26334         0     -0.1998E-14       0.000    
      2        -1         5         1     26415         0     -0.9992E-15       0.000    
      3        -1         4         1     26496         0     -0.3775E-14      0.4000E-02
      4        -1         3         1     26577         0     -0.2331E-14       0.000    
      5        -1         2         1     26658         0      0.2220E-14       0.000    
      6        -1         1         1     26739         0      0.2665E-14      0.4000E-02
      7        -1         0         1     26820         0      0.2665E-14       0.000    
      0        -1         6         3     26900         2     -0.2665E-14       0.000    
      1        -1         5         3     26980         2     -0.2887E-14       0.000    
      2        -1         4         3     27060         2     -0.2220E-15       0.000    
      3        -1         3         3     27140         2     -0.1221E-14       0.000    
      4        -1         2         3     27220         2      0.2220E-15      0.4001E-02
      5        -1         1         3     27300         2      0.2665E-14       0.000    
      6        -1         0         3     27380         2      0.4441E-14       0.000    
      0        -1         5         5     27457         4     -0.9992E-15       0.000    
      1        -1         4         5     27534         4     -0.3442E-14       0.000    
      2        -1         3         5     27611         4     -0.9992E-15       0.000    
      3        -1         2         5     27688         4     -0.1443E-14      0.4000E-02
      4        -1         1         5     27765         4     -0.6661E-15       0.000    
      5        -1         0         5     27842         4     -0.7772E-15       0.000    
      0        -1         4         7     27914         6     -0.1665E-14       0.000    
      1        -1         3         7     27986         6     -0.2331E-14       0.000    
      2        -1         2         7     28058         6     -0.7772E-15       0.000    
      3        -1         1         7     28130         6     -0.1221E-14       0.000    
      4        -1         0         7     28202         6     -0.1332E-14       0.000    
      0        -1         3         9     28267         8     -0.9992E-15       0.000    
      1        -1         2         9     28332         8     -0.6106E-14       0.000    
      2        -1         1         9     28397         8      0.1332E-14      0.4000E-02
      3        -1         0         9     28462         8     -0.1110E-14       0.000    
      0        -1         2        11     28518        10     -0.3775E-14       0.000    
      1        -1         1        11     28574        10     -0.2887E-14       0.000    
      2        -1         0        11     28630        10     -0.2220E-15       0.000    
      0        -1         1        13     28675        12     -0.2442E-14       0.000    
      1        -1         0        13     28720        12     -0.3664E-14       0.000    
      0        -1         0        15     28752        14     -0.2665E-14       0.000    
      0         0         0       -16     28769       -16     -0.2776E-14       0.000    
      0         0         1       -14     28801       -14     -0.2887E-14       0.000    
      1         0         0       -14     28833       -14     -0.1887E-14       0.000    
      0         0         2       -12     28878       -12     -0.4108E-14       0.000    
      1         0         1       -12     28923       -12     -0.1776E-14       0.000    
      2         0         0       -12     28968       -12     -0.2220E-15       0.000    
      0         0         3       -10     29024       -10     -0.2442E-14       0.000    
      1         0         2       -10     29080       -10     -0.3331E-14       0.000    
      2         0         1       -10     29136       -10     -0.1776E-14       0.000    
      3         0         0       -10     29192       -10      0.6661E-15       0.000    
      0         0         4        -8     29257        -8     -0.1776E-14       0.000    
      1         0         3        -8     29322        -8     -0.2998E-14       0.000    
      2         0         2        -8     29387        -8     -0.1665E-14       0.000    
      3         0         1        -8     29452        -8       0.000           0.000    
      4         0         0        -8     29517        -8     -0.1332E-14       0.000    
      0         0         5        -6     29589        -6     -0.2776E-14       0.000    
      1         0         4        -6     29661        -6     -0.5551E-15      0.4000E-02
      2         0         3        -6     29733        -6     -0.2220E-15       0.000    
      3         0         2        -6     29805        -6     -0.1443E-14       0.000    
      4         0         1        -6     29877        -6     -0.1887E-14       0.000    
      5         0         0        -6     29949        -6     -0.2220E-15       0.000    
