#    n1        m1        n2        m2     count        mJ       sum-1               T
      1       -12         1        -4      4619       -16     -0.4441E-14       0.000    
      2       -12         0        -4      4676       -16      0.2220E-15       0.000    
      0       -12         3        -2      4748       -14     -0.1554E-14      0.4000E-02
      1       -12         2        -2      4820       -14     -0.2220E-15       0.000    
      2       -12         1        -2      4892       -14      0.1110E-14       0.000    
      3       -12         0        -2      4964       -14      0.2442E-14      0.4000E-02
      0       -12         4         0      5049       -12      0.1776E-14       0.000    
      1       -12         3         0      5134       -12      0.3997E-14       0.000    
      2       -12         2         0      5219       -12      0.6661E-15      0.4001E-02
      3       -12         1         0      5304       -12      0.4219E-14       0.000    
      4       -12         0         0      5389       -12      0.5773E-14       0.000    
      0       -12         3         2      5485       -10      0.4441E-15       0.000    
      1       -12         2         2      5581       -10      0.8882E-15      0.4000E-02
      2       -12         1         2      5677       -10      0.1554E-14       0.000    
      3       -12         0         2      5773       -10      0.2442E-14       0.000    
      0       -12         2         4      5878        -8      0.3109E-14       0.000    
      1       -12         1         4      5983        -8      0.2220E-14      0.4000E-02
      2       -12         0         4      6088        -8      0.1332E-14       0.000    
      0       -12         1         6      6200        -6      0.3553E-14       0.000    
      1       -12         0         6      6312        -6      0.1554E-14       0.000    
      0       -12         0         8      6429        -4      0.2665E-14       0.000    
      0       -11         0        -9      6450       -20      0.1021E-13       0.000    
      0       -11         1        -7      6490       -18      0.4818E-13       0.000    
      1       -11         0        -7      6530       -18      0.5040E-13       0.000    
      0       -11         2        -5      6587       -16      0.1332E-14      0.4000E-02
      1       -11         1        -5      6644       -16     -0.7327E-14       0.000    
      2       -11         0        -5      6701       -16     -0.1887E-14       0.000    
      0       -11         3        -3      6773       -14     -0.1110E-15       0.000    
      1       -11         2        -3      6845       -14     -0.2109E-14      0.4001E-02
      2       -11         1        -3      6917       -14     -0.4441E-15       0.000    
      3       -11         0        -3      6989       -14      0.4441E-14       0.000    
      0       -11         4        -1      7074       -12     -0.1110E-15      0.4000E-02
      1       -11         3        -1      7159       -12     -0.5551E-15       0.000    
      2       -11         2        -1      7244       -12      0.4219E-14      0.4000E-02
      3       -11         1        -1      7329       -12      0.1998E-14       0.000    
      4       -11         0        -1      7414       -12      0.5329E-14       0.000    
      0       -11         4         1      7510       -10     -0.8882E-15      0.4000E-02
      1       -11         3         1      7606       -10      0.2887E-14       0.000    
      2       -11         2         1      7702       -10      0.2220E-14      0.4001E-02
      3       -11         1         1      7798       -10      0.1998E-14       0.000    
      4       -11         0         1      7894       -10      0.5107E-14       0.000    
      0       -11         3         3      7999        -8     -0.1221E-14       0.000    
      1       -11         2         3      8104        -8      0.4441E-14      0.4000E-02
      2       -11         1         3      8209        -8      0.1332E-14       0.000    
      3       -11         0         3      8314        -8      0.2887E-14       0.000    
      0       -11         2         5      8426        -6      0.2887E-14      0.4000E-02
      1       -11         1         5      8538        -6      0.1332E-14       0.000    
      2       -11         0         5      8650        -6      0.1332E-14       0.000    
      0       -11         1         7      8767        -4      0.6661E-15       0.000    
      1       -11         0         7      8884        -4      0.3997E-14       0.000    
      0       -11         0         9      9004        -2      0.3775E-14       0.000    
      0       -10         0       -10      9025       -20     -0.1485E-12       0.000    
      0       -10         1        -8      9065       -18     -0.6550E-14       0.000    
      1       -10         0        -8      9105       -18      0.4885E-13      0.4000E-02
      0       -10         2        -6      9162       -16     -0.6883E-14       0.000    
      1       -10         1        -6      9219       -16      0.9992E-14       0.000    
      2       -10         0        -6      9276       -16      0.3109E-14       0.000    
      0       -10         3        -4      9348       -14      0.3331E-14       0.000    
      1       -10         2        -4      9420       -14      0.1066E-13      0.4001E-02
      2       -10         1        -4      9492       -14     -0.4441E-15       0.000    
      3       -10         0        -4      9564       -14      0.8882E-15      0.4000E-02
      0       -10         4        -2      9649       -12     -0.1332E-14       0.000    
      1       -10         3        -2      9734       -12     -0.4885E-14      0.4000E-02
      2       -10         2        -2      9819       -12      0.4441E-14       0.000    
      3       -10         1        -2      9904       -12      0.4441E-14      0.4000E-02
      4       -10         0        -2      9989       -12      0.2665E-14       0.000    
      0       -10         5         0     10085       -10      0.2442E-14       0.000    
      1       -10         4         0     10181       -10     -0.6661E-15      0.4001E-02
      2       -10         3         0     10277       -10      0.8882E-15      0.4000E-02
      3       -10         2         0     10373       -10      0.2887E-14       0.000    
      4       -10         1         0     10469       -10      0.4219E-14       0.000    
      5       -10         0         0     10565       -10      0.8882E-14      0.4000E-02
      0       -10         4         2     10670        -8       0.000           0.000    
      1       -10         3         2     10775        -8     -0.1110E-14       0.000    
      2       -10         2         2     10880        -8      0.3109E-14      0.4000E-02
      3       -10         1         2     10985        -8      0.2220E-14       0.000    
      4       -10         0         2     11090        -8      0.2442E-14       0.000    
      0       -10         3         4     11202        -6      0.1110E-14      0.4001E-02
      1       -10         2         4     11314        -6      0.1776E-14       0.000    
      2       -10         1         4     11426        -6      0.1110E-14      0.4000E-02
      3       -10         0         4     11538        -6      0.2887E-14       0.000    
      0       -10         2         6     11655        -4      0.1998E-14       0.000    
      1       -10         1         6     11772        -4      0.1332E-14       0.000    
      2       -10         0         6     11889        -4      0.4663E-14       0.000    
      0       -10         1         8     12009        -2      0.3553E-14       0.000    
      1       -10         0         8     12129        -2      0.8882E-15      0.4000E-02
      0       -10         0        10     12250         0      0.5773E-14       0.000    
      0        -9         0       -11     12271       -20     -0.3642E-13       0.000    
      0        -9         1        -9     12311       -18      0.8660E-14       0.000    
      1        -9         0        -9     12351       -18     -0.6439E-14       0.000    
      0        -9         2        -7     12408       -16     -0.1110E-14       0.000    
      1        -9         1        -7     12465       -16      0.1132E-13       0.000    
      2        -9         0        -7     12522       -16     -0.1776E-14       0.000    
      0        -9         3        -5     12594       -14     -0.1998E-14      0.4000E-02
      1        -9         2        -5     12666       -14     -0.9992E-15       0.000    
      2        -9         1        -5     12738       -14      0.1554E-14      0.4001E-02
      3        -9         0        -5     12810       -14     -0.2220E-15       0.000    
      0        -9         4        -3     12895       -12     -0.3331E-15       0.000    
      1        -9         3        -3     12980       -12      0.4663E-14      0.4000E-02
      2        -9         2        -3     13065       -12     -0.2220E-14      0.4000E-02
      3        -9         1        -3     13150       -12      0.2442E-14       0.000    
      4        -9         0        -3     13235       -12      0.3331E-14      0.4000E-02
      0        -9         5        -1     13331       -10      0.4441E-15       0.000    
      1        -9         4        -1     13427       -10      0.2220E-15      0.4001E-02
      2        -9         3        -1     13523       -10     -0.3442E-14      0.4000E-02
      3        -9         2        -1     13619       -10      0.7327E-14       0.000    
      4        -9         1        -1     13715       -10      0.1554E-14      0.4000E-02
      5        -9         0        -1     13811       -10      0.3553E-14       0.000    
      0        -9         5         1     13916        -8     -0.4441E-15       0.000    
      1        -9         4         1     14021        -8     -0.2220E-15      0.4000E-02
      2        -9         3         1     14126        -8     -0.3553E-14      0.4001E-02
      3        -9         2         1     14231        -8      0.4663E-14       0.000    
      4        -9         1         1     14336        -8      0.2442E-14      0.4000E-02
      5        -9         0         1     14441        -8      0.3775E-14       0.000    
      0        -9         4         3     14553        -6      0.6661E-15       0.000    
      1        -9         3         3     14665        -6      0.4885E-14      0.4000E-02
      2        -9         2         3     14777        -6      0.6661E-15       0.000    
      3        -9         1         3     14889        -6      0.1554E-14      0.4000E-02
      4        -9         0         3     15001        -6      0.3331E-14       0.000    
      0        -9         3         5     15118        -4     -0.7772E-15       0.000    
      1        -9         2         5     15235        -4      0.1110E-14       0.000    
      2        -9         1         5     15352        -4      0.2220E-14      0.4001E-02
      3        -9         0         5     15469        -4      0.3553E-14       0.000    
      0        -9         2         7     15589        -2      0.3553E-14       0.000    
      1        -9         1         7     15709        -2      0.5107E-14       0.000    
      2        -9         0         7     15829        -2      0.4441E-15      0.4000E-02
      0        -9         1         9     15950         0      0.3775E-14       0.000    
      1        -9         0         9     16071         0      0.4219E-14       0.000    
      0        -9         0        11     16191         2      0.2887E-14       0.000    
      0        -8         0       -12     16212       -20      0.3086E-13       0.000    
      0        -8         1       -10     16252       -18      0.4663E-13       0.000    
      1        -8         0       -10     16292       -18      0.8882E-14       0.000    
      0        -8         2        -8     16349       -16     -0.1354E-13       0.000    
      1        -8         1        -8     16406       -16     -0.7550E-14       0.000    
      2        -8         0        -8     16463       -16     -0.5551E-14      0.4000E-02
      0        -8         3        -6     16535       -14     -0.1554E-14       0.000    
      1        -8         2        -6     16607       -14     -0.1987E-13       0.000    
      2        -8         1        -6     16679       -14      0.1732E-13      0.4000E-02
      3        -8         0        -6     16751       -14      0.1332E-14       0.000    
      0        -8         4        -4     16836       -12     -0.5107E-14       0.000    
      1        -8         3        -4     16921       -12     -0.3442E-14      0.4001E-02
      2        -8         2        -4     17006       -12     -0.1332E-14      0.4000E-02
      3        -8         1        -4     17091       -12     -0.6661E-15       0.000    
      4        -8         0        -4     17176       -12      0.3997E-14      0.4000E-02
      0        -8         5        -2     17272       -10     -0.4885E-14       0.000    
      1        -8         4        -2     17368       -10     -0.1554E-14      0.4000E-02
      2        -8         3        -2     17464       -10      0.1554E-14      0.4001E-02
      3        -8         2        -2     17560       -10     -0.2109E-14      0.4000E-02
      4        -8         1        -2     17656       -10      0.4219E-14       0.000    
      5        -8         0        -2     17752       -10      0.1776E-14       0.000    
      0        -8         6         0     17857        -8      0.2442E-14      0.4000E-02
      1        -8         5         0     17962        -8     -0.2109E-14      0.4000E-02
      2        -8         4         0     18067        -8     -0.2220E-14      0.4001E-02
      3        -8         3         0     18172        -8      0.1554E-14      0.4000E-02
      4        -8         2         0     18277        -8      0.4885E-14       0.000    
      5        -8         1         0     18382        -8      0.3775E-14       0.000    
      6        -8         0         0     18487        -8      0.8438E-14       0.000    
      0        -8         5         2     18599        -6     -0.2220E-14      0.4000E-02
      1        -8         4         2     18711        -6      0.1110E-14      0.4000E-02
      2        -8         3         2     18823        -6      0.1776E-14       0.000    
      3        -8         2         2     18935        -6     -0.5551E-15      0.4001E-02
      4        -8         1         2     19047        -6      0.2665E-14       0.000    
      5        -8         0         2     19159        -6      0.2220E-14      0.4000E-02
      0        -8         4         4     19276        -4       0.000           0.000    
      1        -8         3         4     19393        -4      0.1998E-14       0.000    
      2        -8         2         4     19510        -4      0.2665E-14      0.4000E-02
      3        -8         1         4     19627        -4      0.2220E-15      0.4000E-02
      4        -8         0         4     19744        -4      0.3775E-14       0.000    
      0        -8         3         6     19864        -2     -0.1221E-14       0.000    
      1        -8         2         6     19984        -2      0.1332E-14       0.000    
      2        -8         1         6     20104        -2      0.1332E-14      0.4001E-02
      3        -8         0         6     20224        -2      0.1110E-14       0.000    
      0        -8         2         8     20345         0      0.1776E-14       0.000    
      1        -8         1         8     20466         0      0.2220E-14       0.000    
      2        -8         0         8     20587         0      0.3331E-14      0.4000E-02
      0        -8         1        10     20707         2     -0.3331E-15       0.000    
      1        -8         0        10     20827         2      0.3775E-14       0.000    
      0        -8         0        12     20944         4      0.1110E-14       0.000    
      0        -7         0       -13     20965       -20      0.2132E-13       0.000    
      0        -7         1       -11     21005       -18      0.1998E-13       0.000    
      1        -7         0       -11     21045       -18      0.4707E-13       0.000    
      0        -7         2        -9     21102       -16     -0.6661E-14       0.000    
      1        -7         1        -9     21159       -16     -0.4441E-14       0.000    
      2        -7         0        -9     21216       -16     -0.2220E-15      0.4000E-02
      0        -7         3        -7     21288       -14     -0.2665E-14       0.000    
      1        -7         2        -7     21360       -14     -0.3109E-14       0.000    
      2        -7         1        -7     21432       -14     -0.3442E-14      0.4000E-02
      3        -7         0        -7     21504       -14      0.4663E-14       0.000    
      0        -7         4        -5     21589       -12     -0.2220E-14       0.000    
      1        -7         3        -5     21674       -12     -0.1410E-13      0.4001E-02
      2        -7         2        -5     21759       -12      0.8216E-14       0.000    
      3        -7         1        -5     21844       -12      0.3331E-14      0.4000E-02
      4        -7         0        -5     21929       -12      0.1554E-14       0.000    
      0        -7         5        -3     22025       -10     -0.3775E-14      0.4000E-02
      1        -7         4        -3     22121       -10     -0.3553E-14      0.4000E-02
      2        -7         3        -3     22217       -10     -0.2887E-14      0.4001E-02
      3        -7         2        -3     22313       -10      0.1110E-14       0.000    
      4        -7         1        -3     22409       -10     -0.4441E-15      0.4000E-02
      5        -7         0        -3     22505       -10      0.2665E-14       0.000    
      0        -7         6        -1     22610        -8     -0.3775E-14      0.4000E-02
      1        -7         5        -1     22715        -8     -0.9992E-15      0.4000E-02
      2        -7         4        -1     22820        -8      0.4441E-14      0.4001E-02
      3        -7         3        -1     22925        -8      0.2442E-14      0.4000E-02
      4        -7         2        -1     23030        -8      0.1332E-14      0.4000E-02
      5        -7         1        -1     23135        -8      0.2665E-14       0.000    
      6        -7         0        -1     23240        -8      0.3331E-14       0.000    
      0        -7         6         1     23352        -6     -0.3886E-14       0.000    
      1        -7         5         1     23464        -6     -0.6661E-15      0.4000E-02
      2        -7         4         1     23576        -6     -0.1554E-14      0.4001E-02
      3        -7         3         1     23688        -6      0.8882E-15      0.4000E-02
      4        -7         2         1     23800        -6      0.3997E-14      0.4000E-02
      5        -7         1         1     23912        -6      0.2665E-14       0.000    
      6        -7         0         1     24024        -6      0.3331E-14       0.000    
      0        -7         5         3     24141        -4     -0.1110E-14      0.4000E-02
      1        -7         4         3     24258        -4      0.2220E-15       0.000    
      2        -7         3         3     24375        -4      0.1110E-14      0.4001E-02
      3        -7         2         3     24492        -4      0.1110E-14      0.4000E-02
      4        -7         1         3     24609        -4      0.1554E-14      0.4000E-02
      5        -7         0         3     24726        -4      0.4441E-14       0.000    
      0        -7         4         5     24846        -2       0.000           0.000    
      1        -7         3         5     24966        -2      0.8882E-15       0.000    
      2        -7         2         5     25086        -2      0.3109E-14      0.4000E-02
      3        -7         1         5     25206        -2      0.5551E-14      0.4001E-02
      4        -7         0         5     25326        -2      0.1998E-14       0.000    
      0        -7         3         7     25447         0      0.6661E-15       0.000    
      1        -7         2         7     25568         0      0.1110E-14       0.000    
      2        -7         1         7     25689         0      0.2442E-14      0.4000E-02
      3        -7         0         7     25810         0      0.3109E-14       0.000    
      0        -7         2         9     25930         2     -0.1776E-14       0.000    
      1        -7         1         9     26050         2      0.4219E-14       0.000    
      2        -7         0         9     26170         2      0.4219E-14       0.000    
      0        -7         1        11     26287         4      0.8882E-15      0.4000E-02
      1        -7         0        11     26404         4       0.000           0.000    
      0        -7         0        13     26516         6      0.1110E-14       0.000    
      0        -6         0       -14     26537       -20     -0.5773E-14       0.000    
      0        -6         1       -12     26577       -18     -0.1454E-13       0.000    
      1        -6         0       -12     26617       -18      0.2065E-13       0.000    
      0        -6         2       -10     26674       -16     -0.7216E-14       0.000    
      1        -6         1       -10     26731       -16      0.8882E-15       0.000    
      2        -6         0       -10     26788       -16     -0.1288E-13       0.000    
      0        -6         3        -8     26860       -14     -0.3109E-14       0.000    
      1        -6         2        -8     26932       -14      0.7994E-14      0.4000E-02
      2        -6         1        -8     27004       -14     -0.1565E-13       0.000    
      3        -6         0        -8     27076       -14     -0.3331E-15       0.000    
      0        -6         4        -6     27161       -12     -0.3775E-14      0.4001E-02
      1        -6         3        -6     27246       -12     -0.1110E-13       0.000    
      2        -6         2        -6     27331       -12     -0.9992E-15      0.4000E-02
      3        -6         1        -6     27416       -12     -0.5995E-14       0.000    
      4        -6         0        -6     27501       -12      0.6661E-15      0.4000E-02
      0        -6         5        -4     27597       -10     -0.4441E-14       0.000    
      1        -6         4        -4     27693       -10     -0.3220E-14      0.4000E-02
      2        -6         3        -4     27789       -10     -0.6217E-14      0.4001E-02
      3        -6         2        -4     27885       -10     -0.2109E-14      0.4000E-02
      4        -6         1        -4     27981       -10      0.2442E-14       0.000    
      5        -6         0        -4     28077       -10      0.1110E-14      0.4000E-02
      0        -6         6        -2     28182        -8      0.1332E-14       0.000    
      1        -6         5        -2     28287        -8     -0.3331E-14      0.4000E-02
      2        -6         4        -2     28392        -8     -0.9992E-15      0.4001E-02
      3        -6         3        -2     28497        -8      0.1998E-14      0.4000E-02
      4        -6         2        -2     28602        -8      0.1998E-14      0.4000E-02
      5        -6         1        -2     28707        -8      0.1110E-14      0.4000E-02
      6        -6         0        -2     28812        -8      0.1776E-14       0.000    
      0        -6         7         0     28924        -6     -0.3997E-14       0.000    
      1        -6         6         0     29036        -6     -0.1998E-14      0.4001E-02
      2        -6         5         0     29148        -6     -0.3220E-14      0.4000E-02
      3        -6         4         0     29260        -6     -0.4441E-15      0.8000E-02
      4        -6         3         0     29372        -6      0.4885E-14      0.4001E-02
      5        -6         2         0     29484        -6      0.1998E-14       0.000    
      6        -6         1         0     29596        -6      0.3553E-14       0.000    
      7        -6         0         0     29708        -6      0.7327E-14       0.000    
      0        -6         6         2     29825        -4     -0.5551E-15      0.4000E-02
      1        -6         5         2     29942        -4     -0.4552E-14       0.000    
      2        -6         4         2     30059        -4      0.2220E-15      0.8000E-02
      3        -6         3         2     30176        -4     -0.4996E-14      0.4001E-02
      4        -6         2         2     30293        -4      0.2220E-15       0.000    
      5        -6         1         2     30410        -4      0.1554E-14      0.4000E-02
      6        -6         0         2     30527        -4      0.2220E-14       0.000    
      0        -6         5         4     30647        -2     -0.2331E-14       0.000    
      1        -6         4         4     30767        -2      0.4441E-15      0.4000E-02
      2        -6         3         4     30887        -2     -0.1221E-14      0.4000E-02
      3        -6         2         4     31007        -2     -0.2665E-14       0.000    
      4        -6         1         4     31127        -2      0.1776E-14      0.4001E-02
      5        -6         0         4     31247        -2      0.2442E-14       0.000    
      0        -6         4         6     31368         0     -0.7772E-15       0.000    
      1        -6         3         6     31489         0      0.6661E-15      0.4000E-02
      2        -6         2         6     31610         0      0.2220E-14       0.000    
      3        -6         1         6     31731         0      0.2887E-14      0.4000E-02
      4        -6         0         6     31852         0      0.2665E-14       0.000    
      0        -6         3         8     31972         2     -0.2109E-14       0.000    
      1        -6         2         8     32092         2     -0.2220E-15      0.4000E-02
      2        -6         1         8     32212         2      0.1332E-14       0.000    
      3        -6         0         8     32332         2       0.000           0.000    
      0        -6         2        10     32449         4      0.1110E-14       0.000    
      1        -6         1        10     32566         4     -0.2220E-15       0.000    
      2        -6         0        10     32683         4      0.2442E-14      0.4001E-02
      0        -6         1        12     32795         6     -0.1110E-14       0.000    
      1        -6         0        12     32907         6      0.1776E-14       0.000    
      0        -6         0        14     33012         8      0.2220E-14       0.000    
      0        -5         0       -15     33033       -20      0.2975E-13       0.000    
      0        -5         1       -13     33073       -18     -0.2220E-14       0.000    
      1        -5         0       -13     33113       -18     -0.1443E-13       0.000    
      0        -5         2       -11     33170       -16     -0.3997E-14       0.000    
      1        -5         1       -11     33227       -16     -0.1033E-13       0.000    
      2        -5         0       -11     33284       -16     -0.7772E-15       0.000    
      0        -5         3        -9     33356       -14     -0.3553E-14      0.4000E-02
      1        -5         2        -9     33428       -14     -0.2109E-14       0.000    
      2        -5         1        -9     33500       -14     -0.6439E-14       0.000    
      3        -5         0        -9     33572       -14       0.000           0.000    
      0        -5         4        -7     33657       -12     -0.2998E-14      0.4000E-02
      1        -5         3        -7     33742       -12      0.2220E-15       0.000    
      2        -5         2        -7     33827       -12     -0.2776E-14      0.4000E-02
      3        -5         1        -7     33912       -12     -0.1044E-13       0.000    
      4        -5         0        -7     33997       -12      0.6661E-15       0.000    
      0        -5         5        -5     34093       -10     -0.3442E-14      0.4001E-02
      1        -5         4        -5     34189       -10     -0.3664E-14       0.000    
      2        -5         3        -5     34285       -10     -0.2109E-14      0.4000E-02
      3        -5         2        -5     34381       -10      0.1554E-14      0.4000E-02
      4        -5         1        -5     34477       -10      0.1998E-14      0.4000E-02
      5        -5         0        -5     34573       -10      0.8882E-15       0.000    
      0        -5         6        -3     34678        -8     -0.5440E-14       0.000    
      1        -5         5        -3     34783        -8      0.2220E-14      0.4001E-02
      2        -5         4        -3     34888        -8     -0.7105E-14      0.4000E-02
      3        -5         3        -3     34993        -8     -0.4996E-14      0.4000E-02
      4        -5         2        -3     35098        -8      0.3331E-14      0.4000E-02
      5        -5         1        -3     35203        -8      0.1332E-14      0.4001E-02
      6        -5         0        -3     35308        -8      0.8882E-15       0.000    
      0        -5         7        -1     35420        -6     -0.3886E-14      0.4000E-02
      1        -5         6        -1     35532        -6     -0.3331E-15       0.000    
      2        -5         5        -1     35644        -6      0.4441E-15      0.8000E-02
      3        -5         4        -1     35756        -6      0.2220E-15      0.4001E-02
      4        -5         3        -1     35868        -6      0.2220E-15      0.4000E-02
      5        -5         2        -1     35980        -6      0.4885E-14      0.4000E-02
      6        -5         1        -1     36092        -6     -0.1110E-15       0.000    
      7        -5         0        -1     36204        -6      0.6661E-14       0.000    
      0        -5         7         1     36321        -4     -0.4885E-14      0.4000E-02
      1        -5         6         1     36438        -4     -0.2554E-14       0.000    
      2        -5         5         1     36555        -4     -0.5995E-14      0.8001E-02
      3        -5         4         1     36672        -4      0.2220E-14      0.4000E-02
      4        -5         3         1     36789        -4      0.1998E-14      0.4000E-02
      5        -5         2         1     36906        -4      0.5107E-14      0.4001E-02
      6        -5         1         1     37023        -4      0.1110E-14       0.000    
      7        -5         0         1     37140        -4      0.5995E-14       0.000    
      0        -5         6         3     37260        -2     -0.2998E-14       0.000    
      1        -5         5         3     37380        -2      0.6661E-15      0.4000E-02
      2        -5         4         3     37500        -2     -0.8327E-14      0.4000E-02
      3        -5         3         3     37620        -2     -0.5662E-14      0.4000E-02
      4        -5         2         3     37740        -2      0.6661E-15      0.4001E-02
      5        -5         1         3     37860        -2      0.3553E-14       0.000    
      6        -5         0         3     37980        -2      0.1998E-14      0.4000E-02
      0        -5         5         5     38101         0     -0.2776E-14       0.000    
      1        -5         4         5     38222         0     -0.1110E-14       0.000    
      2        -5         3         5     38343         0     -0.1443E-14      0.4000E-02
      3        -5         2         5     38464         0     -0.6661E-15      0.4000E-02
      4        -5         1         5     38585         0      0.1998E-14       0.000    
      5        -5         0         5     38706         0      0.1776E-14      0.4001E-02
      0        -5         4         7     38826         2     -0.2109E-14       0.000    
      1        -5         3         7     38946         2      0.3109E-14       0.000    
      2        -5         2         7     39066         2      0.2442E-14      0.4000E-02
      3        -5         1         7     39186         2      0.1998E-14       0.000    
      4        -5         0         7     39306         2      0.2887E-14       0.000    
      0        -5         3         9     39423         4     -0.3331E-15      0.4000E-02
      1        -5         2         9     39540         4     -0.3331E-15       0.000    
      2        -5         1         9     39657         4      0.6661E-15       0.000    
      3        -5         0         9     39774         4       0.000           0.000    
      0        -5         2        11     39886         6     -0.2998E-14      0.4000E-02
      1        -5         1        11     39998         6     -0.9992E-15       0.000    
      2        -5         0        11     40110         6      0.2220E-14       0.000    
      0        -5         1        13     40215         8     -0.1443E-14       0.000    
      1        -5         0        13     40320         8     -0.1110E-14       0.000    
      0        -5         0        15     40416        10      0.2442E-14       0.000    
      0        -4         0       -16     40437       -20     -0.1066E-13       0.000    
      0        -4         1       -14     40477       -18      0.2665E-14       0.000    
      1        -4         0       -14     40517       -18     -0.1665E-14       0.000    
      0        -4         2       -12     40574       -16     -0.1665E-14       0.000    
      1        -4         1       -12     40631       -16     -0.1776E-14       0.000    
      2        -4         0       -12     40688       -16     -0.5440E-14      0.4001E-02
      0        -4         3       -10     40760       -14     -0.2331E-14       0.000    
      1        -4         2       -10     40832       -14      0.6661E-15       0.000    
      2        -4         1       -10     40904       -14      0.1066E-13       0.000    
      3        -4         0       -10     40976       -14     -0.1110E-15       0.000    
      0        -4         4        -8     41061       -12     -0.1110E-15       0.000    
