#    n1        m1        n2        m2     count        mJ       sum-1               T
      0        -9         2        -2      1420       -11      0.4441E-15       0.000    
      1        -9         1        -2      1462       -11      0.3553E-14       0.000    
      2        -9         0        -2      1504       -11     -0.9992E-15       0.000    
      0        -9         3         0      1556        -9     -0.1110E-15       0.000    
      1        -9         2         0      1608        -9      0.2442E-14       0.000    
      2        -9         1         0      1660        -9      0.6661E-15       0.000    
      3        -9         0         0      1712        -9      0.4663E-14       0.000    
      0        -9         2         2      1772        -7     -0.1665E-14      0.4001E-02
      1        -9         1         2      1832        -7      0.2665E-14       0.000    
      2        -9         0         2      1892        -7      0.2220E-15       0.000    
      0        -9         1         4      1958        -5      0.1110E-14       0.000    
      1        -9         0         4      2024        -5      0.3775E-14       0.000    
      0        -9         0         6      2094        -3      0.1332E-14       0.000    
      0        -8         0        -7      2110       -15     -0.1021E-13       0.000    
      0        -8         1        -5      2140       -13      0.8882E-15       0.000    
      1        -8         0        -5      2170       -13      0.3331E-14       0.000    
      0        -8         2        -3      2212       -11     -0.9992E-15       0.000    
      1        -8         1        -3      2254       -11      0.2220E-14       0.000    
      2        -8         0        -3      2296       -11      0.5773E-14       0.000    
      0        -8         3        -1      2348        -9     -0.4441E-15       0.000    
      1        -8         2        -1      2400        -9      0.6661E-15       0.000    
      2        -8         1        -1      2452        -9      0.3331E-14      0.4000E-02
      3        -8         0        -1      2504        -9      0.2220E-14       0.000    
      0        -8         3         1      2564        -7     -0.7772E-15       0.000    
      1        -8         2         1      2624        -7      0.8882E-15       0.000    
      2        -8         1         1      2684        -7      0.3553E-14       0.000    
      3        -8         0         1      2744        -7      0.3553E-14       0.000    
      0        -8         2         3      2810        -5     -0.5551E-15       0.000    
      1        -8         1         3      2876        -5      0.1554E-14       0.000    
      2        -8         0         3      2942        -5      0.5995E-14       0.000    
      0        -8         1         5      3012        -3      0.1554E-14       0.000    
      1        -8         0         5      3082        -3      0.1776E-14       0.000    
      0        -8         0         7      3154        -1      0.1110E-14       0.000    
      0        -7         0        -8      3170       -15     -0.1532E-13       0.000    
      0        -7         1        -6      3200       -13     -0.8771E-14       0.000    
      1        -7         0        -6      3230       -13      0.1332E-14      0.4000E-02
      0        -7         2        -4      3272       -11     -0.5107E-14       0.000    
      1        -7         1        -4      3314       -11      0.4663E-14       0.000    
      2        -7         0        -4      3356       -11      0.8882E-15       0.000    
      0        -7         3        -2      3408        -9     -0.6661E-15       0.000    
      1        -7         2        -2      3460        -9      0.6661E-15       0.000    
      2        -7         1        -2      3512        -9      0.1110E-14       0.000    
      3        -7         0        -2      3564        -9      0.1332E-14       0.000    
      0        -7         4         0      3624        -7     -0.1443E-14       0.000    
      1        -7         3         0      3684        -7      0.2220E-15      0.4000E-02
      2        -7         2         0      3744        -7      0.2220E-14       0.000    
      3        -7         1         0      3804        -7      0.4219E-14       0.000    
      4        -7         0         0      3864        -7      0.3775E-14       0.000    
      0        -7         3         2      3930        -5     -0.1554E-14       0.000    
      1        -7         2         2      3996        -5      0.2220E-15       0.000    
      2        -7         1         2      4062        -5      0.8882E-15       0.000    
      3        -7         0         2      4128        -5      0.2665E-14       0.000    
      0        -7         2         4      4198        -3      0.2220E-15       0.000    
      1        -7         1         4      4268        -3      0.1776E-14      0.4001E-02
      2        -7         0         4      4338        -3      0.8882E-15       0.000    
      0        -7         1         6      4410        -1      0.8882E-15       0.000    
      1        -7         0         6      4482        -1      0.1998E-14       0.000    
      0        -7         0         8      4554         1      0.2220E-15       0.000    
      0        -6         0        -9      4570       -15     -0.9992E-15       0.000    
      0        -6         1        -7      4600       -13     -0.2442E-14       0.000    
      1        -6         0        -7      4630       -13     -0.7772E-14       0.000    
      0        -6         2        -5      4672       -11     -0.6328E-14       0.000    
      1        -6         1        -5      4714       -11     -0.7550E-14       0.000    
      2        -6         0        -5      4756       -11     -0.2220E-15       0.000    
      0        -6         3        -3      4808        -9     -0.2776E-14       0.000    
      1        -6         2        -3      4860        -9      0.1332E-14       0.000    
      2        -6         1        -3      4912        -9      0.8882E-15       0.000    
      3        -6         0        -3      4964        -9      0.1332E-14      0.4000E-02
      0        -6         4        -1      5024        -7     -0.4441E-15       0.000    
      1        -6         3        -1      5084        -7     -0.1110E-14       0.000    
      2        -6         2        -1      5144        -7      0.8882E-15       0.000    
      3        -6         1        -1      5204        -7      0.1554E-14       0.000    
      4        -6         0        -1      5264        -7      0.4663E-14       0.000    
      0        -6         4         1      5330        -5     -0.1665E-14       0.000    
      1        -6         3         1      5396        -5     -0.9992E-15      0.4000E-02
      2        -6         2         1      5462        -5      0.8882E-15       0.000    
      3        -6         1         1      5528        -5      0.1998E-14       0.000    
      4        -6         0         1      5594        -5      0.5773E-14       0.000    
      0        -6         3         3      5664        -3     -0.1665E-14       0.000    
      1        -6         2         3      5734        -3      0.8882E-15       0.000    
      2        -6         1         3      5804        -3      0.4441E-15       0.000    
      3        -6         0         3      5874        -3      0.2220E-14       0.000    
      0        -6         2         5      5946        -1      0.4441E-15       0.000    
      1        -6         1         5      6018        -1      0.6661E-15       0.000    
      2        -6         0         5      6090        -1      0.1332E-14      0.4000E-02
      0        -6         1         7      6162         1      0.6661E-15       0.000    
      1        -6         0         7      6234         1      0.1776E-14       0.000    
      0        -6         0         9      6304         3      0.2220E-15       0.000    
      0        -5         0       -10      6320       -15      0.2442E-14       0.000    
      0        -5         1        -8      6350       -13       0.000           0.000    
      1        -5         0        -8      6380       -13     -0.2109E-14       0.000    
      0        -5         2        -6      6422       -11     -0.4552E-14       0.000    
      1        -5         1        -6      6464       -11     -0.8105E-14       0.000    
      2        -5         0        -6      6506       -11     -0.4219E-14       0.000    
      0        -5         3        -4      6558        -9     -0.3553E-14       0.000    
      1        -5         2        -4      6610        -9     -0.1776E-14       0.000    
      2        -5         1        -4      6662        -9      0.1554E-14       0.000    
      3        -5         0        -4      6714        -9      0.4441E-15       0.000    
      0        -5         4        -2      6774        -7     -0.7772E-15      0.4001E-02
      1        -5         3        -2      6834        -7     -0.1998E-14       0.000    
      2        -5         2        -2      6894        -7      0.1332E-14       0.000    
      3        -5         1        -2      6954        -7     -0.3331E-15       0.000    
      4        -5         0        -2      7014        -7      0.4441E-15       0.000    
      0        -5         5         0      7080        -5     -0.2220E-14       0.000    
      1        -5         4         0      7146        -5     -0.2442E-14      0.4000E-02
      2        -5         3         0      7212        -5      0.1554E-14       0.000    
      3        -5         2         0      7278        -5      0.1776E-14       0.000    
      4        -5         1         0      7344        -5      0.3331E-14       0.000    
      5        -5         0         0      7410        -5      0.4885E-14       0.000    
      0        -5         4         2      7480        -3     -0.1776E-14       0.000    
      1        -5         3         2      7550        -3     -0.5551E-15       0.000    
      2        -5         2         2      7620        -3      0.2220E-15      0.4000E-02
      3        -5         1         2      7690        -3      0.1110E-14       0.000    
      4        -5         0         2      7760        -3      0.1998E-14       0.000    
      0        -5         3         4      7832        -1     -0.2331E-14       0.000    
      1        -5         2         4      7904        -1     -0.2220E-15       0.000    
      2        -5         1         4      7976        -1      0.1110E-14       0.000    
      3        -5         0         4      8048        -1      0.6661E-15       0.000    
      0        -5         2         6      8120         1     -0.4441E-15       0.000    
      1        -5         1         6      8192         1      0.2220E-15       0.000    
      2        -5         0         6      8264         1      0.1554E-14       0.000    
      0        -5         1         8      8334         3       0.000           0.000    
      1        -5         0         8      8404         3      0.8882E-15       0.000    
      0        -5         0        10      8470         5      0.4441E-15      0.4000E-02
      0        -4         0       -11      8486       -15      0.1110E-14       0.000    
      0        -4         1        -9      8516       -13      0.3109E-14       0.000    
      1        -4         0        -9      8546       -13      0.2220E-15       0.000    
      0        -4         2        -7      8588       -11     -0.3109E-14       0.000    
      1        -4         1        -7      8630       -11     -0.1110E-15       0.000    
      2        -4         0        -7      8672       -11     -0.4885E-14       0.000    
      0        -4         3        -5      8724        -9     -0.2554E-14       0.000    
      1        -4         2        -5      8776        -9     -0.8882E-15       0.000    
      2        -4         1        -5      8828        -9     -0.5551E-15       0.000    
      3        -4         0        -5      8880        -9     -0.8882E-15       0.000    
      0        -4         4        -3      8940        -7     -0.2442E-14       0.000    
      1        -4         3        -3      9000        -7     -0.1332E-14       0.000    
      2        -4         2        -3      9060        -7     -0.8882E-15      0.4001E-02
      3        -4         1        -3      9120        -7      0.8882E-15       0.000    
      4        -4         0        -3      9180        -7      0.4441E-15       0.000    
      0        -4         5        -1      9246        -5     -0.1998E-14       0.000    
      1        -4         4        -1      9312        -5     -0.3220E-14       0.000    
      2        -4         3        -1      9378        -5       0.000           0.000    
      3        -4         2        -1      9444        -5     -0.2220E-15      0.4000E-02
      4        -4         1        -1      9510        -5      0.1110E-14       0.000    
      5        -4         0        -1      9576        -5      0.3331E-14       0.000    
      0        -4         5         1      9646        -3     -0.1887E-14       0.000    
      1        -4         4         1      9716        -3     -0.1554E-14       0.000    
      2        -4         3         1      9786        -3     -0.7772E-15       0.000    
      3        -4         2         1      9856        -3      0.1110E-14      0.4000E-02
      4        -4         1         1      9926        -3      0.1776E-14       0.000    
      5        -4         0         1      9996        -3      0.3997E-14       0.000    
      0        -4         4         3     10068        -1     -0.2442E-14       0.000    
      1        -4         3         3     10140        -1     -0.7772E-15       0.000    
      2        -4         2         3     10212        -1      0.1110E-14       0.000    
      3        -4         1         3     10284        -1      0.4441E-15       0.000    
      4        -4         0         3     10356        -1      0.1332E-14       0.000    
      0        -4         3         5     10428         1     -0.1443E-14       0.000    
      1        -4         2         5     10500         1     -0.2220E-15      0.4000E-02
      2        -4         1         5     10572         1      0.4441E-15       0.000    
      3        -4         0         5     10644         1     -0.2220E-15       0.000    
      0        -4         2         7     10714         3     -0.1776E-14       0.000    
      1        -4         1         7     10784         3      0.2220E-15       0.000    
      2        -4         0         7     10854         3      0.1332E-14       0.000    
      0        -4         1         9     10920         5      0.1554E-14       0.000    
      1        -4         0         9     10986         5     -0.2220E-15       0.000    
      0        -4         0        11     11046         7     -0.1110E-14       0.000    
      0        -3         0       -12     11062       -15      0.6661E-15       0.000    
      0        -3         1       -10     11092       -13     -0.1776E-14       0.000    
      1        -3         0       -10     11122       -13      0.3331E-14       0.000    
      0        -3         2        -8     11164       -11      0.1776E-14       0.000    
      1        -3         1        -8     11206       -11     -0.2220E-15       0.000    
      2        -3         0        -8     11248       -11     -0.3664E-14       0.000    
      0        -3         3        -6     11300        -9     -0.2887E-14       0.000    
      1        -3         2        -6     11352        -9     -0.1665E-14       0.000    
      2        -3         1        -6     11404        -9     -0.6661E-15      0.4001E-02
      3        -3         0        -6     11456        -9     -0.1221E-14       0.000    
      0        -3         4        -4     11516        -7     -0.3442E-14       0.000    
      1        -3         3        -4     11576        -7     -0.1887E-14       0.000    
      2        -3         2        -4     11636        -7     -0.2442E-14       0.000    
      3        -3         1        -4     11696        -7      0.1110E-14       0.000    
      4        -3         0        -4     11756        -7      0.4441E-15       0.000    
      0        -3         5        -2     11822        -5     -0.4552E-14       0.000    
      1        -3         4        -2     11888        -5     -0.2109E-14       0.000    
      2        -3         3        -2     11954        -5     -0.3553E-14      0.4000E-02
      3        -3         2        -2     12020        -5     -0.1110E-14       0.000    
      4        -3         1        -2     12086        -5      0.6661E-15       0.000    
      5        -3         0        -2     12152        -5      0.1110E-14       0.000    
      0        -3         6         0     12222        -3     -0.2887E-14       0.000    
      1        -3         5         0     12292        -3     -0.1221E-14       0.000    
      2        -3         4         0     12362        -3      0.4441E-15      0.4000E-02
      3        -3         3         0     12432        -3      0.1332E-14       0.000    
      4        -3         2         0     12502        -3      0.1776E-14       0.000    
      5        -3         1         0     12572        -3      0.3775E-14       0.000    
      6        -3         0         0     12642        -3      0.3997E-14       0.000    
      0        -3         5         2     12714        -1     -0.3442E-14       0.000    
      1        -3         4         2     12786        -1     -0.1332E-14       0.000    
      2        -3         3         2     12858        -1     -0.1221E-14      0.4000E-02
      3        -3         2         2     12930        -1      0.2220E-15       0.000    
      4        -3         1         2     13002        -1      0.1554E-14       0.000    
      5        -3         0         2     13074        -1      0.2665E-14       0.000    
      0        -3         4         4     13146         1     -0.1776E-14       0.000    
      1        -3         3         4     13218         1     -0.1332E-14       0.000    
      2        -3         2         4     13290         1       0.000           0.000    
      3        -3         1         4     13362         1      0.4441E-15      0.4001E-02
      4        -3         0         4     13434         1      0.2220E-15       0.000    
      0        -3         3         6     13504         3     -0.1776E-14       0.000    
      1        -3         2         6     13574         3     -0.1332E-14       0.000    
      2        -3         1         6     13644         3      0.4441E-15       0.000    
      3        -3         0         6     13714         3       0.000           0.000    
      0        -3         2         8     13780         5      0.1554E-14       0.000    
      1        -3         1         8     13846         5     -0.2220E-15       0.000    
      2        -3         0         8     13912         5     -0.1110E-14       0.000    
      0        -3         1        10     13972         7     -0.1110E-14       0.000    
      1        -3         0        10     14032         7      0.6661E-15       0.000    
      0        -3         0        12     14084         9     -0.7772E-15       0.000    
      0        -2         0       -13     14100       -15     -0.4885E-14       0.000    
      0        -2         1       -11     14130       -13     -0.3997E-14       0.000    
      1        -2         0       -11     14160       -13     -0.1110E-14       0.000    
      0        -2         2        -9     14202       -11     -0.6439E-14       0.000    
      1        -2         1        -9     14244       -11      0.8882E-15       0.000    
      2        -2         0        -9     14286       -11     -0.2220E-14       0.000    
      0        -2         3        -7     14338        -9     -0.3553E-14      0.4000E-02
      1        -2         2        -7     14390        -9     -0.8882E-15       0.000    
      2        -2         1        -7     14442        -9     -0.9992E-15       0.000    
      3        -2         0        -7     14494        -9     -0.6661E-15       0.000    
      0        -2         4        -5     14554        -7     -0.4219E-14       0.000    
      1        -2         3        -5     14614        -7     -0.2554E-14       0.000    
      2        -2         2        -5     14674        -7     -0.5551E-15       0.000    
      3        -2         1        -5     14734        -7     -0.1443E-14       0.000    
      4        -2         0        -5     14794        -7      0.1332E-14       0.000    
      0        -2         5        -3     14860        -5     -0.3331E-14       0.000    
      1        -2         4        -3     14926        -5     -0.2331E-14       0.000    
      2        -2         3        -3     14992        -5     -0.2665E-14      0.4000E-02
      3        -2         2        -3     15058        -5     -0.2220E-14       0.000    
      4        -2         1        -3     15124        -5      0.2220E-15       0.000    
      5        -2         0        -3     15190        -5     -0.7772E-15       0.000    
      0        -2         6        -1     15260        -3     -0.1665E-14       0.000    
      1        -2         5        -1     15330        -3     -0.1110E-14       0.000    
      2        -2         4        -1     15400        -3     -0.9992E-15      0.4000E-02
      3        -2         3        -1     15470        -3     -0.1776E-14       0.000    
      4        -2         2        -1     15540        -3     -0.8882E-15       0.000    
      5        -2         1        -1     15610        -3      0.4441E-15       0.000    
      6        -2         0        -1     15680        -3      0.4441E-14       0.000    
      0        -2         6         1     15752        -1     -0.1110E-14       0.000    
      1        -2         5         1     15824        -1     -0.5551E-15       0.000    
      2        -2         4         1     15896        -1      0.2220E-15      0.4001E-02
      3        -2         3         1     15968        -1      0.1110E-14       0.000    
      4        -2         2         1     16040        -1      0.1332E-14       0.000    
      5        -2         1         1     16112        -1      0.6661E-15       0.000    
      6        -2         0         1     16184        -1      0.4441E-14       0.000    
      0        -2         5         3     16256         1     -0.2109E-14       0.000    
      1        -2         4         3     16328         1     -0.8882E-15       0.000    
      2        -2         3         3     16400         1     -0.9992E-15      0.4000E-02
      3        -2         2         3     16472         1     -0.5551E-15       0.000    
      4        -2         1         3     16544         1      0.6661E-15       0.000    
      5        -2         0         3     16616         1      0.4441E-15       0.000    
      0        -2         4         5     16686         3     -0.2998E-14       0.000    
      1        -2         3         5     16756         3     -0.1554E-14       0.000    
      2        -2         2         5     16826         3     -0.8882E-15       0.000    
      3        -2         1         5     16896         3      0.2220E-15       0.000    
      4        -2         0         5     16966         3      0.8882E-15      0.4000E-02
      0        -2         3         7     17032         5     -0.2220E-14       0.000    
      1        -2         2         7     17098         5     -0.1221E-14       0.000    
      2        -2         1         7     17164         5     -0.1221E-14       0.000    
      3        -2         0         7     17230         5     -0.3331E-15       0.000    
      0        -2         2         9     17290         7     -0.4996E-14       0.000    
      1        -2         1         9     17350         7       0.000           0.000    
      2        -2         0         9     17410         7     -0.2665E-14       0.000    
      0        -2         1        11     17462         9     -0.2109E-14       0.000    
      1        -2         0        11     17514         9     -0.1998E-14       0.000    
      0        -2         0        13     17556        11     -0.3886E-14       0.000    
      0        -1         0       -14     17572       -15     -0.1887E-14       0.000    
      0        -1         1       -12     17602       -13     -0.2442E-14       0.000    
      1        -1         0       -12     17632       -13     -0.3331E-14       0.000    
      0        -1         2       -10     17674       -11     -0.3442E-14       0.000    
      1        -1         1       -10     17716       -11     -0.4663E-14       0.000    
      2        -1         0       -10     17758       -11      0.2665E-14       0.000    
      0        -1         3        -8     17810        -9     -0.3553E-14       0.000    
      1        -1         2        -8     17862        -9     -0.4441E-15       0.000    
      2        -1         1        -8     17914        -9     -0.7772E-15      0.4000E-02
      3        -1         0        -8     17966        -9     -0.1776E-14       0.000    
      0        -1         4        -6     18026        -7     -0.1110E-14       0.000    
      1        -1         3        -6     18086        -7     -0.2665E-14       0.000    
      2        -1         2        -6     18146        -7     -0.6661E-15       0.000    
      3        -1         1        -6     18206        -7     -0.1998E-14       0.000    
      4        -1         0        -6     18266        -7      0.8882E-15       0.000    
      0        -1         5        -4     18332        -5     -0.2554E-14       0.000    
      1        -1         4        -4     18398        -5     -0.2220E-14       0.000    
      2        -1         3        -4     18464        -5     -0.1887E-14       0.000    
      3        -1         2        -4     18530        -5     -0.1221E-14       0.000    
      4        -1         1        -4     18596        -5     -0.1332E-14      0.4001E-02
      5        -1         0        -4     18662        -5      0.4441E-15       0.000    
      0        -1         6        -2     18732        -3     -0.1110E-14       0.000    
      1        -1         5        -2     18802        -3     -0.3109E-14       0.000    
      2        -1         4        -2     18872        -3     -0.3331E-14       0.000    
      3        -1         3        -2     18942        -3     -0.2665E-14       0.000    
      4        -1         2        -2     19012        -3      0.4441E-15       0.000    
      5        -1         1        -2     19082        -3      0.1554E-14       0.000    
      6        -1         0        -2     19152        -3      0.3109E-14      0.4000E-02
      0        -1         7         0     19224        -1     -0.1332E-14       0.000    
      1        -1         6         0     19296        -1     -0.1998E-14       0.000    
      2        -1         5         0     19368        -1     -0.1998E-14       0.000    
      3        -1         4         0     19440        -1     -0.3331E-14       0.000    
      4        -1         3         0     19512        -1     -0.1332E-14       0.000    
      5        -1         2         0     19584        -1      0.1554E-14      0.4000E-02
      6        -1         1         0     19656        -1      0.2665E-14       0.000    
      7        -1         0         0     19728        -1      0.3553E-14       0.000    
      0        -1         6         2     19800         1     -0.1332E-14       0.000    
      1        -1         5         2     19872         1     -0.2998E-14       0.000    
      2        -1         4         2     19944         1     -0.3331E-15       0.000    
      3        -1         3         2     20016         1       0.000           0.000    
      4        -1         2         2     20088         1      0.1554E-14       0.000    
      5        -1         1         2     20160         1      0.2220E-14      0.4000E-02
      6        -1         0         2     20232         1      0.3553E-14       0.000    
      0        -1         5         4     20302         3     -0.1998E-14       0.000    
      1        -1         4         4     20372         3     -0.1887E-14       0.000    
      2        -1         3         4     20442         3     -0.5551E-15       0.000    
      3        -1         2         4     20512         3     -0.1332E-14       0.000    
      4        -1         1         4     20582         3     -0.2220E-15       0.000    
      5        -1         0         4     20652         3      0.1110E-14       0.000    
      0        -1         4         6     20718         5       0.000           0.000    
      1        -1         3         6     20784         5     -0.1887E-14       0.000    
      2        -1         2         6     20850         5     -0.9992E-15      0.4001E-02
      3        -1         1         6     20916         5     -0.1443E-14       0.000    
      4        -1         0         6     20982         5     -0.3331E-15       0.000    
      0        -1         3         8     21042         7     -0.2109E-14       0.000    
      1        -1         2         8     21102         7       0.000           0.000    
      2        -1         1         8     21162         7     -0.1332E-14       0.000    
      3        -1         0         8     21222         7     -0.1887E-14       0.000    
      0        -1         2        10     21274         9     -0.2442E-14       0.000    
      1        -1         1        10     21326         9     -0.3664E-14       0.000    
      2        -1         0        10     21378         9      0.1332E-14       0.000    
      0        -1         1        12     21420        11     -0.2220E-14       0.000    
      1        -1         0        12     21462        11     -0.2665E-14       0.000    
      0        -1         0        14     21492        13     -0.2220E-14       0.000    
      0         0         0       -15     21508       -15     -0.2665E-14       0.000    
      0         0         1       -13     21538       -13     -0.2554E-14       0.000    
      1         0         0       -13     21568       -13     -0.2220E-14       0.000    
      0         0         2       -11     21610       -11     -0.4441E-14       0.000    
      1         0         1       -11     21652       -11     -0.1221E-14       0.000    
      2         0         0       -11     21694       -11     -0.1776E-14       0.000    
      0         0         3        -9     21746        -9     -0.1776E-14       0.000    
      1         0         2        -9     21798        -9     -0.4663E-14       0.000    
      2         0         1        -9     21850        -9     -0.2220E-15       0.000    
      3         0         0        -9     21902        -9     -0.1110E-14       0.000    
      0         0         4        -7     21962        -7     -0.2776E-14       0.000    
      1         0         3        -7     22022        -7     -0.8882E-15      0.4000E-02
      2         0         2        -7     22082        -7     -0.1110E-14       0.000    
      3         0         1        -7     22142        -7      0.2220E-15       0.000    
      4         0         0        -7     22202        -7     -0.7772E-15       0.000    
      0         0         5        -5     22268        -5     -0.1332E-14       0.000    
      1         0         4        -5     22334        -5     -0.1665E-14       0.000    
      2         0         3        -5     22400        -5     -0.6661E-15       0.000    
      3         0         2        -5     22466        -5      0.6661E-15       0.000    
      4         0         1        -5     22532        -5     -0.1887E-14       0.000    
      5         0         0        -5     22598        -5     -0.2220E-15       0.000    
      0         0         6        -3     22668        -3     -0.2220E-14       0.000    
      1         0         5        -3     22738        -3     -0.1221E-14       0.000    
      2         0         4        -3     22808        -3     -0.8882E-15       0.000    
      3         0         3        -3     22878        -3     -0.6661E-15      0.4000E-02
      4         0         2        -3     22948        -3      0.8882E-15       0.000    
      5         0         1        -3     23018        -3      0.8882E-15       0.000    
      6         0         0        -3     23088        -3      0.1110E-14       0.000    
      0         0         7        -1     23160        -1     -0.2554E-14       0.000    
      1         0         6        -1     23232        -1     -0.1776E-14       0.000    
      2         0         5        -1     23304        -1     -0.4441E-15       0.000    
      3         0         4        -1     23376        -1     -0.2554E-14       0.000    
      4         0         3        -1     23448        -1     -0.2331E-14      0.4000E-02
      5         0         2        -1     23520        -1      0.2220E-15       0.000    
      6         0         1        -1     23592        -1      0.1554E-14       0.000    
      7         0         0        -1     23664        -1      0.4219E-14       0.000    
      0         0         7         1     23736         1     -0.2554E-14       0.000    
      1         0         6         1     23808         1     -0.1887E-14       0.000    
      2         0         5         1     23880         1     -0.3331E-15       0.000    
      3         0         4         1     23952         1     -0.2998E-14      0.4001E-02
      4         0         3         1     24024         1     -0.2220E-14       0.000    
      5         0         2         1     24096         1       0.000           0.000    
      6         0         1         1     24168         1      0.1332E-14       0.000    
      7         0         0         1     24240         1      0.4219E-14       0.000    
      0         0         6         3     24310         3     -0.2331E-14       0.000    
      1         0         5         3     24380         3     -0.1110E-14       0.000    
      2         0         4         3     24450         3     -0.4441E-15       0.000    
      3         0         3         3     24520         3     -0.2220E-15      0.4000E-02
      4         0         2         3     24590         3      0.8882E-15       0.000    
      5         0         1         3     24660         3      0.1110E-14       0.000    
      6         0         0         3     24730         3      0.1110E-14       0.000    
      0         0         5         5     24796         5     -0.1443E-14       0.000    
      1         0         4         5     24862         5     -0.1554E-14       0.000    
      2         0         3         5     24928         5     -0.6661E-15       0.000    
      3         0         2         5     24994         5      0.4441E-15       0.000    
      4         0         1         5     25060         5     -0.1887E-14      0.4000E-02
      5         0         0         5     25126         5     -0.1110E-15       0.000    
      0         0         4         7     25186         7     -0.2554E-14       0.000    
      1         0         3         7     25246         7     -0.9992E-15       0.000    
      2         0         2         7     25306         7     -0.1110E-14       0.000    
      3         0         1         7     25366         7      0.2220E-15       0.000    
      4         0         0         7     25426         7     -0.9992E-15       0.000    
      0         0         3         9     25478         9     -0.1887E-14       0.000    
      1         0         2         9     25530         9     -0.4219E-14       0.000    
      2         0         1         9     25582         9       0.000           0.000    
      3         0         0         9     25634         9     -0.1332E-14       0.000    
      0         0         2        11     25676        11     -0.4441E-14       0.000    
      1         0         1        11     25718        11     -0.1110E-14       0.000    
      2         0         0        11     25760        11     -0.1554E-14       0.000    
      0         0         1        13     25790        13     -0.2554E-14       0.000    
      1         0         0        13     25820        13     -0.1776E-14       0.000    
      0         0         0        15     25836        15     -0.2665E-14       0.000    
      0         1         0       -14     25866       -13     -0.2109E-14       0.000    
      0         1         1       -12     25908       -11     -0.2109E-14       0.000    
      1         1         0       -12     25950       -11     -0.2665E-14       0.000    
      0         1         2       -10     26002        -9     -0.2776E-14       0.000    
      1         1         1       -10     26054        -9     -0.3664E-14       0.000    
      2         1         0       -10     26106        -9      0.1332E-14       0.000    
      0         1         3        -8     26166        -7     -0.2331E-14      0.4000E-02
      1         1         2        -8     26226        -7       0.000           0.000    
      2         1         1        -8     26286        -7     -0.1443E-14       0.000    
      3         1         0        -8     26346        -7     -0.1776E-14       0.000    
      0         1         4        -6     26412        -5       0.000           0.000    
      1         1         3        -6     26478        -5     -0.1998E-14       0.000    
      2         1         2        -6     26544        -5     -0.9992E-15       0.000    
      3         1         1        -6     26610        -5     -0.1776E-14       0.000    
      4         1         0        -6     26676        -5     -0.1110E-15       0.000    
      0         1         5        -4     26746        -3     -0.1998E-14       0.000    
      1         1         4        -4     26816        -3     -0.1665E-14       0.000    
      2         1         3        -4     26886        -3     -0.5551E-15       0.000    
      3         1         2        -4     26956        -3     -0.1554E-14       0.000    
      4         1         1        -4     27026        -3     -0.1110E-15      0.4001E-02
      5         1         0        -4     27096        -3      0.1110E-14       0.000    
      0         1         6        -2     27168        -1     -0.1110E-14       0.000    
      1         1         5        -2     27240        -1     -0.2998E-14       0.000    
      2         1         4        -2     27312        -1     -0.2220E-15       0.000    
      3         1         3        -2     27384        -1     -0.3331E-15       0.000    
