        2601   1.0000000000000000     
           5          41           4         -41          20          10          20         -10  7.43060595547957031E-003
           4          41           5         -41          20          10          20         -10 -7.43060594084230495E-003
           3          41           6         -41          20          10          20         -10 -2.05213978700329279E-002
           2          41           7         -41          20          10          20         -10 -1.93860145865377628E-002
           1          41           8         -41          20          10          20         -10 -2.73625645587602523E-002
           0          41           9         -41          20          10          20         -10  3.58427321525544990E-002
          10          40           0         -40          20          10          20         -10  8.76400043019891846E-004
           9          40           1         -40          20          10          20         -10  5.06892779248988568E-002
           8          40           2         -40          20          10          20         -10 -1.38201820960989086E-002
           7          40           3         -40          20          10          20         -10  1.55088116926649557E-002
           6          40           4         -40          20          10          20         -10 -3.74169190472383936E-002
           5          40           5         -40          20          10          20         -10 -1.21509998027019214E-003
           4          40           6         -40          20          10          20         -10 -3.74169190595075099E-002
           3          40           7         -40          20          10          20         -10  1.55088116520365853E-002
           2          40           8         -40          20          10          20         -10 -1.38201821108707001E-002
           1          40           9         -40          20          10          20         -10  5.06892779216316716E-002
           0          40          10         -40          20          10          20         -10  8.76400039342215735E-004
          11          39           0         -39          20          10          20         -10  3.50170582934080654E-002
          10          39           1         -39          20          10          20         -10 -1.23941683072721544E-003
           9          39           2         -39          20          10          20         -10 -2.56019515521278655E-002
           8          39           3         -39          20          10          20         -10 -1.10561456725079433E-002
           7          39           4         -39          20          10          20         -10 -2.82774084817231479E-002
           6          39           5         -39          20          10          20         -10  6.11865243246165896E-003
           5          39           6         -39          20          10          20         -10 -6.11865254341626211E-003
           4          39           7         -39          20          10          20         -10  2.82774085792044175E-002
           3          39           8         -39          20          10          20         -10  1.10561456936003506E-002
           2          39           9         -39          20          10          20         -10  2.56019515590909727E-002
           1          39          10         -39          20          10          20         -10  1.23941682435969478E-003
           0          39          11         -39          20          10          20         -10 -3.50170582838153638E-002
          12          38           0         -38          20          10          20         -10  1.53368622809533211E-002
          11          38           1         -38          20          10          20         -10 -4.95215987734785451E-002
          10          38           2         -38          20          10          20         -10  6.26000052447219131E-004
           9          38           3         -38          20          10          20         -10 -2.04815612482529968E-002
           8          38           4         -38          20          10          20         -10  2.01588074938303836E-002
           7          38           5         -38          20          10          20         -10  4.62410171362843438E-003
           6          38           6         -38          20          10          20         -10  3.08105593079529352E-002
           5          38           7         -38          20          10          20         -10  4.62410161515146995E-003
           4          38           8         -38          20          10          20         -10  2.01588073187793405E-002
           3          38           9         -38          20          10          20         -10 -2.04815611983868023E-002
           2          38          10         -38          20          10          20         -10  6.26000068683853998E-004
           1          38          11         -38          20          10          20         -10 -4.95215987431449414E-002
           0          38          12         -38          20          10          20         -10  1.53368622825710305E-002
          13          37           0         -37          20          10          20         -10 -2.71827212024408002E-002
          12          37           1         -37          20          10          20         -10 -2.16895986785333381E-002
          11          37           2         -37          20          10          20         -10  2.50121845772601319E-002
          10          37           3         -37          20          10          20         -10  5.00800031019126533E-004
           9          37           4         -37          20          10          20         -10  3.73442847435355094E-002
           8          37           5         -37          20          10          20         -10 -3.29649655834611879E-003
           7          37           6         -37          20          10          20         -10  2.32847275528864639E-002
           6          37           7         -37          20          10          20         -10 -2.32847275672417586E-002
           5          37           8         -37          20          10          20         -10  3.29649637046892669E-003
           4          37           9         -37          20          10          20         -10 -3.73442842093523672E-002
           3          37          10         -37          20          10          20         -10 -5.00800004592422284E-004
           2          37          11         -37          20          10          20         -10 -2.50121845071155854E-002
           1          37          12         -37          20          10          20         -10  2.16895986871036492E-002
           0          37          13         -37          20          10          20         -10  2.71827211904674473E-002
          14          36           0         -36          20          10          20         -10 -2.69207566727031507E-002
          13          36           1         -36          20          10          20         -10  3.84421729858246963E-002
          12          36           2         -36          20          10          20         -10  1.09549012992168626E-002
          11          36           3         -36          20          10          20         -10  2.00097481482196735E-002
          10          36           4         -36          20          10          20         -10 -9.13115015393899413E-004
           9          36           5         -36          20          10          20         -10 -6.10677675871454644E-003
           8          36           6         -36          20          10          20         -10 -1.65995524824063753E-002
           7          36           7         -36          20          10          20         -10 -1.75971657444733177E-002
           6          36           8         -36          20          10          20         -10 -1.65995537275486216E-002
           5          36           9         -36          20          10          20         -10 -6.10677524900095532E-003
           4          36          10         -36          20          10          20         -10 -9.13115366054842730E-004
           3          36          11         -36          20          10          20         -10  2.00097477050108878E-002
           2          36          12         -36          20          10          20         -10  1.09549016083658572E-002
           1          36          13         -36          20          10          20         -10  3.84421730018896096E-002
           0          36          14         -36          20          10          20         -10 -2.69207566185318894E-002
          15          35           0         -35          20          10          20         -10  1.50383922993894640E-002
          14          35           1         -35          20          10          20         -10  3.80716990626613350E-002
          13          35           2         -35          20          10          20         -10 -1.94162292955338753E-002
          12          35           3         -35          20          10          20         -10  8.76392146081004034E-003
          11          35           4         -35          20          10          20         -10 -3.64840216944815332E-002
          10          35           5         -35          20          10          20         -10  1.49319007991924096E-004
           9          35           6         -35          20          10          20         -10 -3.07507500136321062E-002
           8          35           7         -35          20          10          20         -10  1.25449217620863199E-002
           7          35           8         -35          20          10          20         -10 -1.25449235942460061E-002
           6          35           9         -35          20          10          20         -10  3.07507455232374771E-002
           5          35          10         -35          20          10          20         -10 -1.49318151313223137E-004
           4          35          11         -35          20          10          20         -10  3.64840211154698613E-002
           3          35          12         -35          20          10          20         -10 -8.76392194377484390E-003
           2          35          13         -35          20          10          20         -10  1.94162293366029401E-002
           1          35          14         -35          20          10          20         -10 -3.80716992297013349E-002
           0          35          15         -35          20          10          20         -10 -1.50383923296619863E-002
          16          34           0         -34          20          10          20         -10  3.27905388914160878E-002
          15          34           1         -34          20          10          20         -10 -2.12674985264274634E-002
          14          34           2         -34          20          10          20         -10 -1.92291118242032891E-002
          13          34           3         -34          20          10          20         -10 -1.55329831652156105E-002
          12          34           4         -34          20          10          20         -10 -1.59793661248820162E-002
          11          34           5         -34          20          10          20         -10  5.96609959282597743E-003
          10          34           6         -34          20          10          20         -10  7.51894994955036892E-004
           9          34           7         -34          20          10          20         -10  2.32395217059824764E-002
           8          34           8         -34          20          10          20         -10  8.94320757110843474E-003
           7          34           9         -34          20          10          20         -10  2.32395248688327255E-002
           6          34          10         -34          20          10          20         -10  7.51894284380193569E-004
           5          34          11         -34          20          10          20         -10  5.96609847108493969E-003
           4          34          12         -34          20          10          20         -10 -1.59793657019100532E-002
           3          34          13         -34          20          10          20         -10 -1.55329844902916524E-002
           2          34          14         -34          20          10          20         -10 -1.92291121467429993E-002
           1          34          15         -34          20          10          20         -10 -2.12674983256727797E-002
           0          34          16         -34          20          10          20         -10  3.27905390507717345E-002
          17          33           0         -33          20          10          20         -10 -1.16331242957569848E-003
          16          33           1         -33          20          10          20         -10 -4.63728243637885201E-002
          15          33           2         -33          20          10          20         -10  1.07417089403035789E-002
          14          33           3         -33          20          10          20         -10 -1.53832877193203089E-002
          13          33           4         -33          20          10          20         -10  2.83214825457306398E-002
          12          33           5         -33          20          10          20         -10  2.61304091020272532E-003
          11          33           6         -33          20          10          20         -10  3.00423778712370984E-002
          10          33           7         -33          20          10          20         -10 -5.68236025484766274E-004
           9          33           8         -33          20          10          20         -10  1.65673340204306775E-002
           8          33           9         -33          20          10          20         -10 -1.65673204543222916E-002
           7          33          10         -33          20          10          20         -10  5.68248589008800973E-004
           6          33          11         -33          20          10          20         -10 -3.00423568989510170E-002
           5          33          12         -33          20          10          20         -10 -2.61304208451335626E-003
           4          33          13         -33          20          10          20         -10 -2.83214816991285631E-002
           3          33          14         -33          20          10          20         -10  1.53832889436049808E-002
           2          33          15         -33          20          10          20         -10 -1.07417089853267846E-002
           1          33          16         -33          20          10          20         -10  4.63728248315907685E-002
           0          33          17         -33          20          10          20         -10  1.16331211023240513E-003
          18          32           0         -32          20          10          20         -10 -3.28232136848350259E-002
          17          32           1         -32          20          10          20         -10  1.64517207114107662E-003
          16          32           2         -32          20          10          20         -10  2.34218130712037856E-002
          15          32           3         -32          20          10          20         -10  8.59336519569233945E-003
          14          32           4         -32          20          10          20         -10  2.80485438772676426E-002
          13          32           5         -32          20          10          20         -10 -4.63130808593433061E-003
          12          32           6         -32          20          10          20         -10  1.31580406578927413E-002
          11          32           7         -32          20          10          20         -10 -2.27041881396751084E-002
          10          32           8         -32          20          10          20         -10 -4.05095937581103098E-004
           9          32           9         -32          20          10          20         -10 -3.06910644653390421E-002
           8          32          10         -32          20          10          20         -10 -4.05080425530465673E-004
           7          32          11         -32          20          10          20         -10 -2.27041944982885151E-002
           6          32          12         -32          20          10          20         -10  1.31580450941275011E-002
           5          32          13         -32          20          10          20         -10 -4.63130404971119972E-003
           4          32          14         -32          20          10          20         -10  2.80485412234658185E-002
           3          32          15         -32          20          10          20         -10  8.59336738062952375E-003
           2          32          16         -32          20          10          20         -10  2.34218129518419076E-002
           1          32          17         -32          20          10          20         -10  1.64517210030679269E-003
           0          32          18         -32          20          10          20         -10 -3.28232132165422255E-002
          19          31           0         -31          20          10          20         -10 -1.21617300302510299E-002
          18          31           1         -31          20          10          20         -10  4.64190339143762606E-002
          17          31           2         -31          20          10          20         -10 -8.30937475269773206E-004
          16          31           3         -31          20          10          20         -10  1.87374523305392261E-002
          15          31           4         -31          20          10          20         -10 -1.56683860254084352E-002
          14          31           5         -31          20          10          20         -10 -4.58666415868229198E-003
          13          31           6         -31          20          10          20         -10 -2.33210238573609320E-002
          12          31           7         -31          20          10          20         -10 -9.94405175654135276E-003
          11          31           8         -31          20          10          20         -10 -1.61856602609066064E-002
          10          31           9         -31          20          10          20         -10  7.50434988328569827E-004
           9          31          10         -31          20          10          20         -10 -7.50421849449263022E-004
           8          31          11         -31          20          10          20         -10  1.61856770430005431E-002
           7          31          12         -31          20          10          20         -10  9.94403374493357806E-003
           6          31          13         -31          20          10          20         -10  2.33210239318235799E-002
           5          31          14         -31          20          10          20         -10  4.58667910857797970E-003
           4          31          15         -31          20          10          20         -10  1.56683981780442565E-002
           3          31          16         -31          20          10          20         -10 -1.87374496484264581E-002
           2          31          17         -31          20          10          20         -10  8.30937953125625100E-004
           1          31          18         -31          20          10          20         -10 -4.64190335772380336E-002
           0          31          19         -31          20          10          20         -10  1.21617292875288059E-002
          20          30           0         -30          20          10          20         -10  2.76197492951598747E-002
          19          30           1         -30          20          10          20         -10  1.71992836284802324E-002
          18          30           2         -30          20          10          20         -10 -2.34451529765799249E-002
          17          30           3         -30          20          10          20         -10 -6.64751703118637307E-004
          16          30           4         -30          20          10          20         -10 -3.41642258138275812E-002
          15          30           5         -30          20          10          20         -10  2.56219944701394781E-003
          14          30           6         -30          20          10          20         -10 -2.30962620086962202E-002
          13          30           7         -30          20          10          20         -10  1.76246461937435948E-002
          12          30           8         -30          20          10          20         -10 -7.08902890227314404E-003
          11          30           9         -30          20          10          20         -10  2.99839781284018600E-002
          10          30          10         -30          20          10          20         -10  1.83859232524908307E-005
           9          30          11         -30          20          10          20         -10  2.99839772828181216E-002
           8          30          12         -30          20          10          20         -10 -7.08903771122009526E-003
           7          30          13         -30          20          10          20         -10  1.76246037030797081E-002
           6          30          14         -30          20          10          20         -10 -2.30963014309999749E-002
           5          30          15         -30          20          10          20         -10  2.56219894731887126E-003
           4          30          16         -30          20          10          20         -10 -3.41642241587189685E-002
           3          30          17         -30          20          10          20         -10 -6.64752572890627306E-004
           2          30          18         -30          20          10          20         -10 -2.34451520221964430E-002
           1          30          19         -30          20          10          20         -10  1.71992834179848751E-002
           0          30          20         -30          20          10          20         -10  2.76197498031541533E-002
          21          29           0         -29          20          10          20         -10  2.30687936162293911E-002
          20          29           1         -29          20          10          20         -10 -3.90602242866446223E-002
          19          29           2         -29          20          10          20         -10 -8.68694756753238088E-003
          18          29           3         -29          20          10          20         -10 -1.87561178988056541E-002
          17          29           4         -29          20          10          20         -10  1.21203925125956550E-003
          16          29           5         -29          20          10          20         -10  5.58675954734098000E-003
          15          29           6         -29          20          10          20         -10  1.29019942292470449E-002
          14          29           7         -29          20          10          20         -10  1.74548378495414103E-002
          13          29           8         -29          20          10          20         -10  1.25644005983535385E-002
          12          29           9         -29          20          10          20         -10  1.31325468879390454E-002
          11          29          10         -29          20          10          20         -10  7.33079100910289869E-004
          10          29          11         -29          20          10          20         -10 -7.33183111286272830E-004
           9          29          12         -29          20          10          20         -10 -1.31325138437558674E-002
           8          29          13         -29          20          10          20         -10 -1.25644367142922642E-002
           7          29          14         -29          20          10          20         -10 -1.74547103296650123E-002
           6          29          15         -29          20          10          20         -10 -1.29018876478584569E-002
           5          29          16         -29          20          10          20         -10 -5.58674837321577501E-003
           4          29          17         -29          20          10          20         -10 -1.21205450739216621E-003
           3          29          18         -29          20          10          20         -10  1.87561237234787244E-002
           2          29          19         -29          20          10          20         -10  8.68694769926420772E-003
           1          29          20         -29          20          10          20         -10  3.90602242796068699E-002
           0          29          21         -29          20          10          20         -10 -2.30687944762598754E-002
          22          28           0         -28          20          10          20         -10 -1.83130159238163691E-002
          21          28           1         -28          20          10          20         -10 -3.26242014995386312E-002
          20          28           2         -28          20          10          20         -10  1.97284002738127469E-002
          19          28           3         -28          20          10          20         -10 -6.94955877177533526E-003
          18          28           4         -28          20          10          20         -10  3.41982325724875733E-002
          17          28           5         -28          20          10          20         -10 -1.98227591636707085E-004
          16          28           6         -28          20          10          20         -10  2.81322303642804923E-002
          15          28           7         -28          20          10          20         -10 -9.75041296113678298E-003
          14          28           8         -28          20          10          20         -10  1.24432891310508782E-002
          13          28           9         -28          20          10          20         -10 -2.32759339142435198E-002
          12          28          10         -28          20          10          20         -10  3.21092765532127742E-004
          11          28          11         -28          20          10          20         -10 -2.92930834237579707E-002
          10          28          12         -28          20          10          20         -10  3.21198559750194678E-004
           9          28          13         -28          20          10          20         -10 -2.32758107546674198E-002
           8          28          14         -28          20          10          20         -10  1.24433582141045690E-002
           7          28          15         -28          20          10          20         -10 -9.75058941246856672E-003
           6          28          16         -28          20          10          20         -10  2.81321590513712964E-002
           5          28          17         -28          20          10          20         -10 -1.98205965827600314E-004
           4          28          18         -28          20          10          20         -10  3.41982675065088948E-002
           3          28          19         -28          20          10          20         -10 -6.94955487491141083E-003
           2          28          20         -28          20          10          20         -10  1.97283935069070028E-002
           1          28          21         -28          20          10          20         -10 -3.26242011978003718E-002
           0          28          22         -28          20          10          20         -10 -1.83130149115860452E-002
          23          27           0         -27          20          10          20         -10 -3.01774177149857943E-002
          22          27           1         -27          20          10          20         -10  2.58985151136452603E-002
          21          27           2         -27          20          10          20         -10  1.64777118297737592E-002
          20          27           3         -27          20          10          20         -10  1.57827338052652331E-002
          19          27           4         -27          20          10          20         -10  1.26712406448583701E-002
          18          27           5         -27          20          10          20         -10 -5.59228272912474806E-003
          17          27           6         -27          20          10          20         -10 -9.98128489118590501E-004
          16          27           7         -27          20          10          20         -10 -2.12605632690140919E-002
          15          27           8         -27          20          10          20         -10 -6.95105226114041148E-003
          14          27           9         -27          20          10          20         -10 -2.30516642127585186E-002
          13          27          10         -27          20          10          20         -10 -5.69161426535563591E-004
          12          27          11         -27          20          10          20         -10 -1.28300494450387728E-002
          11          27          12         -27          20          10          20         -10  1.28300072271802824E-002
          10          27          13         -27          20          10          20         -10  5.69312520382898651E-004
           9          27          14         -27          20          10          20         -10  2.30516405052585693E-002
           8          27          15         -27          20          10          20         -10  6.95111866949385624E-003
           7          27          16         -27          20          10          20         -10  2.12605359331087852E-002
           6          27          17         -27          20          10          20         -10  9.97996905793685409E-004
           5          27          18         -27          20          10          20         -10  5.59231852623187902E-003
           4          27          19         -27          20          10          20         -10 -1.26712436869979052E-002
           3          27          20         -27          20          10          20         -10 -1.57827031469993974E-002
           2          27          21         -27          20          10          20         -10 -1.64777080390272578E-002
           1          27          22         -27          20          10          20         -10 -2.58985148261625386E-002
           0          27          23         -27          20          10          20         -10  3.01774171102648509E-002
          24          26           0         -26          20          10          20         -10  6.40159641930814708E-003
          23          26           1         -26          20          10          20         -10  4.26773135940765602E-002
          22          26           2         -26          20          10          20         -10 -1.30807264801150562E-002
          21          26           3         -26          20          10          20         -10  1.31821613468043157E-002
          20          26           4         -26          20          10          20         -10 -2.87767972071821775E-002
          19          26           5         -26          20          10          20         -10 -2.07202530241162300E-003
          18          26           6         -26          20          10          20         -10 -2.81601656360948582E-002
          17          26           7         -26          20          10          20         -10  7.54321606119384680E-004
          16          26           8         -26          20          10          20         -10 -1.51563094650906012E-002
          15          26           9         -26          20          10          20         -10  1.28770824745102989E-002
          14          26          10         -26          20          10          20         -10 -5.63988997782119373E-004
          13          26          11         -26          20          10          20         -10  2.27390719554590968E-002
          12          26          12         -26          20          10          20         -10  5.61977739248168719E-003
          11          26          13         -26          20          10          20         -10  2.27396543768161388E-002
          10          26          14         -26          20          10          20         -10 -5.63472133635088430E-004
           9          26          15         -26          20          10          20         -10  1.28765376289295859E-002
           8          26          16         -26          20          10          20         -10 -1.51566085867599759E-002
           7          26          17         -26          20          10          20         -10  7.54268387928691986E-004
           6          26          18         -26          20          10          20         -10 -2.81602043510337970E-002
           5          26          19         -26          20          10          20         -10 -2.07200882695097836E-003
           4          26          20         -26          20          10          20         -10 -2.87768273220069815E-002
           3          26          21         -26          20          10          20         -10  1.31821662687875967E-002
           2          26          22         -26          20          10          20         -10 -1.30807256239798969E-002
           1          26          23         -26          20          10          20         -10  4.26773135335518916E-002
           0          26          24         -26          20          10          20         -10  6.40159743256281822E-003
          25          25           0         -25          20          10          20         -10  3.26418677400786561E-002
          24          25           1         -25          20          10          20         -10 -9.05322483272457713E-003
          23          25           2         -25          20          10          20         -10 -2.15552996497671220E-002
          22          25           3         -25          20          10          20         -10 -1.04645736998644628E-002
          21          25           4         -25          20          10          20         -10 -2.40352410706366273E-002
          20          25           5         -25          20          10          20         -10  4.70583675368739345E-003
          19          25           6         -25          20          10          20         -10 -1.04342167793917001E-002
          18          25           7         -25          20          10          20         -10  2.12819571027351648E-002
          17          25           8         -25          20          10          20         -10  5.37929631749819374E-004
          16          25           9         -25          20          10          20         -10  2.80778959174291624E-002
          15          25          10         -25          20          10          20         -10  3.14443784758942154E-004
          14          25          11         -25          20          10          20         -10  2.25218396531706132E-002
          13          25          12         -25          20          10          20         -10 -9.95999529170018237E-003
          12          25          13         -25          20          10          20         -10  9.95918891839457816E-003
          11          25          14         -25          20          10          20         -10 -2.25212037859018367E-002
          10          25          15         -25          20          10          20         -10 -3.15882262328957570E-004
           9          25          16         -25          20          10          20         -10 -2.80780517511096360E-002
           8          25          17         -25          20          10          20         -10 -5.37578427397909417E-004
           7          25          18         -25          20          10          20         -10 -2.12820592257875300E-002
           6          25          19         -25          20          10          20         -10  1.04340264988330989E-002
           5          25          20         -25          20          10          20         -10 -4.70582308041041057E-003
           4          25          21         -25          20          10          20         -10  2.40352092761518220E-002
           3          25          22         -25          20          10          20         -10  1.04645747880303952E-002
           2          25          23         -25          20          10          20         -10  2.15552978130058061E-002
           1          25          24         -25          20          10          20         -10  9.05322563645633363E-003
           0          25          25         -25          20          10          20         -10 -3.26418688710998980E-002
          26          24           0         -24          20          10          20         -10  6.40159759992903893E-003
          25          24           1         -24          20          10          20         -10 -4.61625744715657843E-002
          24          24           2         -24          20          10          20         -10  4.57256697327376727E-003
          23          24           3         -24          20          10          20         -10 -1.72442353693470600E-002
          22          24           4         -24          20          10          20         -10  1.90802102298859577E-002
          21          24           5         -24          20          10          20         -10  3.93034111948007119E-003
          20          24           6         -24          20          10          20         -10  2.36964427880979565E-002
          19          24           7         -24          20          10          20         -10  7.88564879608290650E-003
          18          24           8         -24          20          10          20         -10  1.51709951851223494E-002
          17          24           9         -24          20          10          20         -10 -9.96305268488487366E-004
          16          24          10         -24          20          10          20         -10  6.86985564699553160E-004
          15          24          11         -24          20          10          20         -10 -1.25792236365305544E-002
          14          24          12         -24          20          10          20         -10 -9.86185756713610882E-003
          13          24          13         -24          20          10          20         -10 -1.76519433468669100E-002
          12          24          14         -24          20          10          20         -10 -9.86293286612006936E-003
