#    n1        m1        n2        m2     count        mJ       sum-1               T
      1        -2         1        -2       713        -4     -0.4441E-15       0.000    
      2        -2         0        -2       734        -4       0.000           0.000    
      0        -2         3         0       758        -2     -0.3331E-15       0.000    
      1        -2         2         0       782        -2     -0.2220E-15       0.000    
      2        -2         1         0       806        -2      0.8882E-15       0.000    
      3        -2         0         0       830        -2      0.2220E-14       0.000    
      0        -2         2         2       855         0     -0.4441E-15       0.000    
      1        -2         1         2       880         0      0.2220E-15       0.000    
      2        -2         0         2       905         0      0.1110E-14       0.000    
      0        -2         1         4       929         2     -0.5551E-15       0.000    
      1        -2         0         4       953         2     -0.3331E-15       0.000    
      0        -2         0         6       974         4     -0.1110E-15       0.000    
      0        -1         0        -7       983        -8     -0.1665E-14       0.000    
      0        -1         1        -5       999        -6     -0.1110E-14       0.000    
      1        -1         0        -5      1015        -6     -0.1665E-14       0.000    
      0        -1         2        -3      1036        -4     -0.1221E-14       0.000    
      1        -1         1        -3      1057        -4     -0.1221E-14       0.000    
      2        -1         0        -3      1078        -4       0.000           0.000    
      0        -1         3        -1      1102        -2     -0.1665E-14       0.000    
      1        -1         2        -1      1126        -2     -0.5551E-15       0.000    
      2        -1         1        -1      1150        -2      0.4441E-15       0.000    
      3        -1         0        -1      1174        -2      0.4441E-15       0.000    
      0        -1         3         1      1199         0     -0.1776E-14       0.000    
      1        -1         2         1      1224         0      0.2220E-15       0.000    
      2        -1         1         1      1249         0      0.1110E-14       0.000    
      3        -1         0         1      1274         0      0.6661E-15       0.000    
      0        -1         2         3      1298         2     -0.9992E-15       0.000    
      1        -1         1         3      1322         2     -0.5551E-15       0.000    
      2        -1         0         3      1346         2      0.4441E-15       0.000    
      0        -1         1         5      1367         4     -0.7772E-15       0.000    
      1        -1         0         5      1388         4     -0.6661E-15      0.4000E-02
      0        -1         0         7      1404         6     -0.6661E-15       0.000    
      0         0         0        -8      1413        -8     -0.8882E-15       0.000    
      0         0         1        -6      1429        -6     -0.9992E-15       0.000    
      1         0         0        -6      1445        -6     -0.7772E-15       0.000    
      0         0         2        -4      1466        -4     -0.1110E-14       0.000    
      1         0         1        -4      1487        -4     -0.1221E-14       0.000    
      2         0         0        -4      1508        -4     -0.5551E-15       0.000    
      0         0         3        -2      1532        -2     -0.1110E-14       0.000    
      1         0         2        -2      1556        -2     -0.5551E-15       0.000    
      2         0         1        -2      1580        -2     -0.3331E-15       0.000    
      3         0         0        -2      1604        -2      0.6661E-15       0.000    
      0         0         4         0      1629         0     -0.1998E-14       0.000    
      1         0         3         0      1654         0     -0.2220E-15       0.000    
      2         0         2         0      1679         0      0.2220E-15       0.000    
      3         0         1         0      1704         0      0.1554E-14       0.000    
      4         0         0         0      1729         0      0.1332E-14       0.000    
      0         0         3         2      1753         2     -0.1110E-14       0.000    
      1         0         2         2      1777         2     -0.6661E-15       0.000    
      2         0         1         2      1801         2     -0.2220E-15       0.000    
      3         0         0         2      1825         2      0.6661E-15       0.000    
      0         0         2         4      1846         4     -0.9992E-15       0.000    
      1         0         1         4      1867         4     -0.1332E-14       0.000    
      2         0         0         4      1888         4     -0.5551E-15       0.000    
      0         0         1         6      1904         6     -0.1110E-14       0.000    
      1         0         0         6      1920         6     -0.7772E-15       0.000    
      0         0         0         8      1929         8     -0.8882E-15       0.000    
      0         1         0        -7      1945        -6     -0.5551E-15       0.000    
      0         1         1        -5      1966        -4     -0.7772E-15       0.000    
      1         1         0        -5      1987        -4     -0.6661E-15       0.000    
      0         1         2        -3      2011        -2     -0.8882E-15       0.000    
      1         1         1        -3      2035        -2     -0.4441E-15       0.000    
      2         1         0        -3      2059        -2      0.4441E-15       0.000    
      0         1         3        -1      2084         0     -0.1776E-14       0.000    
      1         1         2        -1      2109         0      0.2220E-15       0.000    
      2         1         1        -1      2134         0      0.1110E-14       0.000    
      3         1         0        -1      2159         0      0.8882E-15       0.000    
      0         1         3         1      2183         2     -0.1776E-14       0.000    
      1         1         2         1      2207         2     -0.4441E-15       0.000    
      2         1         1         1      2231         2      0.4441E-15      0.4000E-02
      3         1         0         1      2255         2      0.4441E-15       0.000    
      0         1         2         3      2276         4     -0.1110E-14       0.000    
      1         1         1         3      2297         4     -0.1332E-14       0.000    
      2         1         0         3      2318         4       0.000           0.000    
      0         1         1         5      2334         6     -0.1221E-14       0.000    
      1         1         0         5      2350         6     -0.1776E-14       0.000    
      0         1         0         7      2359         8     -0.1554E-14       0.000    
      0         2         0        -6      2380        -4     -0.1110E-15       0.000    
      0         2         1        -4      2404        -2     -0.5551E-15       0.000    
      1         2         0        -4      2428        -2     -0.3331E-15       0.000    
      0         2         2        -2      2453         0     -0.4441E-15       0.000    
      1         2         1        -2      2478         0      0.2220E-15       0.000    
      2         2         0        -2      2503         0      0.1110E-14       0.000    
      0         2         3         0      2527         2     -0.3331E-15       0.000    
      1         2         2         0      2551         2     -0.2220E-15       0.000    
      2         2         1         0      2575         2      0.6661E-15       0.000    
      3         2         0         0      2599         2      0.2220E-14       0.000    
      0         2         2         2      2620         4     -0.1332E-14       0.000    
      1         2         1         2      2641         4     -0.4441E-15       0.000    
      2         2         0         2      2662         4      0.2220E-15       0.000    
      0         2         1         4      2678         6     -0.1887E-14       0.000    
      1         2         0         4      2694         6     -0.1665E-14       0.000    
      0         2         0         6      2703         8     -0.1554E-14       0.000    
      0         3         0        -5      2727        -2     -0.1110E-15       0.000    
      0         3         1        -3      2752         0     -0.1110E-14       0.000    
      1         3         0        -3      2777         0       0.000           0.000    
      0         3         2        -1      2801         2     -0.3331E-15       0.000    
      1         3         1        -1      2825         2      0.4441E-15       0.000    
      2         3         0        -1      2849         2      0.1332E-14       0.000    
      0         3         2         1      2870         4     -0.9992E-15       0.000    
      1         3         1         1      2891         4     -0.2220E-15       0.000    
      2         3         0         1      2912         4      0.1332E-14       0.000    
      0         3         1         3      2928         6     -0.2220E-14       0.000    
      1         3         0         3      2944         6     -0.1110E-14       0.000    
      0         3         0         5      2953         8     -0.2442E-14       0.000    
      0         4         0        -4      2978         0     -0.5551E-15       0.000    
      0         4         1        -2      3002         2     -0.3331E-15       0.000    
      1         4         0        -2      3026         2      0.8882E-15       0.000    
      0         4         2         0      3047         4     -0.5551E-15       0.000    
      1         4         1         0      3068         4      0.6661E-15       0.000    
      2         4         0         0      3089         4      0.2220E-14       0.000    
      0         4         1         2      3105         6     -0.1665E-14       0.000    
      1         4         0         2      3121         6     -0.1110E-15       0.000    
      0         4         0         4      3130         8     -0.1998E-14       0.000    
      0         5         0        -3      3154         2      0.6661E-15      0.4000E-02
      0         5         1        -1      3175         4      0.4441E-15       0.000    
      1         5         0        -1      3196         4      0.1998E-14       0.000    
      0         5         1         1      3212         6     -0.7772E-15       0.000    
      1         5         0         1      3228         6      0.1110E-14       0.000    
      0         5         0         3      3237         8     -0.1110E-14       0.000    
      0         6         0        -2      3258         4      0.1554E-14       0.000    
      0         6         1         0      3274         6      0.8882E-15       0.000    
      1         6         0         0      3290         6      0.2442E-14       0.000    
      0         6         0         2      3299         8     -0.5551E-15       0.000    
      0         7         0        -1      3315         6      0.1776E-14       0.000    
      0         7         0         1      3324         8      0.1110E-14       0.000    
      0         8         0         0      3333         8      0.2665E-14       0.000    
