#    n1        m1        n2        m2     count        mJ       sum-1               T
      0       -29         1         5      7947       -24      0.1354E-13      0.4001E-02
      1       -29         0         5      8164       -24      0.1688E-13       0.000    
      0       -29         0         7      8404       -22      0.7994E-14      0.4000E-02
      0       -28         0        -8      8441       -36      0.1926E-11       0.000    
      0       -28         1        -6      8513       -34      0.1725E-12       0.000    
      1       -28         0        -6      8585       -34      0.5640E-13      0.4000E-02
      0       -28         2        -4      8690       -32      0.1144E-12      0.4000E-02
      1       -28         1        -4      8795       -32     -0.4319E-13      0.4001E-02
      2       -28         0        -4      8900       -32     -0.1255E-13      0.4000E-02
      0       -28         3        -2      9036       -30      0.5018E-13      0.4000E-02
      1       -28         2        -2      9172       -30      0.2154E-13      0.1200E-01
      2       -28         1        -2      9308       -30      0.1710E-13      0.4000E-02
      3       -28         0        -2      9444       -30      0.1532E-13      0.4000E-02
      0       -28         4         0      9609       -28       0.000          0.8001E-02
      1       -28         3         0      9774       -28      0.1243E-13      0.8000E-02
      2       -28         2         0      9939       -28      0.1488E-13      0.8001E-02
      3       -28         1         0     10104       -28      0.1377E-13       0.000    
      4       -28         0         0     10269       -28      0.1399E-13      0.4000E-02
      0       -28         3         2     10461       -26      0.7105E-14      0.4000E-02
      1       -28         2         2     10653       -26      0.1110E-13      0.8001E-02
      2       -28         1         2     10845       -26      0.1377E-13      0.4000E-02
      3       -28         0         2     11037       -26      0.1554E-13       0.000    
      0       -28         2         4     11254       -24      0.2220E-15      0.8001E-02
      1       -28         1         4     11471       -24      0.1510E-13      0.4000E-02
      2       -28         0         4     11688       -24      0.1621E-13       0.000    
      0       -28         1         6     11928       -22      0.7772E-14      0.4000E-02
      1       -28         0         6     12168       -22      0.1354E-13       0.000    
      0       -28         0         8     12429       -20      0.1266E-13      0.4000E-02
      0       -27         0        -9     12466       -36     -0.6884E-12       0.000    
      0       -27         1        -7     12538       -34      0.1201E-12       0.000    
      1       -27         0        -7     12610       -34      0.1730E-12      0.4001E-02
      0       -27         2        -5     12715       -32      0.3719E-12      0.4000E-02
      1       -27         1        -5     12820       -32      0.5107E-13      0.4000E-02
      2       -27         0        -5     12925       -32     -0.6573E-13      0.4000E-02
      0       -27         3        -3     13061       -30      0.8105E-13      0.8001E-02
      1       -27         2        -3     13197       -30     -0.6062E-13      0.1200E-01
      2       -27         1        -3     13333       -30      0.2132E-13      0.8000E-02
      3       -27         0        -3     13469       -30      0.1443E-13      0.4000E-02
      0       -27         4        -1     13634       -28      0.1554E-13      0.8001E-02
      1       -27         3        -1     13799       -28     -0.1932E-13      0.1200E-01
      2       -27         2        -1     13964       -28      0.1399E-13      0.1200E-01
      3       -27         1        -1     14129       -28      0.1221E-13      0.4001E-02
      4       -27         0        -1     14294       -28      0.1754E-13      0.4000E-02
      0       -27         4         1     14486       -26     -0.9548E-14      0.8000E-02
      1       -27         3         1     14678       -26      0.6661E-14      0.1200E-01
      2       -27         2         1     14870       -26      0.9770E-14      0.8001E-02
      3       -27         1         1     15062       -26      0.1421E-13      0.4000E-02
      4       -27         0         1     15254       -26      0.1821E-13      0.4000E-02
      0       -27         3         3     15471       -24      0.5107E-14      0.4000E-02
      1       -27         2         3     15688       -24     -0.1443E-14      0.1200E-01
      2       -27         1         3     15905       -24      0.1465E-13      0.4000E-02
      3       -27         0         3     16122       -24      0.9992E-14       0.000    
      0       -27         2         5     16362       -22      0.9104E-14      0.8001E-02
      1       -27         1         5     16602       -22      0.1377E-13      0.4000E-02
      2       -27         0         5     16842       -22      0.1599E-13       0.000    
      0       -27         1         7     17103       -20      0.1421E-13      0.4000E-02
      1       -27         0         7     17364       -20      0.7327E-14       0.000    
      0       -27         0         9     17644       -18      0.8882E-14      0.4001E-02
      0       -26         0       -10     17681       -36      0.2209E-12       0.000    
      0       -26         1        -8     17753       -34      0.4918E-12      0.4000E-02
      1       -26         0        -8     17825       -34      0.1212E-12       0.000    
      0       -26         2        -6     17930       -32      0.2109E-13      0.4000E-02
      1       -26         1        -6     18035       -32      0.1175E-12      0.8001E-02
      2       -26         0        -6     18140       -32      0.1243E-12      0.4000E-02
      0       -26         3        -4     18276       -30     -0.2498E-13      0.8000E-02
      1       -26         2        -4     18412       -30      0.1523E-12      0.1200E-01
      2       -26         1        -4     18548       -30     -0.5551E-15      0.8001E-02
      3       -26         0        -4     18684       -30     -0.3475E-13      0.4000E-02
      0       -26         4        -2     18849       -28      0.1326E-12      0.1200E-01
      1       -26         3        -2     19014       -28     -0.4441E-15      0.1600E-01
      2       -26         2        -2     19179       -28     -0.1332E-14      0.1600E-01
      3       -26         1        -2     19344       -28      0.1243E-13      0.8000E-02
      4       -26         0        -2     19509       -28      0.1643E-13      0.4000E-02
      0       -26         5         0     19701       -26      0.2931E-13      0.8001E-02
      1       -26         4         0     19893       -26     -0.2309E-13      0.2000E-01
      2       -26         3         0     20085       -26      0.7772E-14      0.1600E-01
      3       -26         2         0     20277       -26      0.9104E-14      0.8001E-02
      4       -26         1         0     20469       -26      0.1554E-13      0.4000E-02
      5       -26         0         0     20661       -26      0.2176E-13       0.000    
      0       -26         4         2     20878       -24      0.8438E-14      0.1200E-01
      1       -26         3         2     21095       -24      0.1443E-13      0.1200E-01
      2       -26         2         2     21312       -24      0.1554E-13      0.1200E-01
      3       -26         1         2     21529       -24      0.8216E-14      0.4000E-02
      4       -26         0         2     21746       -24      0.1665E-13      0.4001E-02
      0       -26         3         4     21986       -22     -0.4663E-14      0.8000E-02
      1       -26         2         4     22226       -22      0.1532E-13      0.8001E-02
      2       -26         1         4     22466       -22      0.1688E-13      0.8000E-02
      3       -26         0         4     22706       -22      0.1066E-13       0.000    
      0       -26         2         6     22967       -20      0.8216E-14      0.4000E-02
      1       -26         1         6     23228       -20      0.9548E-14      0.8001E-02
      2       -26         0         6     23489       -20      0.1421E-13       0.000    
      0       -26         1         8     23769       -18      0.2887E-14      0.4000E-02
      1       -26         0         8     24049       -18      0.1354E-13      0.4000E-02
      0       -26         0        10     24346       -16      0.5773E-14       0.000    
      0       -25         0       -11     24383       -36      0.5721E-11       0.000    
      0       -25         1        -9     24455       -34      0.1858E-11      0.4001E-02
      1       -25         0        -9     24527       -34      0.4918E-12       0.000    
      0       -25         2        -7     24632       -32     -0.4184E-12      0.8000E-02
      1       -25         1        -7     24737       -32     -0.2655E-12      0.4000E-02
      2       -25         0        -7     24842       -32      0.3679E-12      0.4001E-02
      0       -25         3        -5     24978       -30      0.6017E-13      0.8000E-02
      1       -25         2        -5     25114       -30      0.9903E-13      0.1600E-01
      2       -25         1        -5     25250       -30      0.1867E-12      0.8001E-02
      3       -25         0        -5     25386       -30      0.5196E-13      0.8000E-02
      0       -25         4        -3     25551       -28     -0.6939E-13      0.1200E-01
      1       -25         3        -3     25716       -28      0.5329E-14      0.1600E-01
      2       -25         2        -3     25881       -28     -0.1288E-13      0.2000E-01
      3       -25         1        -3     26046       -28     -0.9326E-14      0.1200E-01
      4       -25         0        -3     26211       -28      0.5107E-14      0.4000E-02
      0       -25         5        -1     26403       -26     -0.1876E-13      0.1600E-01
      1       -25         4        -1     26595       -26      0.1488E-13      0.2000E-01
      2       -25         3        -1     26787       -26     -0.2442E-14      0.2400E-01
      3       -25         2        -1     26979       -26      0.4441E-14      0.1200E-01
      4       -25         1        -1     27171       -26      0.1199E-13      0.8000E-02
      5       -25         0        -1     27363       -26      0.1865E-13      0.4000E-02
      0       -25         5         1     27580       -24      0.7550E-14      0.1200E-01
      1       -25         4         1     27797       -24      0.9548E-14      0.2000E-01
      2       -25         3         1     28014       -24      0.1732E-13      0.2000E-01
      3       -25         2         1     28231       -24      0.9770E-14      0.1200E-01
      4       -25         1         1     28448       -24      0.1554E-13      0.4001E-02
      5       -25         0         1     28665       -24      0.1910E-13      0.4000E-02
      0       -25         4         3     28905       -22      0.1354E-13      0.8000E-02
      1       -25         3         3     29145       -22      0.5329E-14      0.1600E-01
      2       -25         2         3     29385       -22      0.5107E-14      0.1600E-01
      3       -25         1         3     29625       -22      0.1088E-13      0.4001E-02
      4       -25         0         3     29865       -22      0.1088E-13      0.4000E-02
      0       -25         3         5     30126       -20      0.8882E-14      0.8000E-02
      1       -25         2         5     30387       -20      0.4663E-14      0.8001E-02
      2       -25         1         5     30648       -20      0.1643E-13      0.8000E-02
      3       -25         0         5     30909       -20      0.1399E-13      0.4001E-02
      0       -25         2         7     31189       -18      0.8660E-14      0.4000E-02
      1       -25         1         7     31469       -18      0.7105E-14      0.8000E-02
      2       -25         0         7     31749       -18      0.9770E-14       0.000    
      0       -25         1         9     32046       -16      0.1266E-13      0.4001E-02
      1       -25         0         9     32343       -16      0.8882E-15      0.4000E-02
      0       -25         0        11     32655       -14      0.5995E-14       0.000    
      0       -24         0       -12     32692       -36     -0.5542E-11       0.000    
      0       -24         1       -10     32764       -34     -0.4440E-11      0.4000E-02
      1       -24         0       -10     32836       -34      0.1858E-11      0.4000E-02
      0       -24         2        -8     32941       -32     -0.6620E-12      0.4001E-02
      1       -24         1        -8     33046       -32     -0.7387E-12      0.8000E-02
      2       -24         0        -8     33151       -32      0.1843E-13      0.4000E-02
      0       -24         3        -6     33287       -30     -0.4591E-12      0.8001E-02
      1       -24         2        -6     33423       -30     -0.2646E-12      0.1200E-01
      2       -24         1        -6     33559       -30      0.1021E-13      0.1200E-01
      3       -24         0        -6     33695       -30      0.8371E-13      0.8001E-02
      0       -24         4        -4     33860       -28     -0.1371E-12      0.1200E-01
      1       -24         3        -4     34025       -28      0.1061E-12      0.2000E-01
      2       -24         2        -4     34190       -28      0.7683E-13      0.2400E-01
      3       -24         1        -4     34355       -28      0.2087E-13      0.1600E-01
      4       -24         0        -4     34520       -28      0.1998E-14      0.4001E-02
      0       -24         5        -2     34712       -26     -0.5429E-13      0.1600E-01
      1       -24         4        -2     34904       -26     -0.6772E-14      0.2800E-01
      2       -24         3        -2     35096       -26      0.5773E-14      0.2800E-01
      3       -24         2        -2     35288       -26     -0.3331E-14      0.2000E-01
      4       -24         1        -2     35480       -26      0.7994E-14      0.1200E-01
      5       -24         0        -2     35672       -26      0.1732E-13      0.4000E-02
      0       -24         6         0     35889       -24     -0.7438E-14      0.1600E-01
      1       -24         5         0     36106       -24     -0.2887E-14      0.2800E-01
      2       -24         4         0     36323       -24     -0.2109E-13      0.2800E-01
      3       -24         3         0     36540       -24      0.8438E-14      0.2000E-01
      4       -24         2         0     36757       -24      0.1577E-13      0.1200E-01
      5       -24         1         0     36974       -24      0.1732E-13      0.4000E-02
      6       -24         0         0     37191       -24      0.1865E-13       0.000    
      0       -24         5         2     37431       -22      0.2420E-13      0.1600E-01
      1       -24         4         2     37671       -22     -0.1665E-14      0.2400E-01
      2       -24         3         2     37911       -22      0.4663E-14      0.2000E-01
      3       -24         2         2     38151       -22      0.1465E-13      0.1600E-01
      4       -24         1         2     38391       -22      0.1110E-13      0.8000E-02
      5       -24         0         2     38631       -22      0.1688E-13       0.000    
      0       -24         4         4     38892       -20      0.1532E-13      0.1200E-01
      1       -24         3         4     39153       -20      0.2887E-14      0.1600E-01
      2       -24         2         4     39414       -20      0.1288E-13      0.1600E-01
      3       -24         1         4     39675       -20      0.1865E-13      0.8001E-02
      4       -24         0         4     39936       -20      0.1488E-13      0.4000E-02
      0       -24         3         6     40216       -18      0.2442E-14      0.8000E-02
      1       -24         2         6     40496       -18      0.1465E-13      0.1200E-01
      2       -24         1         6     40776       -18      0.2887E-14      0.8001E-02
      3       -24         0         6     41056       -18      0.1421E-13       0.000    
      0       -24         2         8     41353       -16      0.8660E-14      0.8000E-02
      1       -24         1         8     41650       -16      0.8216E-14      0.4000E-02
      2       -24         0         8     41947       -16      0.7550E-14      0.4001E-02
      0       -24         1        10     42259       -14      0.1421E-13      0.4000E-02
      1       -24         0        10     42571       -14      0.1044E-13       0.000    
      0       -24         0        12     42896       -12      0.1465E-13      0.4000E-02
      0       -23         0       -13     42933       -36     -0.8993E-11       0.000    
      0       -23         1       -11     43005       -34     -0.2873E-11      0.4000E-02
      1       -23         0       -11     43077       -34     -0.4440E-11       0.000    
      0       -23         2        -9     43182       -32     -0.5881E-12      0.4001E-02
      1       -23         1        -9     43287       -32     -0.4365E-12      0.8000E-02
      2       -23         0        -9     43392       -32     -0.4161E-12      0.4000E-02
      0       -23         3        -7     43528       -30     -0.4546E-12      0.8001E-02
      1       -23         2        -7     43664       -30      0.3448E-12      0.1600E-01
      2       -23         1        -7     43800       -30     -0.3811E-12      0.1200E-01
      3       -23         0        -7     43936       -30     -0.2232E-13      0.8000E-02
      0       -23         4        -5     44101       -28     -0.1301E-12      0.1200E-01
      1       -23         3        -5     44266       -28      0.1152E-12      0.2000E-01
      2       -23         2        -5     44431       -28      0.2776E-13      0.2400E-01
      3       -23         1        -5     44596       -28      0.1554E-14      0.2000E-01
      4       -23         0        -5     44761       -28      0.3086E-13      0.8000E-02
      0       -23         5        -3     44953       -26     -0.1453E-12      0.1600E-01
      1       -23         4        -3     45145       -26      0.8460E-13      0.2800E-01
      2       -23         3        -3     45337       -26      0.1243E-13      0.3200E-01
      3       -23         2        -3     45529       -26      0.1221E-13      0.2800E-01
      4       -23         1        -3     45721       -26     -0.4219E-14      0.2000E-01
      5       -23         0        -3     45913       -26      0.9548E-14      0.4000E-02
      0       -23         6        -1     46130       -24     -0.6850E-13      0.1600E-01
      1       -23         5        -1     46347       -24      0.1132E-13      0.3600E-01
      2       -23         4        -1     46564       -24     -0.6328E-14      0.3600E-01
      3       -23         3        -1     46781       -24     -0.1743E-13      0.3200E-01
      4       -23         2        -1     46998       -24      0.1954E-13      0.2000E-01
      5       -23         1        -1     47215       -24      0.1532E-13      0.8001E-02
      6       -23         0        -1     47432       -24      0.1665E-13       0.000    
      0       -23         6         1     47672       -22     -0.1077E-13      0.2000E-01
      1       -23         5         1     47912       -22      0.3753E-13      0.3200E-01
      2       -23         4         1     48152       -22     -0.1676E-13      0.3600E-01
      3       -23         3         1     48392       -22      0.5995E-14      0.2400E-01
      4       -23         2         1     48632       -22      0.1688E-13      0.1600E-01
      5       -23         1         1     48872       -22      0.1843E-13      0.4000E-02
      6       -23         0         1     49112       -22      0.1621E-13      0.4000E-02
      0       -23         5         3     49373       -20      0.1488E-13      0.1600E-01
      1       -23         4         3     49634       -20      0.1288E-13      0.2800E-01
      2       -23         3         3     49895       -20      0.1354E-13      0.2400E-01
      3       -23         2         3     50156       -20      0.1288E-13      0.2000E-01
      4       -23         1         3     50417       -20      0.1754E-13      0.8000E-02
      5       -23         0         3     50678       -20      0.1488E-13       0.000    
      0       -23         4         5     50958       -18      0.3997E-14      0.1200E-01
      1       -23         3         5     51238       -18      0.7105E-14      0.2000E-01
      2       -23         2         5     51518       -18      0.8660E-14      0.1600E-01
      3       -23         1         5     51798       -18      0.9548E-14      0.1200E-01
      4       -23         0         5     52078       -18      0.1998E-13       0.000    
      0       -23         3         7     52375       -16      0.3553E-14      0.1200E-01
      1       -23         2         7     52672       -16      0.4219E-14      0.8000E-02
      2       -23         1         7     52969       -16      0.1266E-13      0.1200E-01
      3       -23         0         7     53266       -16      0.6661E-15       0.000    
      0       -23         2         9     53578       -14      0.2220E-15      0.8000E-02
      1       -23         1         9     53890       -14      0.5773E-14      0.4001E-02
      2       -23         0         9     54202       -14      0.6883E-14      0.4000E-02
      0       -23         1        11     54527       -12      0.1110E-13      0.4000E-02
      1       -23         0        11     54852       -12      0.1266E-13      0.4000E-02
      0       -23         0        13     55188       -10      0.2220E-14       0.000    
      0       -22         0       -14     55225       -36      0.1746E-10       0.000    
      0       -22         1       -12     55297       -34      0.2646E-11      0.4001E-02
      1       -22         0       -12     55369       -34     -0.2872E-11       0.000    
      0       -22         2       -10     55474       -32      0.5163E-12      0.8000E-02
      1       -22         1       -10     55579       -32     -0.1201E-11      0.4000E-02
      2       -22         0       -10     55684       -32     -0.6849E-12      0.8001E-02
      0       -22         3        -8     55820       -30     -0.3672E-12      0.8000E-02
      1       -22         2        -8     55956       -30     -0.6449E-12      0.1200E-01
      2       -22         1        -8     56092       -30     -0.3452E-12      0.1600E-01
      3       -22         0        -8     56228       -30      0.6151E-13      0.8001E-02
      0       -22         4        -6     56393       -28      0.1577E-12      0.1200E-01
      1       -22         3        -6     56558       -28      0.7083E-13      0.2400E-01
      2       -22         2        -6     56723       -28     -0.1420E-12      0.2400E-01
      3       -22         1        -6     56888       -28      0.9304E-13      0.2000E-01
      4       -22         0        -6     57053       -28      0.1337E-12      0.8000E-02
      0       -22         5        -4     57245       -26     -0.8105E-14      0.1600E-01
      1       -22         4        -4     57437       -26      0.2820E-13      0.3200E-01
      2       -22         3        -4     57629       -26      0.2331E-13      0.4000E-01
      3       -22         2        -4     57821       -26     -0.2398E-13      0.3200E-01
      4       -22         1        -4     58013       -26      0.2287E-13      0.2000E-01
      5       -22         0        -4     58205       -26      0.9326E-14      0.8000E-02
      0       -22         6        -2     58422       -24     -0.4685E-13      0.2000E-01
      1       -22         5        -2     58639       -24     -0.7361E-13      0.3600E-01
      2       -22         4        -2     58856       -24      0.6595E-13      0.4800E-01
      3       -22         3        -2     59073       -24      0.5218E-13      0.4000E-01
      4       -22         2        -2     59290       -24     -0.1421E-13      0.2800E-01
      5       -22         1        -2     59507       -24      0.1710E-13      0.1600E-01
      6       -22         0        -2     59724       -24      0.1643E-13      0.4000E-02
      0       -22         7         0     59964       -22     -0.5596E-13      0.2000E-01
      1       -22         6         0     60204       -22      0.3730E-13      0.4000E-01
      2       -22         5         0     60444       -22      0.4818E-13      0.4800E-01
      3       -22         4         0     60684       -22      0.1243E-13      0.4000E-01
      4       -22         3         0     60924       -22      0.3553E-14      0.2400E-01
      5       -22         2         0     61164       -22      0.2154E-13      0.1200E-01
      6       -22         1         0     61404       -22      0.1643E-13      0.4000E-02
      7       -22         0         0     61644       -22      0.1132E-13      0.4000E-02
      0       -22         6         2     61905       -20     -0.3730E-13      0.2000E-01
      1       -22         5         2     62166       -20      0.1998E-13      0.3200E-01
      2       -22         4         2     62427       -20      0.5551E-14      0.4000E-01
      3       -22         3         2     62688       -20      0.2776E-13      0.3200E-01
      4       -22         2         2     62949       -20      0.4441E-14      0.1600E-01
      5       -22         1         2     63210       -20      0.1932E-13      0.8001E-02
      6       -22         0         2     63471       -20      0.1643E-13      0.4000E-02
      0       -22         5         4     63751       -18      0.5107E-14      0.1600E-01
      1       -22         4         4     64031       -18      0.4885E-14      0.2800E-01
      2       -22         3         4     64311       -18     -0.1887E-14      0.2800E-01
      3       -22         2         4     64591       -18      0.5329E-14      0.2000E-01
      4       -22         1         4     64871       -18      0.1354E-13      0.8000E-02
      5       -22         0         4     65151       -18      0.2043E-13      0.4000E-02
      0       -22         4         6     65448       -16      0.1688E-13      0.1600E-01
      1       -22         3         6     65745       -16     -0.1887E-14      0.2000E-01
      2       -22         2         6     66042       -16      0.9104E-14      0.1600E-01
      3       -22         1         6     66339       -16      0.7327E-14      0.1200E-01
      4       -22         0         6     66636       -16      0.9992E-14      0.4001E-02
      0       -22         3         8     66948       -14      0.6217E-14      0.8000E-02
      1       -22         2         8     67260       -14      0.4663E-14      0.1200E-01
      2       -22         1         8     67572       -14      0.1776E-14      0.1200E-01
      3       -22         0         8     67884       -14      0.1044E-13      0.4000E-02
      0       -22         2        10     68209       -12      0.8438E-14      0.4000E-02
      1       -22         1        10     68534       -12      0.1044E-13      0.8001E-02
      2       -22         0        10     68859       -12      0.4663E-14      0.4000E-02
      0       -22         1        12     69195       -10     -0.3664E-14       0.000    
      1       -22         0        12     69531       -10      0.1044E-13      0.4000E-02
      0       -22         0        14     69876        -8      0.5107E-14       0.000    
      0       -21         0       -15     69913       -36      0.3114E-10      0.4000E-02
      0       -21         1       -13     69985       -34      0.1346E-11       0.000    
      1       -21         0       -13     70057       -34      0.2646E-11      0.4001E-02
      0       -21         2       -11     70162       -32      0.2602E-11      0.4000E-02
      1       -21         1       -11     70267       -32     -0.3042E-11      0.8000E-02
      2       -21         0       -11     70372       -32     -0.6197E-12      0.4001E-02
      0       -21         3        -9     70508       -30      0.5116E-12      0.8000E-02
      1       -21         2        -9     70644       -30     -0.1088E-11      0.1600E-01
      2       -21         1        -9     70780       -30      0.9899E-12      0.1600E-01
      3       -21         0        -9     70916       -30     -0.4656E-12      0.8001E-02
      0       -21         4        -7     71081       -28     -0.4600E-12      0.1200E-01
      1       -21         3        -7     71246       -28     -0.1070E-11      0.2400E-01
      2       -21         2        -7     71411       -28      0.2915E-12      0.2800E-01
      3       -21         1        -7     71576       -28     -0.1077E-13      0.2000E-01
      4       -21         0        -7     71741       -28     -0.6473E-13      0.1200E-01
      0       -21         5        -5     71933       -26      0.7061E-13      0.1600E-01
      1       -21         4        -5     72125       -26      0.1654E-12      0.3200E-01
      2       -21         3        -5     72317       -26     -0.4940E-13      0.4000E-01
      3       -21         2        -5     72509       -26      0.6950E-13      0.3600E-01
      4       -21         1        -5     72701       -26      0.4352E-13      0.2800E-01
      5       -21         0        -5     72893       -26      0.3220E-13      0.8001E-02
      0       -21         6        -3     73110       -24      0.6883E-14      0.2000E-01
      1       -21         5        -3     73327       -24     -0.8915E-13      0.4400E-01
      2       -21         4        -3     73544       -24      0.3020E-13      0.5200E-01
      3       -21         3        -3     73761       -24      0.6084E-13      0.5200E-01
      4       -21         2        -3     73978       -24     -0.3231E-13      0.3600E-01
      5       -21         1        -3     74195       -24      0.5773E-14      0.2000E-01
      6       -21         0        -3     74412       -24      0.7550E-14      0.4000E-02
      0       -21         7        -1     74652       -22     -0.4441E-15      0.2400E-01
      1       -21         6        -1     74892       -22     -0.3086E-13      0.4800E-01
      2       -21         5        -1     75132       -22      0.4508E-13      0.5600E-01
      3       -21         4        -1     75372       -22     -0.2776E-14      0.5600E-01
      4       -21         3        -1     75612       -22      0.1354E-13      0.4000E-01
      5       -21         2        -1     75852       -22      0.9770E-14      0.2000E-01
      6       -21         1        -1     76092       -22      0.1710E-13      0.8001E-02
      7       -21         0        -1     76332       -22      0.1110E-13      0.4000E-02
      0       -21         7         1     76593       -20     -0.2265E-13      0.2000E-01
      1       -21         6         1     76854       -20     -0.5196E-13      0.4400E-01
      2       -21         5         1     77115       -20      0.3264E-13      0.5600E-01
      3       -21         4         1     77376       -20      0.1799E-13      0.4800E-01
      4       -21         3         1     77637       -20      0.1310E-13      0.3200E-01
      5       -21         2         1     77898       -20      0.1488E-13      0.1600E-01
      6       -21         1         1     78159       -20      0.1776E-13      0.4001E-02
      7       -21         0         1     78420       -20      0.9770E-14      0.4000E-02
      0       -21         6         3     78700       -18     -0.1066E-13      0.2000E-01
      1       -21         5         3     78980       -18     -0.1510E-13      0.3600E-01
      2       -21         4         3     79260       -18      0.6439E-14      0.4400E-01
      3       -21         3         3     79540       -18      0.5551E-14      0.3600E-01
      4       -21         2         3     79820       -18      0.5551E-14      0.2000E-01
      5       -21         1         3     80100       -18      0.1332E-13      0.1200E-01
      6       -21         0         3     80380       -18      0.1510E-13      0.4001E-02
      0       -21         5         5     80677       -16      0.6217E-14      0.1600E-01
      1       -21         4         5     80974       -16      0.2243E-13      0.2800E-01
      2       -21         3         5     81271       -16      0.3109E-14      0.3200E-01
      3       -21         2         5     81568       -16      0.4885E-14      0.2000E-01
      4       -21         1         5     81865       -16      0.1688E-13      0.1200E-01
      5       -21         0         5     82162       -16      0.1688E-13      0.4001E-02
      0       -21         4         7     82474       -14     -0.3775E-14      0.1200E-01
      1       -21         3         7     82786       -14      0.1021E-13      0.2000E-01
      2       -21         2         7     83098       -14      0.2220E-15      0.2000E-01
      3       -21         1         7     83410       -14      0.3997E-14      0.1200E-01
